score;cup;title;category;region;province;municipality;value_eur;client;source_url
100;F61B16000530001;S.S. N. 12 DELL'ABETONE E DEL BRENNERO;Infrastrutture / parcheggi;TOSCANA;LUCCA;LUCCA;136500000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F61B16000530001
100;I83B11000050006;VIABILITA' ANTINCENDIO BOSCHIVO;Infrastrutture / parcheggi;TOSCANA;LUCCA;CASTIGLIONE DI GARFAGNANA;136000000.0;UNIONE COMUNI GARFAGNANA;https://www.opencup.gov.it/portale/progetto/-/cup/I83B11000050006
100;B14C11000140003;PALAZZO MEDICI RICCARDI;Residenziale pubblico / ERS;TOSCANA;FIRENZE;FIRENZE;136000000.0;CITTA' METROPOLITANA DI FIRENZE;https://www.opencup.gov.it/portale/progetto/-/cup/B14C11000140003
100;H44E05000600007;A 14 AUTOSTRADA BOLOGNA TARANTO;Infrastrutture / parcheggi;MARCHE;ANCONA;CASTELFIDARDO;135938719.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H44E05000600007
100;J81B99000000004;STRADA DI COLLEGAMENTO TRA VIA DEL FORO ITALICO E VIA DELLA PINETA SACCHETTI E ALLARGAMENTO DELLA VIA TRIONFALE DA VIA STRESA A VIA BARELLAI - 1° STRALCIO FUNZIONALE.;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;135312541.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J81B99000000004
100;H89J20000000005;INTERA RETE AUTOSTRADE PER L'ITALIA SPA;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;135000000.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H89J20000000005
100;F91B16000670001;S.S. N. 318 DI VALFABBRICA;Infrastrutture / parcheggi;UMBRIA;PERUGIA;VALFABBRICA;134725004.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F91B16000670001
100;J86E09000660004;SCUOLA GUGLIELMO MARCONI;Scuole / formazione;LAZIO;ROMA;ROMA;134309000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J86E09000660004
100;E76B02000010002;ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA;Edilizia pubblica;TOSCANA;LUCCA;MASSAROSA;134072210.0;E.R.P. LUCCA S.R.L. (SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.);https://www.opencup.gov.it/portale/progetto/-/cup/E76B02000010002
100;B57D16000050001;RETI A BANDA ULTRALARGA - TOSCANA FSC;Scuole / formazione;TOSCANA;TUTTE;TUTTI;132966792.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/B57D16000050001
100;J85D09000510004;SCUOLE MATERNE ALDO FABRIZI VIA VALERIO PUBBLICOLA 165 E GREGNA SANT'ANDREA VIA A. DELLA SETA 8;Riqualificazione urbana;LAZIO;ROMA;ROMA;131577000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J85D09000510004
100;J48I03000010004;PIAZZA DELLA REPUBBLICA, ZONA PEDONALE: MANUTENZIONE STRAORDINARIA ARREDI STORICI;Riqualificazione urbana;TOSCANA;LIVORNO;LIVORNO;130378000.0;COMUNE DI LIVORNO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/J48I03000010004
100;F17H05001430005;S.P. Tronco Civitella S.Paolo Rifacimento pavimentazione e marciapiedi dal Km.1,600 al Km.1,800;Infrastrutture / parcheggi;LAZIO;ROMA;CIVITELLA SAN PAOLO;130000000.0;CITTA' METROPOLITANA DI ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/F17H05001430005
100;F57H06000480005;Olevano-Romano-S.P. Maremmana Superiore-Ricostruzione muro di controripa al Km. 3+500;Infrastrutture / parcheggi;LAZIO;ROMA;OLEVANO ROMANO;130000000.0;CITTA' METROPOLITANA DI ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/F57H06000480005
100;F93G04000000002;LAVORI GESTIONE PARCO FAUNISTICO ARCIDOSSO;Riqualificazione urbana;TOSCANA;GROSSETO;ARCIDOSSO;130000000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F93G04000000002
100;I59J21006980007;OFFICINE MECCANICHE DI GEOFO SPA E IMPIANTI DI LAVAGGIO MEZZI;Ambiente / rifiuti / depurazione;TOSCANA;PISA;PISA;129711644.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/I59J21006980007
100;I37H03000290003;Lavori di realizzazione rotatoria stradale sulla viabilità provinciale in Comune di Monte Urano.;Infrastrutture / parcheggi;MARCHE;FERMO;MONTE URANO;129114220.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I37H03000290003
100;J31E03000100001;ITIS A.VOLTA DI PISCILLE -PG. E ITCG BONGHI DI ASSISI INTERVENTO DI BONIFICA DELLE COPERTURE CONTENENTI AMIANTO;Ambiente / rifiuti / depurazione;UMBRIA;PERUGIA;PERUGIA;127087000.0;AMMINISTRAZIONE PROVINCIALE DI PERUGIA;https://www.opencup.gov.it/portale/progetto/-/cup/J31E03000100001
100;D78F07000000005;RETI IDRICHE E FOGNARIE AREA SENESE;Ambiente / rifiuti / depurazione;TOSCANA;SIENA;MONTEPULCIANO;126000000.0;NUOVE ACQUE S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/D78F07000000005
100;B19J02000000004;LAVORI DI COSTRUZIONE DI UN NUOVO TRATTO DI FOGNATURA IN LOC.CALCINELLI 2° TRATTO DA VIA TRIESTE AL FOSSO S. EGIDIO.;Ambiente / rifiuti / depurazione;MARCHE;PESARO E URBINO;COLLI AL METAURO;125000000.0;COMUNE DI SALTARA - PS -;https://www.opencup.gov.it/portale/progetto/-/cup/B19J02000000004
100;D73B07000000007;TECNICO;Ambiente / rifiuti / depurazione;LAZIO;VITERBO;ONANO;124767760.0;CONSORZIO BONIFICA VAL DI PAGLIA SUPERIORE;https://www.opencup.gov.it/portale/progetto/-/cup/D73B07000000007
100;F88G10000220002;LAVORI DI MANUTENZIONE ORDINARIA DELLE PARATOIE E ACCESSORI PER IL SERVIZIO DI PIENA E DI PRONTO INTERVENTO NEL CIRCONDARIO IDRAULICO DI ROMA - ANNO 2010 - 2011;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;124524000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F88G10000220002
100;C13J07000050004;COSTRUZIONE NUOVA SEDE CIIP IN LOCALITA' MALISCIA;Edilizia pubblica;MARCHE;ASCOLI PICENO;MONTALTO DELLE MARCHE;122602000.0;COMUNE DI MONTALTO DELLE MARCHE - AP -;https://www.opencup.gov.it/portale/progetto/-/cup/C13J07000050004
100;J87H06001000004;"MANUTENZIONE STRAORDINARIA SEDE STRADALE E MARCIAPIEDI VIA F. LUCCHINI;VIA SOLVETTI DA VIA CARLO LIVI A VIA LEONARDO BIANCHI; VIA BITOSSI;VIA FILIPPO NICOLAI.";Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;122508000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J87H06001000004
100;D65H07000020005;VIA DEI SILLORI S.ANGELO IN CAMPO LAVORI DI AMPLIAMENTO SPOGLIATOIO PERSONALE E REALIZZAZIONE DI NUOVI SERVIZI IGIENICI NEL FABBRICATO R.S.U.;Sport / impianti sportivi;TOSCANA;LUCCA;LUCCA;122265000.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/D65H07000020005
100;H97I11000000003;PROGETTO BENESSERE NEL PARCO: UNA PALESTRA NEL VERDE DA REALIZZARE C/O IL PARCO EX GROCCO DI PERUGIA, FINALIZZATO ALLA PROMOZIONE DELL'ATTIVITÀ FISICA E ALLA RIABILITAZIONE NEUROMOTORIA;Sport / impianti sportivi;UMBRIA;PERUGIA;PERUGIA;121592640.0;AZIENDA SANITARIA REGIONALE UMBRIA U.S.L. N. 2;https://www.opencup.gov.it/portale/progetto/-/cup/H97I11000000003
100;F67H11000290002;STRADA COMUNALE FONDIANO-CAPPUTI;Infrastrutture / parcheggi;LAZIO;ROMA;ROCCA SANTO STEFANO;121530000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F67H11000290002
100;G31C11000690002;FERROVIA AREZZO - STIA;Infrastrutture / parcheggi;TOSCANA;AREZZO;BIBBIENA;120898000.0;LA FERROVIARIA ITALIANA SPA;https://www.opencup.gov.it/portale/progetto/-/cup/G31C11000690002
100;E12G96000000004;PROGETTO DI AMPLIAMENTO E ADEGUAMENTO ALLA NORMATIVA PER IL SUPERAMENTO DELLE BARRIERE ARCHITETTONICHE DELLA SCUOLA ELEMENTARE DI CESA;Scuole / formazione;TOSCANA;AREZZO;MARCIANO DELLA CHIANA;120541000.0;COMUNE DI MARCIANO DELLA CHIANA - AREZZO -;https://www.opencup.gov.it/portale/progetto/-/cup/E12G96000000004
100;D48H07000020005;RETI FOGNARIE RICADENTI NEL TERRITORIO GESTITO DAL NOT JESI;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;JESI;120000000.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/D48H07000020005
100;C72G04000070004;Messa a norma Impianti. Lotto n° 2 Scuola elementare - Scornio Ovest.;Scuole / formazione;TOSCANA;PISTOIA;PISTOIA;120000000.0;COMUNE DI PISTOIA - PT -;https://www.opencup.gov.it/portale/progetto/-/cup/C72G04000070004
100;J81B00000220001;RIQUALIFICAZIONE E VALORIZZAZIONE DELL'AREA DELLA STAZIONE TIBURTINA: PROGETTAZIONE, ACQUISIZIONE AREE E OPERE DI INFRASTRUTTURAZIONE DELL'AREA - COD. D4.1.6.1.1.1;Riqualificazione urbana;LAZIO;ROMA;ROMA;120000000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J81B00000220001
100;D86D19000160001;MINISTERO DELLA GIUSTIZIA;Riqualificazione urbana;LAZIO;ROMA;ROMA;120000000.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;https://www.opencup.gov.it/portale/progetto/-/cup/D86D19000160001
100;H79F99000000002;NUOVO OSPEDALE DEI CASTELLI;Sanità / RSA;LAZIO;ROMA;ARICCIA;120000000.0;AZIENDA USL RM/H;https://www.opencup.gov.it/portale/progetto/-/cup/H79F99000000002
100;F91B23000220001;TRATTO SERRA SANTABBONDIO - PERGOLA - FOSSOMBRONE;Infrastrutture / parcheggi;MARCHE;ANCONA;SASSOFERRATO;120000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F91B23000220001
100;H21B06000230004;progetto esecutivo per la realizzazione nuove piste ciclabili sul territorio fiorentino;Infrastrutture / parcheggi;TOSCANA;FIRENZE;FIRENZE;120000000.0;COMUNE DI FIRENZE - FI -;https://www.opencup.gov.it/portale/progetto/-/cup/H21B06000230004
100;G21B21005230002;MESSA IN SICUREZZA E AMMODERNAMENTO DEL SISTEMA IDRICO DEL PESCHIERA DL 77/2021 - NUOVO ACQUEDOTTO MARCIO - FASE 1;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ANTICOLI CORRADO;120000000.0;ACEA ATO 2 S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/G21B21005230002
100;D27H10001630002;PROGETTO PER LA PREVENZIONE E RIDUZIONE DI DANNI DA FAUNA SELVATICA SULLE SS.PP. DELLA PROVINCIA DI RIETI;Infrastrutture / parcheggi;LAZIO;RIETI;POGGIO BUSTONE;119856200.0;AMMINISTRAZIONE PROVINCIALE DI RIETI;https://www.opencup.gov.it/portale/progetto/-/cup/D27H10001630002
100;G85I13000050005;SERVIZIO ENERGIA MANUTENZIONE ORDINARIA E STRAORDINARIA, ADEGUAMENTO NORMATIVO E RIQUALIFICAZIONE TECNOLOGICA IMPIANTI DI RISCALDAMENTO IN GESTIONE;Riqualificazione urbana;LAZIO;ROMA;ROMA;119465000.0;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;https://www.opencup.gov.it/portale/progetto/-/cup/G85I13000050005
100;I39H10000900005;CONSOLIDAMENTO A TRATTI DEI MURI DI DIFESA IDRAULICA DEL TORRENTE IOLO NEL COMUNE DI PRATO;Ambiente / rifiuti / depurazione;TOSCANA;PRATO;PRATO;118866000.0;AMMINISTRAZIONE PROVINCIALE DI PRATO;https://www.opencup.gov.it/portale/progetto/-/cup/I39H10000900005
100;C57B04000220001;LAVORI DI SOSTITUZIONE PERSIANE PERICOLANTI E REVISIONE TETTI -;Residenziale pubblico / ERS;LAZIO;ROMA;ROMA;118835150.0;MINISTERO DELLA DIFESA;https://www.opencup.gov.it/portale/progetto/-/cup/C57B04000220001
100;F55D02000000004;Programma Urbano Complesso di Via Moliere ex Villaggio Enel-Opere di Urbanizzazione - recupero impianti sposrtivi;Infrastrutture / parcheggi;UMBRIA;PERUGIA;PANICALE;118500000.0;COMUNE DI PANICALE - PG -;https://www.opencup.gov.it/portale/progetto/-/cup/F55D02000000004
100;F54H03000000004;LAVORI DI ADEGUAMENTO DEL COMPLESSO SCOLASTICO ALLA NORMATIVA DI SICUREZZA - 2° LOTTO.;Scuole / formazione;TOSCANA;FIRENZE;GAMBASSI TERME;118000000.0;COMUNE DI GAMBASSI TERME - FIRENZE -;https://www.opencup.gov.it/portale/progetto/-/cup/F54H03000000004
100;F63J04000010002;PROGETTO SISTEMAZIONE IDRAULICO FORESTALE PULITURA FOSSI E CORSI D'ACQUA MINORI;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;SEGGIANO;117504870.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F63J04000010002
100;F11B05000460002;S.S. N. 675 UMBRO LAZIALE;Infrastrutture / parcheggi;LAZIO;VITERBO;VETRALLA;117000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F11B05000460002
100;F81B07000410001;S.S. N. 4 VIA SALARIA;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;ACQUASANTA TERME;116363324.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F81B07000410001
100;H97H08002140007;A 1 AUTOSTRADA MILANO NAPOLI;Infrastrutture / parcheggi;LAZIO;FROSINONE;CEPRANO;115994000.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H97H08002140007
100;B87D16000040006;RETI A BANDA ULTRALARGA - LAZIO FESR;Scuole / formazione;LAZIO;TUTTE;TUTTI;115517767.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/B87D16000040006
100;F89D16001610009;BANDA ULTRALARGA;Scuole / formazione;LAZIO;TUTTE;TUTTI;115517766.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F89D16001610009
100;J83E06000140004;REALIZZAZIONE DEL PERCORSO CICLO PEDONALE TRATTA PAPIRIA - DON BOSCO - NOBILI0RE;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;114679000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J83E06000140004
100;F21B16000530001;E 78, S.G.C. GROSSETO FANO;Infrastrutture / parcheggi;MARCHE;PESARO E URBINO;URBANIA;114000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F21B16000530001
100;F31B16000570001;E 78, S.G.C. GROSSETO FANO;Infrastrutture / parcheggi;TOSCANA;SIENA;SIENA;113570000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F31B16000570001
100;F41C05000000003;lavori di somma urgenza per il consolidamento del costone roccioso in località Pozzo del Merro - riserva naturale Macchia di Gattaceca e Macchia del Barco;Ambiente / rifiuti / depurazione;LAZIO;ROMA;TUTTI;112537070.0;CITTA' METROPOLITANA DI ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/F41C05000000003
100;H24E08000140001;AMPLIAMENTO ALLA TERZA CORSIA BARBERINO DEL MUGELLO - INCISA VALDARNO RIQUALIFICA DELLE CARREGGIATE ESISTENTI;Infrastrutture / parcheggi;TOSCANA;FIRENZE;BARBERINO DI MUGELLO;112076955.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H24E08000140001
100;E58G10000150003;COMPLESSO SCOLASTICO C. MARCHESI;Scuole / formazione;TOSCANA;PISA;PISA;111240000.0;AMMINISTRAZIONE PROVINCIALE DI PISA;https://www.opencup.gov.it/portale/progetto/-/cup/E58G10000150003
100;F99E08000230001;SOCIETÀ SAN GIORGIO IL PREFERITO S.R.L.;Residenziale pubblico / ERS;LAZIO;FROSINONE;CEPRANO;110144000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F99E08000230001
100;F49E10002190001;SOCIETÀ EURHOTEL S.R.L. DI ROMA;Residenziale pubblico / ERS;LAZIO;RIETI;MAGLIANO SABINA;110144000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F49E10002190001
100;F89E08000450001;SOCIETÀ COSTRUZIONI RESIDENZIALI ALBERGHIERE VIA COSSERIA N. 5 00192 ROMA;Residenziale pubblico / ERS;LAZIO;ROMA;ROMA;110144000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F89E08000450001
100;I49B08000070007;VILLA IL MULINACCIO;Riqualificazione urbana;TOSCANA;PRATO;VAIANO;110000000.0;COMUNE DI VAIANO - PRATO -;https://www.opencup.gov.it/portale/progetto/-/cup/I49B08000070007
100;C72B04000010004;Sistemazione della Piazza Ramini (Pistoia) Progetto 18200/2004 V. N.P.;Riqualificazione urbana;TOSCANA;PISTOIA;PISTOIA;110000000.0;COMUNE DI PISTOIA - PT -;https://www.opencup.gov.it/portale/progetto/-/cup/C72B04000010004
100;C14H03000040004;REALIZZAZIONE IMPIANTO DI ILLUMINAZIONE DELLA PISTA DI ATLETICA LEGGERA DELLO STADIO COMUNALE;Sport / impianti sportivi;TOSCANA;PISTOIA;QUARRATA;110000000.0;COMUNE DI QUARRATA - PT -;https://www.opencup.gov.it/portale/progetto/-/cup/C14H03000040004
100;B81B21012880005;COMPLETAMENTO DEL COMPLESSO UNIVERSITARIO SAPIENZA PRESSO L'AREA DENOMINATA SISTEMA DIREZIONALE ORIENTALE (SDO) PIETRALATA ROMA;Residenziale pubblico / ERS;LAZIO;ROMA;ROMA;110000000.0;"UNIVERSITA' DEGLI STUDI ""LA SAPIENZA""";https://www.opencup.gov.it/portale/progetto/-/cup/B81B21012880005
100;F61B16000570001;S.S. N. 685 TRE VALLI UMBRE;Infrastrutture / parcheggi;UMBRIA;TUTTE;TUTTI;109670000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F61B16000570001
100;J81F19000910001;FUNIVIA BATTISTINI - CASALOTTI - TORREVECCHIA;Sanità / RSA;LAZIO;ROMA;ROMA;109591314.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J81F19000910001
100;E11B98000000004;Realizzazione strada di PRG da prov.le Via Castiglioni a Via Leopardi e sistemazione traverse interne in Fraz. Cesa;Infrastrutture / parcheggi;TOSCANA;AREZZO;MARCIANO DELLA CHIANA;109488000.0;COMUNE DI MARCIANO DELLA CHIANA - AREZZO -;https://www.opencup.gov.it/portale/progetto/-/cup/E11B98000000004
100;G36J00000000004;RIQUALIFICAZIONE AREA A VERDE ATTREZZATO SEFRO CAPOLUOGO;Riqualificazione urbana;MARCHE;MACERATA;SEFRO;109364110.0;COMUNE DI SEFRO - MACERATA -;https://www.opencup.gov.it/portale/progetto/-/cup/G36J00000000004
100;F33J03000030002;Diradamento Perticaie di Conifere e Sistemazione Strade Forestali Comuni Arcidosso, Castel del Piano, Santa Fiora e Seggiano;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ARCIDOSSO;109271680.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F33J03000030002
100;F21B16000450001;E 78, S.G.C. GROSSETO FANO;Infrastrutture / parcheggi;TOSCANA;GROSSETO;CIVITELLA PAGANICO;108496380.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F21B16000450001
100;H64E08000110005;A 1 AUTOSTRADA MILANO NAPOLI;Infrastrutture / parcheggi;LAZIO;ROMA;CAPENA;108159330.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H64E08000110005
100;I52D22000060005;MANUTENZIONE STRAORDINARIA FABBRICATI DI EDILIZIA RESIDENZIALE PUBBLICA PROVINCIA DI MACERATA;Residenziale pubblico / ERS;MARCHE;MACERATA;TUTTI;107877000.0;ENTE REGIONALE PER L'ABITAZIONE PUBBLICA MARCHE;https://www.opencup.gov.it/portale/progetto/-/cup/I52D22000060005
100;J34B11000170005;RESTAURO DEL MONUMENTO DELL'ARA GARIBALDINA DI MENTANA (ROMA );Riqualificazione urbana;LAZIO;ROMA;MENTANA;106026000.0;PRESIDENZA DEL CONSIGLIO DEI MINISTRI;https://www.opencup.gov.it/portale/progetto/-/cup/J34B11000170005
100;F93J04000000002;Sistemazione idraulico forestale pulitura fossi e corsi d'acqua minori;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ARCIDOSSO;105000000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F93J04000000002
100;E83D12000040003;SP 38 DI BUTI;Infrastrutture / parcheggi;TOSCANA;PISA;BUTI;105000000.0;AMMINISTRAZIONE PROVINCIALE DI PISA;https://www.opencup.gov.it/portale/progetto/-/cup/E83D12000040003
100;H82E25000220001;PIANO DEGLI INTERVENTI PER L'EFFICIENTAMENTO DEL SERVIZIO IRRIGUO ATTRAVERSO LA RAZIONALIZZAZIONE DELLE RISORSE, LA RIDUZIONE DELLE PERDITE, LA REALIZZAZIONE DI OPERE DI ACCUMULO DELLE RISORSE IDRICHE E PRODUZIONE DI ENERGIA;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;105000000.0;CONSORZIO DI BONIFICA LITORALE NORD;https://www.opencup.gov.it/portale/progetto/-/cup/H82E25000220001
100;E94E04000000002;Lavori di realizzazione isola ecologica zona PIP;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;PITIGLIANO;105000000.0;COMUNE DI PITIGLIANO - GROSSETO -;https://www.opencup.gov.it/portale/progetto/-/cup/E94E04000000002
100;B24E02000050004;VIA DEI SABINI;Infrastrutture / parcheggi;LAZIO;LATINA;LATINA;105000000.0;COMUNE DI LATINA - LT -;https://www.opencup.gov.it/portale/progetto/-/cup/B24E02000050004
100;C35G10005650004;NUOVI SPOGLIATOI A CORREDO DEL CAMPO SPORTIVO DI S.IPPOLITO;Sport / impianti sportivi;TOSCANA;PRATO;PRATO;104936290.0;COMUNE DI PRATO - PO -;https://www.opencup.gov.it/portale/progetto/-/cup/C35G10005650004
100;F33J03000020002;DIRADAMENTO FUSTAIE LATIFOGLIE IN COMUNE DI SANTA FIORA;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;SANTA FIORA;104914820.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F33J03000020002
100;J84J22000930001;PIANO STRATEGICO DEGLI INTERVENTI DI RECUPERO E VALORIZZAZIONE DEL PARCO DEL FORO ITALICO;Riqualificazione urbana;LAZIO;ROMA;ROMA;103435313.0;SPORT E SALUTE S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/J84J22000930001
100;I17H03000140003;Lavori di sistemazione del corpo stradale e del piano viabile sulla s.p. n. 44 M.S. Pietrangeli.;Infrastrutture / parcheggi;MARCHE;FERMO;MONTE SAN PIETRANGELI;103000000.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I17H03000140003
100;F94F06000000006;RECUPERO DI STRADE A SERVIZIO FORESTALE ED ANTINCENDIO;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ARCIDOSSO;103000000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F94F06000000006
100;F43J03000010002;Diradamento Fustaia Conifere in Comune di Castell'Azzara;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;CASTELL'AZZARA;102673090.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F43J03000010002
100;B16E10000260005;FACOLTÀ DI INGEGNERIA;Residenziale pubblico / ERS;TOSCANA;FIRENZE;FIRENZE;102000000.0;UNIVERSITA' DEGLI STUDI DI FIRENZE;https://www.opencup.gov.it/portale/progetto/-/cup/B16E10000260005
100;F91B16000690001;S.S. N. 2 CASSIA;Infrastrutture / parcheggi;TOSCANA;SIENA;MONTERONI D'ARBIA;100000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F91B16000690001
100;F24E16000620001;E 78, S.G.C. GROSSETO FANO;Infrastrutture / parcheggi;TOSCANA;AREZZO;TUTTI;100000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F24E16000620001
100;F33G04000000002;SISTEMAZIONE IDRAULICO FORESTALE MANUTENZIONE SENTIERISTICA;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;SANTA FIORA;100000000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F33G04000000002
100;I86C05000010003;PROGETTI PER LA RIQUALIFICAZIONE DEL SETTORE INFORMATIZZAZIONE E STATISTICA;Riqualificazione urbana;MARCHE;ASCOLI PICENO;TUTTI;100000000.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I86C05000010003
100;G81J22000740006;DISCARICA DI MALAGROTTA - ROMA;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;100000000.0;UNITÀ TECNICA - AMMINISTRATIVA EX OPCM 3920;https://www.opencup.gov.it/portale/progetto/-/cup/G81J22000740006
100;G72E25005050005;RETE IDRICA DEI COMUNI DI CARRARA, MASSA, MONTIGNOSO, PIETRASANTA;Ambiente / rifiuti / depurazione;TOSCANA;MASSA-CARRARA;CARRARA;100000000.0;G.A.I.A S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/G72E25005050005
100;B45E05000100004;Opere di urbanizzazione. Manutenzione straordinaria depuratore Capoluogo e opere varie di sistemazione. anno 2005;Infrastrutture / parcheggi;LAZIO;RIETI;POGGIO NATIVO;100000000.0;COMUNE DI POGGIO NATIVO - RIETI -;https://www.opencup.gov.it/portale/progetto/-/cup/B45E05000100004
100;D11B21005640002;VARIANTE ESTERNA DI AREZZO;Infrastrutture / parcheggi;TOSCANA;AREZZO;AREZZO;100000000.0;REGIONE TOSCANA;https://www.opencup.gov.it/portale/progetto/-/cup/D11B21005640002
100;G32E25000020005;NODO IDRAULICO MONTE CARNALE - NUOVO SERBATOIO;Ambiente / rifiuti / depurazione;LAZIO;ROMA;FONTE NUOVA;100000000.0;ACEA ATO 2 S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/G32E25000020005
