score;cup;title;category;region;province;municipality;value_eur;client;source_url
100;J94J18000000001;LINEA FAENTINA;Riqualificazione urbana;TOSCANA;TUTTE;TUTTI;31000000.0;RETE FERROVIARIA ITALIANA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/J94J18000000001
100;F87H24001510006;DIREZIONE GENERALE MUSEI;Scuole / formazione;LAZIO;ROMA;ROMA;31000000.0;MINISTERO DELLA CULTURA;https://www.opencup.gov.it/portale/progetto/-/cup/F87H24001510006
100;F31B14000640003;S.S. N. 64 PORRETTANA;Infrastrutture / parcheggi;TOSCANA;PRATO;PRATO;31000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F31B14000640003
100;J45I00000000003;DEMOLIZIONE VECCHI SPOGLIATOI CAMPO SPORTIVO;Sport / impianti sportivi;LAZIO;ROMA;CASTELNUOVO DI PORTO;30987410.0;COMUNE DI CASTELNUOVO DI PORTO - RM -;https://www.opencup.gov.it/portale/progetto/-/cup/J45I00000000003
100;G33H17000060001;REPARTI DEL CORPO DELLA GUARDIA DI FINANZA.;Scuole / formazione;MARCHE;FERMO;CAMPOFILONE;30978327.0;MINISTERO DELL'ECONOMIA E DELLE FINANZE;https://www.opencup.gov.it/portale/progetto/-/cup/G33H17000060001
100;F37H20002510001;S.S. N. 1 VIA AURELIA;Infrastrutture / parcheggi;TOSCANA;GROSSETO;ORBETELLO;30940000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F37H20002510001
100;D78I21000170006;OSPEDALE S. GIUSEPPE EMPOLI RISTRUTTURAZIONE INTERNA EDIFICIO H;Sanità / RSA;TOSCANA;FIRENZE;EMPOLI;30900000.0;AZIENDA UNITA' SANITARIA LOCALE TOSCANA CENTRO;https://www.opencup.gov.it/portale/progetto/-/cup/D78I21000170006
100;C67H15000270002;S.R 312 CASTRENSE;Infrastrutture / parcheggi;LAZIO;VITERBO;CANINO;30779000.0;AZIENDA STRADE LAZIO - ASTRAL S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/C67H15000270002
100;B71B22001540001;DM_517/2018.DI_04/2022.CICLOVIA TURISTICA NAZIONALE ADRIATICA PERCORSO CHIOGGIA(VENEZIA)-GARGANO.TRATTI NEL TERRITORIO DELLA REGIONE MARCHE.;Infrastrutture / parcheggi;MARCHE;TUTTE;TUTTI;30775601.0;REGIONE MARCHE;https://www.opencup.gov.it/portale/progetto/-/cup/B71B22001540001
100;F11B10000730004;VARIE STRADE COMUNALI;Sanità / RSA;TOSCANA;PISA;CALCINAIA;30761700.0;COMUNE DI CALCINAIA - PISA -;https://www.opencup.gov.it/portale/progetto/-/cup/F11B10000730004
100;H67H22003160005;"ADS: RIQUAL. VARIE E REALIZ. NUOVE PENSILINE;CASERME DI PS : COSTR. NUOVO FABBRICATO;ATTREZZ. DA NEVE: RIMOZ./INSTALL. ATTREZZ. NACL E CACL;NUOVI DEPOSITI RIFIUTI;ADEG. STAZIONI DI ESAZIONE;POSTI NEVE E POSTI MANUT.: DEMOL./RICOSTR. FABBRICATI";Edilizia pubblica;TOSCANA;FIRENZE;FIRENZE;30600000.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H67H22003160005
100;D66B19003740001;CASSE DI ESPANZIONE LUNGO IL CORSO DEL FIUME SIEVE I STRALCIO.;Ambiente / rifiuti / depurazione;TOSCANA;FIRENZE;BORGO SAN LORENZO;30596812.0;PRESIDENZA DEL CONSIGLIO DEI MINISTRI;https://www.opencup.gov.it/portale/progetto/-/cup/D66B19003740001
100;F82F22001640004;PLAST S.R.L.;Ambiente / rifiuti / depurazione;LAZIO;ROMA;ROMA;30442000.0;MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA;https://www.opencup.gov.it/portale/progetto/-/cup/F82F22001640004
100;G45F22001170005;COSTRUZIONE NUOVO OSPEDALE DI ACQUAPENDENTE;Sanità / RSA;LAZIO;VITERBO;ACQUAPENDENTE;30406497.0;ASL DI VITERBO;https://www.opencup.gov.it/portale/progetto/-/cup/G45F22001170005
100;J87H04000840003;OSPEDALE SAN FILIPPO NERI;Sanità / RSA;LAZIO;ROMA;ROMA;30331685.0;ASL DI ROMA 1;https://www.opencup.gov.it/portale/progetto/-/cup/J87H04000840003
100;F11B98000040011;S.S. N. 318 DI VALFABBRICA, VARIANTE DA E 45 (S.S. N. 3BIS), LOC. LIDARNO, A SCHIFANOIA: PROGETTO ESECUTIVO LOTTO 5, STRALCIO 2 TRA I KM. 17+454 E 20+433;Infrastrutture / parcheggi;UMBRIA;TERNI;NARNI;30314200.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F11B98000040011
100;F37B20003470005;MESSA IN SICUREZZA DELLALIMENTAZIONE IDRICA DEI COMUNI DELLA MEDIA E BASSA SABINA CON COLLEGAMENTO DALLA VASCA DI CARICO DI SALISANO DEL TRONCO SUPERIORE DELLACQUEDOTTO DEL PESCHIERA.;Ambiente / rifiuti / depurazione;LAZIO;RIETI;MAGLIANO SABINA;30122200.0;ACQUA PUBBLICA SABINA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F37B20003470005
100;D31B19000200003;SR 429;Infrastrutture / parcheggi;TOSCANA;FIRENZE;CASTELFIORENTINO;30100000.0;REGIONE TOSCANA;https://www.opencup.gov.it/portale/progetto/-/cup/D31B19000200003
100;F93J04000040002;DIRADAMENTO BOSCHI DI CONIFERE;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;ARCIDOSSO;30093000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F93J04000040002
100;F21B98000000001;PEDEMONTANA DELLE MARCHE, TRONCO PIANE DI MATELICA SERRA SANT' ABBONDIO: REALIZZAZIONE TRATTO S.S. N. 76 (CAMPO DELL'OLMO) BERBENTINA;Infrastrutture / parcheggi;MARCHE;ANCONA;SASSOFERRATO;30044325.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F21B98000000001
100;B18H25000890002;O.C.D.P.C. N. 922/2022 E 1011/2023 E S.M.I._EVENTI METEOROLOGICI VERIFICATISI NELLA REGIONE MARCHE A PARTIRE DAL GIORNO 15 SETTEMBRE 2022. MITIGAZIONE DEL RISCHIO IDRAULICO BACINO IDROGRAFICO MISA/NEVOLA.;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;SENIGALLIA;30000000.0;REGIONE MARCHE;https://www.opencup.gov.it/portale/progetto/-/cup/B18H25000890002
100;I62F07000010004;PALAZZETTO DELLO SPORT E BOCCIODROMO;Sport / impianti sportivi;MARCHE;ANCONA;BELVEDERE OSTRENSE;30000000.0;COMUNE DI BELVEDERE OSTRENSE - AN -;https://www.opencup.gov.it/portale/progetto/-/cup/I62F07000010004
100;I17I20000000001;NTERVENTI URGENTI DI RISANAMENTO IDROGEOLOGICO E MESSA IN SICUREZZA DEL DISSESTO IDROGEOLOGICO IN ORDINE A VARI FOSSI DEL COMUNE DI MARINO;Ambiente / rifiuti / depurazione;LAZIO;ROMA;MARINO;30000000.0;COMUNE DI MARINO - RM -;https://www.opencup.gov.it/portale/progetto/-/cup/I17I20000000001
100;J57F20000110001;LINEE DEL COMPARTIMENTO DI ROMA;Scuole / formazione;UMBRIA;TUTTE;TUTTI;30000000.0;RETE FERROVIARIA ITALIANA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/J57F20000110001
100;J87H26000260004;PIANO STRAORDINARIO DI MANUTENZIONE DELLE STRADE MUNICIPALI;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;30000000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J87H26000260004
100;F24E18000110001;E 78, S.G.C. GROSSETO FANO;Infrastrutture / parcheggi;TOSCANA;GROSSETO;CIVITELLA PAGANICO;30000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F24E18000110001
100;F81J22000040005;CORPO ARGINALE E ALVEO DEL FIUME TEVERE NEL TRATTO COMPRESO TRA PONTE MARCONI E LA FOCE;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;30000000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F81J22000040005
100;I17H03000150003;Lavori di sistemazione del corpo stradale e del piano viabile della strada provinciale n. 65 Palmiano.;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;PALMIANO;30000000.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I17H03000150003
100;I61B20001330001;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;Residenziale pubblico / ERS;TOSCANA;SIENA;SIENA;30000000.0;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;https://www.opencup.gov.it/portale/progetto/-/cup/I61B20001330001
100;B21B23000660001;COLLEGAMENTO VILLA POTENZA - SAMBUCHETO;Infrastrutture / parcheggi;MARCHE;MACERATA;MONTECASSIANO;30000000.0;REGIONE MARCHE;https://www.opencup.gov.it/portale/progetto/-/cup/B21B23000660001
100;G83B21000000005;ACCORDO QUADRO PER L'AFFIDAMENTO DEI SERVIZI DI ARCHITETTURA E INGEGNERIA VOLTI ALLA RIQUALIFICAZIONE DEGLI IMMOBILI ATER DEL COMUNE DI ROMA- LOTTI 1,2,3,4,5 E 6. DURATA 4 ANNI;Riqualificazione urbana;LAZIO;ROMA;ROMA;30000000.0;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;https://www.opencup.gov.it/portale/progetto/-/cup/G83B21000000005
100;F88G08000090002;PRESIDI SANITARI TERRITORIALI;Residenziale pubblico / ERS;LAZIO;TUTTE;TUTTI;30000000.0;REGIONE LAZIO;https://www.opencup.gov.it/portale/progetto/-/cup/F88G08000090002
100;C81B22002210001;NODI DI SCAMBIO (INT. FERROVIARI);Infrastrutture / parcheggi;LAZIO;TUTTE;TUTTI;30000000.0;AZIENDA STRADE LAZIO - ASTRAL S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/C81B22002210001
100;J81J22003700003;RIQUALIFICAZIONE PIAZZA RISORGIMENTO CON PARCHEGGIO INTERRATO, PASSAGGIO PEDONALE E SERVIZI.;Riqualificazione urbana;LAZIO;ROMA;ROMA;30000000.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/J81J22003700003
100;J63I25000100007;PALASPORT DI VIA DELLE TAGLIATE;Riqualificazione urbana;TOSCANA;LUCCA;LUCCA;30000000.0;COMUNE DI LUCCA - LU -;https://www.opencup.gov.it/portale/progetto/-/cup/J63I25000100007
100;F51B21006120001;S.S. 502  S.S. 78 - BELFORTE DEL CHIENTI - SARNANO - LAVORI DI ADEGUAMENTO E/O MIGLIORAMENTO TECNICO FUNZIONALE DELLA SEZIONE STRADALE IN T.S. E POTENZIAMENTO DELLE INTERSEZIONI - 1° STRALCIO;Infrastrutture / parcheggi;MARCHE;MACERATA;BELFORTE DEL CHIENTI;30000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F51B21006120001
100;F91B18000330002;VIA TIBURTINA;Infrastrutture / parcheggi;LAZIO;ROMA;GUIDONIA MONTECELIO;30000000.0;CITTA' METROPOLITANA DI ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/F91B18000330002
100;I87H03000330003;Lavori di somma urgenza per la messa in sicurezza della scarpata in frana al km. 3+000 della s.p. n. 126 S. Rustico.;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;RIPATRANSONE;30000000.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I87H03000330003
100;B72B21000120002;COMPLETAMENTO INTERVENTO DI RIDUZIONE DEL RISCHIO IDRAULICO LUNGO IL FIUME NERA TRATTO TERNI-NARNI.;Ambiente / rifiuti / depurazione;UMBRIA;TERNI;NARNI;30000000.0;CONSORZIO DI BONIFICA TEVERE-NERA;https://www.opencup.gov.it/portale/progetto/-/cup/B72B21000120002
100;F41B21008430001;S.S. 210 - AMANDOLA - SERVIGLIANO - LAVORI DI ADEGUAMENTO E/O MIGLIORAMENTO TECNICO FUNZIONALE DELLA SEZIONE STRADALE IN T.S. E POTENZIAMENTO DELLE INTERSEZIONI - 1° STRALCIO;Infrastrutture / parcheggi;MARCHE;FERMO;SERVIGLIANO;30000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F41B21008430001
100;D11I11000350002;SEDE REGIONALE DI VIA FARINI 8;Scuole / formazione;TOSCANA;FIRENZE;FIRENZE;30000000.0;REGIONE TOSCANA;https://www.opencup.gov.it/portale/progetto/-/cup/D11I11000350002
100;J94J24000280002;COMPLESSO IMMOBILIARE CASERMA SANT'ANGELO BASSO, CHIESA DI S. MICHELE ARCANGELO E VECCHIA TIPOGRAFIA E EX CASINA REALE E EX AZIENDA AGRARIA;Ambiente / rifiuti / depurazione;LAZIO;LATINA;GAETA;30000000.0;PARCO REGIONALE RIVIERA DI ULISSE;https://www.opencup.gov.it/portale/progetto/-/cup/J94J24000280002
100;I21B20000870006;WATER FOR COAST - REALIZZAZIONE DI UNA NUOVA CONDOTTA ADDUTTRICE CHE DALLO STACCO DI ALBANACCI (COMUNE DI CASTELFIDARDO) APPROVVIGIONI I COMUNI DI RECANATI, LORETO, PORTO RECANATI, POTENZA PICENA E CIVITANOVA MARCHE;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;CASTELFIDARDO;30000000.0;ACQUAMBIENTE MARCHE SRL;https://www.opencup.gov.it/portale/progetto/-/cup/I21B20000870006
100;J81F19000900001;FUNIVIA EUR MAGLIANA (MB)  VILLA BONELLI (FL1),;Sanità / RSA;LAZIO;ROMA;ROMA;29945392.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J81F19000900001
100;F87H06000610001;S.S. N. 3 BIS TIBERINA (E/45);Infrastrutture / parcheggi;TOSCANA;AREZZO;PIEVE SANTO STEFANO;29865722.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F87H06000610001
100;B96B08000020002;RETE IDRICA;Ambiente / rifiuti / depurazione;LAZIO;LATINA;GAETA;29831360.0;COMUNE DI GAETA - LATINA -;https://www.opencup.gov.it/portale/progetto/-/cup/B96B08000020002
100;F87H17002470001;PROGETTAZIONE E REALIZZAZIONE DI UN POLO TECNICO NAZIONALE OSTIA GREEN DATA CENTER;Scuole / formazione;LAZIO;ROMA;ROMA;29830000.0;MINISTERO DELL'INTERNO;https://www.opencup.gov.it/portale/progetto/-/cup/F87H17002470001
100;D84J20001040003;FEDERAZIONE ITALIANA DI ATLETICA LEGGERA;Sport / impianti sportivi;LAZIO;ROMA;ROMA;29826400.0;FEDERAZIONE ITALIANA DI ATLETICA LEGGERA;https://www.opencup.gov.it/portale/progetto/-/cup/D84J20001040003
100;J85G11000510004;MANUTENZIONE DEL PARCO PUBBLICO CALIMERA E DEGLI SPAZI VERDI DEL COMPARTO R5 VIA DI TORRENOVA - VIA DELL'ARCHEOLOGIA MANUTENZIONE ORDINARIA AREE A VERDE;Riqualificazione urbana;LAZIO;ROMA;ROMA;29820240.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J85G11000510004
100;B36G18002460005;ESECUZIONE DEI LAVORI DI AMMODERNAMENTO E REVAMPING DELLIMPIANTO DI SELEZIONE, COMPOSTAGGIO E VALORIZZAZIONE LE CORTINE NEL COMUNE DI ASCIANO (SI);Ambiente / rifiuti / depurazione;TOSCANA;SIENA;ASCIANO;29702553.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/B36G18002460005
100;J89C22000090006;PROGETTO CINECITTÀ;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;29615000.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/J89C22000090006
100;F42E23000380005;ANELLO ACQUEDOTTISTICO ANTISISMICO DEI SIBILLINI - INTERCONNESSIONE ATO 3 - 4 - 5 NUOVO SERBATOIO MONTE COLOMBO E NUOVA CONDOTTA DI ALIMENTAZIONE DEL SERBATOIO DI MONTE COLOMBO A PARTIRE DALLO STACCO DI ALBANACCI;Ambiente / rifiuti / depurazione;MARCHE;ANCONA;SIROLO;29606895.0;CICLI INTEGRATI IMPIANTI PRIMARI SPA;https://www.opencup.gov.it/portale/progetto/-/cup/F42E23000380005
100;B41B21003710001;SISTEMA INTEGRATO PER LO SVILUPPO DEL ENTROTERRA;Riqualificazione urbana;MARCHE;FERMO;MONTEFORTINO;29488000.0;REGIONE MARCHE;https://www.opencup.gov.it/portale/progetto/-/cup/B41B21003710001
100;F35G10000090004;STADIO COMUNALE E. SOLVAY, CAMPO SPORTIVO LILLATRO E CAMPO SUSSIDIARIO;Sport / impianti sportivi;TOSCANA;LIVORNO;ROSIGNANO MARITTIMO;29400000.0;COMUNE DI ROSIGNANO MARITTIMO - LI -;https://www.opencup.gov.it/portale/progetto/-/cup/F35G10000090004
100;I17H03000160003;Lavori di installazione di barriere di sicurezza lungo le strade provinciali.;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;ACQUASANTA TERME;29239540.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I17H03000160003
100;J84H22001710005;PARCHEGGIO INTERRATO SITO IN CIRCONVALLAZIONE CORNELIA;Infrastrutture / parcheggi;LAZIO;ROMA;ROMA;29217091.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J84H22001710005
100;B12F12000000003;PARCO MEDICEO DI PRATOLINO - EDIFICIO IN LOCALITA' MONTORSOLI;Riqualificazione urbana;TOSCANA;FIRENZE;FIRENZE;29200000.0;CITTA' METROPOLITANA DI FIRENZE;https://www.opencup.gov.it/portale/progetto/-/cup/B12F12000000003
100;H24F25000140007;PPP ART. 193 DLGS. 36/2023 AFFIDAMENTO IN CONCESSIONE PROGETTAZIONE, REALIZZAZIONE INTERVENTI DI EFFICIENZA ENERGETICA, RIQUALIFICAZIONE E MANUTENZIONE DEGLI IMMOBILI DI ATER PR DI ROMA - MISURA PNRR M.7 I.17 PER EFFICIENTAMENTO ERP;Riqualificazione urbana;LAZIO;ROMA;MARINO;29153596.0;ATER DELLA PROVINCIA DI ROMA;https://www.opencup.gov.it/portale/progetto/-/cup/H24F25000140007
100;G86I22000110008;LOTUS PRODUCTION SRL;Cultura / centri civici;LAZIO;ROMA;ROMA;29050645.0;REGIONE AUTONOMA DELLA SICILIA;https://www.opencup.gov.it/portale/progetto/-/cup/G86I22000110008
100;H52B24003610001;INTERVENTI DIFFUSI PER LA MITIGAZIONE DEL RISCHIO DA DISSESTI DI NATURA GEOMOROFLOGICA IN AREE A PERICOLOSITÀ MOLTO ELEVATA (P4) DEL NUOVO PAI DISSESTI RICADENTI IN TERRITORI COLPITI DA EVENTI PLUVIOMETRICI INTENSI.;Ambiente / rifiuti / depurazione;UMBRIA;PERUGIA;TUTTI;29000000.0;AUTORITÀ DI BACINO DISTRETTUALE DELL'APPENNINO SETTENTRIONALE;https://www.opencup.gov.it/portale/progetto/-/cup/H52B24003610001
100;J84E21001160005;COMPARTO R5 - PDZ 22 TOR BELLA MONACA, MUNICIPIO VI - VIA DELL'ARCHEOLOGIA - ROMA;Riqualificazione urbana;LAZIO;ROMA;ROMA;29000000.0;ROMA CAPITALE;https://www.opencup.gov.it/portale/progetto/-/cup/J84E21001160005
100;F81B22001610001;S.S. N. 685 TRE VALLI UMBRE;Infrastrutture / parcheggi;UMBRIA;PERUGIA;VALLO DI NERA;29000000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F81B22001610001
100;H44F25000270007;PPP ART. 193 DLGS. 36/2023 AFFIDAMENTO IN CONCESSIONE PROGETTAZIONE, REALIZZAZIONE INTERVENTI DI EFFICIENZA ENERGETICA, RIQUALIFICAZIONE E MANUTENZIONE DEGLI IMMOBILI DI ATER PR DI ROMA - MISURA PNRR M.7  I.17 PER EFFICIENTAMENTO ERP;Riqualificazione urbana;LAZIO;ROMA;POMEZIA;28960179.0;ATER DELLA PROVINCIA DI ROMA;https://www.opencup.gov.it/portale/progetto/-/cup/H44F25000270007
100;G17H16000770007;IMPIANTO DI COMPOSTAGGIO;Ambiente / rifiuti / depurazione;LAZIO;LATINA;APRILIA;28948277.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/G17H16000770007
100;I97J11000170007;COMPARTO IMMOBILIARE MONTELUCE;Infrastrutture / parcheggi;UMBRIA;PERUGIA;PERUGIA;28913000.0;BNP PARIBAS REAL ESTATE INVESTMENT MANAGEMENT ITALY SGR PA;https://www.opencup.gov.it/portale/progetto/-/cup/I97J11000170007
100;F11B02000250011;S.S. N. 3 VIA FLAMINIA, TRA IL KM. 177+500 SVINCOLO OSTERIA DEL GATTO E RACCORDO S.S. N. 76, TRONCO FOLIGNO OSTERIA DEL GATTO: REALIZZAZIONE, LOTTO 5;Infrastrutture / parcheggi;UMBRIA;PERUGIA;FOSSATO DI VICO;28887584.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F11B02000250011
100;I17H21003860005;A 12 AUTOSTRADA GENOVA ROMA;Infrastrutture / parcheggi;TOSCANA;PISA;VECCHIANO;28860716.0;S.A.L.T. P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/I17H21003860005
100;I27H03000230003;Lavori di cui al verbale d'urgenza per risagomatura della carreggiata e bitumatura della s.p. n. 182 Case Rosse.;Infrastrutture / parcheggi;MARCHE;FERMO;TORRE SAN PATRIZIO;28828970.0;AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO;https://www.opencup.gov.it/portale/progetto/-/cup/I27H03000230003
100;E85E22000200001;NUOVO POLO DIDATTICO D'ATENEO - UNIVERSITA' DEGLI STUDI DI ROMA TOR VERGATA;Residenziale pubblico / ERS;LAZIO;ROMA;ROMA;28757717.0;"UNIVERSITA' DEGLI STUDI ""TOR VERGATA""";https://www.opencup.gov.it/portale/progetto/-/cup/E85E22000200001
100;F11B16000530001;S.S. N. 4 VIA SALARIA;Infrastrutture / parcheggi;LAZIO;RIETI;RIETI;28700000.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F11B16000530001
100;H14F25000320007;PPP ART. 193 DLGS. 36/2023 AFFIDAMENTO IN CONCESSIONE PROGETTAZIONE, REALIZZAZIONE INTERVENTI DI EFFICIENZA ENERGETICA, RIQUALIFICAZIONE E MANUTENZIONE DEGLI IMMOBILI DI ATER PR DI ROMA - MISURA PNRR M.7 I.17 PER EFFICIENTAMENTO ERP;Riqualificazione urbana;LAZIO;ROMA;FIUMICINO;28637893.0;ATER DELLA PROVINCIA DI ROMA;https://www.opencup.gov.it/portale/progetto/-/cup/H14F25000320007
100;G31B03000020001;STRADA DEI MARMI - CARRARA;Infrastrutture / parcheggi;TOSCANA;MASSA-CARRARA;CARRARA;28624727.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/G31B03000020001
100;D14F01000000008;CAMPUS PRATICELLI;Residenziale pubblico / ERS;TOSCANA;PISA;SAN GIULIANO TERME;28570143.0;AZIENDA REGIONALE PER IL DIRITTO ALLO STUDIO UNIVERSITARIO - DSU TOSCANA;https://www.opencup.gov.it/portale/progetto/-/cup/D14F01000000008
100;C18E20000280005;DISTRETTO IRRIGUO N. 23;Ambiente / rifiuti / depurazione;TOSCANA;AREZZO;CASTIGLION FIORENTINO;28565329.0;CONSORZIO 2 ALTO VALDARNO;https://www.opencup.gov.it/portale/progetto/-/cup/C18E20000280005
100;F33J04000000002;RIPRISTINO DI AREE PERCORSE DA FUOCO IN COMUNE DI SANTA FIORA;Ambiente / rifiuti / depurazione;TOSCANA;GROSSETO;SANTA FIORA;28500000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F33J04000000002
100;F52C11000890001;REGIONE TOSCANA;Infrastrutture / parcheggi;TOSCANA;TUTTE;TUTTI;28451486.0;MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA;https://www.opencup.gov.it/portale/progetto/-/cup/F52C11000890001
100;B87D16000070001;RETI A BANDA ULTRALARGA - LAZIO FSC;Scuole / formazione;LAZIO;TUTTE;TUTTI;28417849.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/B87D16000070001
100;E43J09000060005;DEPURATORE DI VIAREGGIO;Ambiente / rifiuti / depurazione;TOSCANA;LUCCA;VIAREGGIO;28386715.0;soggetto privato;https://www.opencup.gov.it/portale/progetto/-/cup/E43J09000060005
100;G86G06000160004;Sistemazione strade comunali emergenza precipitazioni nevose Gennaio 2005 Ordinanza PCM 3464/29.09.05.;Infrastrutture / parcheggi;MARCHE;ASCOLI PICENO;MONTEPRANDONE;28352000.0;COMUNE DI MONTEPRANDONE - AP -;https://www.opencup.gov.it/portale/progetto/-/cup/G86G06000160004
100;E31B13000630003;IMPIANTI DI DEPURAZIONE DI S. CROCE S/A CASTELFRANCO DI SOTTO E FUCECCHIO GESTITI DA CONSORZIO AQUARNO SPA - RETI FOGNARIE E STAZIONI SOLLEVAMENTO DEDICATE;Ambiente / rifiuti / depurazione;TOSCANA;PISA;CASTELFRANCO DI SOTTO;28300000.0;CONSORZIO DEPURATORE DI SANTA CROCE SULL'ARNO S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/E31B13000630003
100;H28I04000010004;PALAZZO CORSINI SUAREZ - OPERE DI CONSOLIDAMENTO STRUTTURALE;Riqualificazione urbana;TOSCANA;FIRENZE;FIRENZE;28283960.0;COMUNE DI FIRENZE - FI -;https://www.opencup.gov.it/portale/progetto/-/cup/H28I04000010004
100;H44E97000010005;A 1 AUTOSTRADA MILANO NAPOLI;Infrastrutture / parcheggi;TOSCANA;FIRENZE;BARBERINO DI MUGELLO;28276000.0;AUTOSTRADE PER L'ITALIA S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/H44E97000010005
100;F94F05000050002;PROGETTO PER IL RECUPERO E RIQUALIFICAZIONE AREE PERIURBANE CON LA CREAZIONE DI ZONE UMIDE E PERCORSO DIDATTICO;Riqualificazione urbana;TOSCANA;GROSSETO;ARCIDOSSO;28125000.0;COMUNITA' MONTANA DEL MONTE AMIATA;https://www.opencup.gov.it/portale/progetto/-/cup/F94F05000050002
100;D19E97000010001;MINISTERO INFRASTRUTTURE E TRASPORTI - DIREZIONE GENERALE EDILIZIA STATALE - PROVVEDITORATO INTERREGIONALE ALLE OPERE PUBBLICHE TOSCANA - UMBRIA;Scuole / formazione;TOSCANA;FIRENZE;FIRENZE;28109355.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;https://www.opencup.gov.it/portale/progetto/-/cup/D19E97000010001
100;H34D22001100006;PIANO PER LO SVILUPPO EDILIZIO - CAMPUS E. MATTEI;Riqualificazione urbana;MARCHE;PESARO E URBINO;URBINO;28093000.0;UNIVERSITÀ DEGLI STUDI DI URBINO CARLO BO;https://www.opencup.gov.it/portale/progetto/-/cup/H34D22001100006
100;F67H19003900001;S.S. N. 4 VIA SALARIA;Riqualificazione urbana;MARCHE;ASCOLI PICENO;ACQUASANTA TERME;28067658.0;ANAS S.P.A.;https://www.opencup.gov.it/portale/progetto/-/cup/F67H19003900001
