score;cup;title;category;region;province;municipality;value_eur;client;phase;status;source_url
100;J81I99000000005;LINEA A, METROPOLITANA DI ROMA;Edilizia pubblica;LAZIO;ROMA;ROMA;82899144.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J81I99000000005
100;I16F05000020002;Progetto per l'esecuzione delle fondazioni, scavi e pavimentazione industriale per un edificio prefabbricato ad uso hangar. loc. Orto Murato.;Edilizia pubblica;TOSCANA;LUCCA;CASTELNUOVO DI GARFAGNANA;63756040.0;UNIONE COMUNI GARFAGNANA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I16F05000020002
100;F82I14000710001;SSBAR - MUNICIPIO XII-VIA AURELIA ANTICA-MALAGROTTA;Edilizia pubblica;LAZIO;ROMA;ROMA;48800000.0;MINISTERO DELLA CULTURA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/F82I14000710001
100;J84J12000000004;MANUTENZIONE ORDINARIA PER INTERVENTI IN DANNO, MANUTENZIONE MERCATI E OPERE PROVVISIONALI PER MESSA IN SICUREZZA E TRANSENNAMENTI TUTTI RICADENTI ALL'INTERNO DEL MUNICIPIO XV ANNO 2012;Edilizia pubblica;LAZIO;ROMA;ROMA;35000000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J84J12000000004
100;D52J09000010005;ANATOMIA PATOLOGICA SO CISANELLO;Edilizia pubblica;TOSCANA;PISA;PISA;34359000.0;AZIENDA OSPEDALIERA PISANA;chiuso;CHIUSO;https://www.opencup.gov.it/portale/progetto/-/cup/D52J09000010005
100;H67H22003160005;"ADS: RIQUAL. VARIE E REALIZ. NUOVE PENSILINE;CASERME DI PS : COSTR. NUOVO FABBRICATO;ATTREZZ. DA NEVE: RIMOZ./INSTALL. ATTREZZ. NACL E CACL;NUOVI DEPOSITI RIFIUTI;ADEG. STAZIONI DI ESAZIONE;POSTI NEVE E POSTI MANUT.: DEMOL./RICOSTR. FABBRICATI";Edilizia pubblica;TOSCANA;FIRENZE;FIRENZE;30600000.0;AUTOSTRADE PER L'ITALIA S.P.A.;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/H67H22003160005
100;J85D09000420004;MANUTENZIONE AREE VERDI NELLE SCUOLE, UFFICI ED ABITAZIONI DI COMPETENZA DEL MUNICIPIO ROMA XI;Edilizia pubblica;LAZIO;ROMA;ROMA;27385000.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J85D09000420004
100;J86G20000070004;RETE STRADALE DI COMPETENZA DIPARTIMENTALE SUDDIVISA IN 12 LOTTI - LOTTO N° 1 STRADE DELLA GRANDE VIABILITÀ (DELIB. G.C. N.1022/2004) RICADENTI NEL MUNICIPIO ROMA I;Edilizia pubblica;LAZIO;ROMA;ROMA;22498315.0;ROMA CAPITALE;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/J86G20000070004
100;G57J08000030005;PROGETTO SESTA PORTA VIA BATTISTI;Edilizia pubblica;TOSCANA;PISA;PISA;21422769.0;SVILUPPO PISA SRL25;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/G57J08000030005
78;I13F24000140001;CORRIDOIO IONICO-TIRRENICO - HVDC PRIOLO-ROSSANO-MONTECORVINO-LATINA;Energia;LAZIO;LATINA;LATINA;4114000000.0;TERNA RETE ITALIA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I13F24000140001
78;I53F24000010001;PROGETTO HYPERGRID HVDC MILANO-MONTALTO;Energia;LAZIO;VITERBO;MONTALTO DI CASTRO;2700000000.0;TERNA RETE ITALIA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I53F24000010001
78;I13F24000020001;CLUSTER ADRIATICO  HVDC FOGGIA-VILLANOVA-FANO-FORLÌ;Energia;MARCHE;PESARO E URBINO;FANO;2350000000.0;TERNA RETE ITALIA;programmazione / progetto attivo;ATTIVO;https://www.opencup.gov.it/portale/progetto/-/cup/I13F24000020001
