cig;cup_count;cups
9562222339;1;G95E18000180001
9563227094;1;G52E22000020002
9563300CCE;1;G95E18000180001
9563362FF7;1;G95E18000180001
9565646CC9;1;H15F21000630001
9566763692;1;H17H21010150005
95690158FA;1;E15B20000440002
9569333F64;1;F69J21017430001
9569367B74;1;F69J21017430001
9569375211;1;F69J21017430001
9569445BD2;1;F69J21017430001
95704411C2;1;I41B21003790005
9570615159;1;I41B21003790005
9570689E66;1;I41B21003790005
9573980A39;1;C71B20000800003
9574607FA2;1;C71B20000800003
95747093D2;1;J76G16000220004
9574764136;1;C71B20000800003
9574895D4D;1;J69J21013810001
95755222BB;1;E15B20000440002
9575560217;1;I58I21002190003
9575726B11;1;E15B20000440002
9576523CC5;1;F75B22000010002
9576782284;1;E15B20000440002
9576912DC8;1;B81B20001350005
9577454D0E;1;E15B20000440002
9579235AC9;1;B94E21012780001
9579971A27;1;B94E21012780001
958133823F;1;B94E21012780001
9581563BE9;1;E15B20000440002
95822681B5;1;B94E21012780001
9582437D28;1;B94E21012780001
9585686653;1;H17H21010150005
9586372C6C;1;C69G15001840001
9588775B71;1;F70J22000020001
9588777D17;1;F70J22000020001
95919084E2;1;H17H21010150005
95925495DA;1;E15B20000440002
959534050F;1;G32E22000040003
9595607166;1;G32E22000040003
95969326D1;1;H69J02000070007
9604543F9A;1;H17H21010150005
9607664F22;1;D33I06000080001
9608294709;1;G32E22000040003
960905288E;1;H15F21000630001
9609874EE2;1;H17H21010150005
960989610E;1;H41H14000130009
961001319B;1;E15B20000440002
9612360269;1;C69G15001840001
96151966BF;1;E15B20000440002
96209757BA;1;B94E21012780001
9621663F79;1;F31B02000080001
9622301DF8;1;H17H21010150005
96247513C9;1;E15B20000440002
9625191EDF;1;E15B20000440002
9630425E1B;1;B94E21012780001
9630510443;1;B71B21005440002
9631636577;1;D72G18000050001
9631720AC7;1;D72G18000050001
963308620C;1;G31B21006920002
96400336E3;1;D51E23000000001
9643281F36;1;E15B20000440002
96440222B8;1;H15F21000630001
964406997F;1;H15F21000630001
96457905B7;1;F33H08000000003
96471865BB;1;H15F21000630001
9648316A3B;1;B33H19001390001
9650609E78;1;C65E19000360001
9651530683;1;J69J21013810001
9653115280;1;J69J21013810001
9659073731;1;J69J21013810001
9661122216;1;H25C20000030004
9662443435;1;G32E22000040003
9664456164;1;I48D20000740005
9664820DC2;1;J71B18000090006
96649622F4;1;I48D20000740005
96651806D9;1;I48D20000740005
9666057A91;1;F71B16000530001
96661084A9;1;I32C19000030005
9669462478;1;J58F19000000008
96694770DA;1;C94H17000710005
9669494EDD;1;C94H17000710005
96705695FE;1;E15B20000440002
96710502EE;1;H17H21010150005
9674314876;1;B94E21012780001
96767334B0;1;H17H21010150005
967826983B;1;D41B18001420003
9678509E47;1;J14J22000080001
96792891F8;1;E81D22000050003
96794327F8;1;H31B21004800001
96804163FF;1;B94E21012780001
9681647BD7;1;I58I21002190003
9681695376;1;I58I21002190003
9681718670;1;I58I21002190003
96829016AE;1;B88E18000030005
9683349861;1;B61B22000670006
96841415F6;1;C67I14000010001
9684168C3C;1;E81D22000050003
9687087514;1;B94E21012780001
96910825DB;1;B63B12000080002
96912196E9;1;F70J22000020001
9694376427;1;F70J22000020001
9694537902;1;J33D19000360002
9700951603;1;B19J21003910005
970521224E;1;G52E22000020002
9705866DFD;1;F81B16001030001
97065935F0;1;C58B22000220004
9706653773;1;H81B21008560001
971155223D;1;B65F21000900001
97124707CA;1;E81B21000130003
971299268F;1;H17H21010150005
9713130870;1;G95E18000180001
9713480944;1;B71B19000760001
9713485D63;1;D62H16000010002
97152161DE;1;H17H21010150005
97153375B7;1;H17H21010150005
9715517A40;1;H17H21010150005
9715775F27;1;H17H21010150005
9717055F71;1;H17H21010150005
9718047215;1;B85I17000320001
97208803F2;1;F81B16000600001
97256926EE;1;J69H07000230001
97257262FE;1;E15B20000440002
9728418081;1;G25B22000120001
9728566AA0;1;F91B21002580001
97294346ED;1;H17H21010150005
9729786967;1;H17H21010150005
97305575A8;1;D77H20002630004
97305732DD;1;D77H20002630004
9730582A48;1;D77H20002630004
97306019F6;1;D77H20002630004
97306209A4;1;D77H20002630004
9730647FEA;1;D77H20002630004
9730666F98;1;D77H20002630004
9730685F46;1;D77H20002630004
973125667D;1;G32E22000040003
9738090E13;1;F91B21002580001
9738197662;1;E81D22000050003
9738409555;1;I65F23000090005
973895149B;1;F91B21002580001
9740314962;1;H69J02000070007
9740397DDF;1;F91B21002580001
97413521FA;1;J37B16000490003
97416621CC;1;C58B22000220004
97419943C5;1;H71B21007400001
9743669A04;1;B65F21000900001
97492832D8;1;F93G22000030001
9751226641;1;J31I22000510001
97519782D4;1;H17H21010150005
9755597D4F;1;H41H14000130009
975563088C;1;H41H14000130009
975726911A;1;H17H21010150005
97596795E4;1;F61B20000500001
9759706C2A;1;F61B20000490001
97607032ED;1;F48C22000040006
9762244A97;1;H69H09000500003
9762291163;1;D62H16000010002
9762579F09;1;G52E22000020002
9763035759;1;H17H21010150005
9764498EA5;1;C91B22001950001
97645265C3;1;H17H21010150005
9764713016;1;F61B20000500001
97651210C7;1;F70J22000020001
97655334C4;1;F75B22000010002
9768235A85;1;F93G22000030001
9769162782;1;F67H20002130001
9769249F4B;1;F93G22000030001
9772432201;1;C58B22000220004
9772887979;1;G61B06001160007
977489742F;1;G61B06001160007
9775489CB5;1;E51E22000130004
9776241948;1;B94E21012780001
97764451A3;1;F77H21010190001
9778140863;1;F93G22000030001
97782112FC;1;B19J21003910005
9780705D16;1;B65F21000900001
9780761B4D;1;B65F21000900001
9781356651;1;H17H21010150005
9783376945;1;F93G22000030001
9783575D7C;1;F93G22000030001
97845019A6;1;F93G22000030001
97867899C4;1;B85I17000320001
97899488A8;1;F41B21000640001
9790192205;1;F41B21000640001
979022091E;1;F41B21000640001
9791314FE8;1;B85I17000320001
97927229D5;1;F48C22000040006
9795496B02;1;F93G22000030001
9795702503;1;G52E22000020002
9795718238;1;G52E22000020002
9796724066;1;D61B21005670005
98000064C9;1;C58B22000220004
9802076102;1;C58B22000220004
9804906066;1;D72G18000050001
9805097E00;1;F36G02000220007
980801238C;1;H17H21010150005
98084057DB;1;B94E21012780001
980882741B;1;F31I22000010006
9808865377;1;D72G18000050001
98089780B8;1;H57H19002420005
9809222A10;1;F61B20000490001
9810864517;1;B85I17000320001
9811129FC3;1;F93G22000030001
9811806E71;1;F11B01000390001
9813382303;1;F93G22000030001
9813614277;1;F61B20000500001
98137724D9;1;F93G22000030001
9814269EF9;1;F93G22000030001
9814361AE6;1;G52E22000020002
9814384DE0;1;G52E22000020002
981662680A;1;H17H21010150005
981755028E;1;D63F22000050005
9817716B88;1;F93G22000030001
9817930C21;1;H81B21008560001
9818393A36;1;G52E22000020002
9818396CAF;1;G52E22000020002
98184021A6;1;G52E22000020002
98213480C4;1;F93G22000030001
9821780542;1;F22C16000620001
982377211D;1;B61B22000670006
98251881A2;1;F93G22000030001
9826133D75;1;B94E21012780001
982790756B;1;C58B22000220004
9828611A5F;1;G52E22000020002
982869822D;1;G52E22000020002
982870471F;1;G52E22000020002
9832418005;1;C94H17000710005
98355497CB;1;H17H21010150005
9836177E07;1;D41B18001420003
9837257947;1;C58B22000220004
9837584721;1;C58B22000220004
9839023AA0;1;F93G22000030001
98391947BE;1;H17H21010150005
983920727A;1;F93G22000030001
9840311187;1;D63F22000050005
984053063F;1;G32E22000040003
9841294CB6;1;C69G15001840001
9842465310;1;G31B21006920002
9845060087;1;D43H19001010008
9845194F17;1;H17H21010150005
9846130384;1;E81D22000050003
9846808305;1;G32E22000040003
98475929FD;1;E81D22000050003
9849294687;1;H77H21000500005
9850171A3F;1;G52E22000020002
9850496673;1;B61B22000670006
9850601D17;1;B61B22000670006
9851188183;1;H41H14000130009
98536175FB;1;E81B07000190001
9855565D83;1;J94E13000460005
9855600A66;1;F93G22000030001
98556270B1;1;F93G22000030001
98560161B4;1;J58F19000000008
9856128E1D;1;C58B22000220004
9857893EA3;1;F22C16000620001
98597982B5;1;E81D22000050003
9859887C24;1;B46D08000000007
9862067325;1;E15B20000440002
9862525D16;1;F69J21017430001
9862574588;1;F69J21017430001
9862588117;1;F69J21017430001
986260926B;1;F69J21017430001
98633115B9;1;C69G15001840001
98633852CB;1;C69G15001840001
9863441102;1;C69G15001840001
9865082B31;1;H17H21010150005
9865195872;1;F93G22000030001
986600982E;1;J39B08000140002
98692109BA;1;I87G22000270001
9869234D87;2;H31B19000800005 | H69J02000070007
986943643C;1;B85I17000320001
9869772981;1;F93G22000030001
986992361E;1;I72F22000860005
9870116563;1;E81D22000050003
98703706FE;1;E81D22000050003
9870401095;1;C58B22000220004
9871406DEB;1;F93G22000030001
98715493F0;1;E15B20000440002
9873811E96;1;F70J22000020001
9874895D22;1;B85I17000320001
9877840B6D;1;F71B16000530001
9877983172;1;F93G22000030001
98782215D8;1;F70J22000020001
9878643218;1;J87E20000010004
9881795B32;1;D12H22000010002
9882165C87;1;E15B20000440002
98829704D8;1;B31B04000260006
9883730803;1;F72F22001080004
98852763D1;1;J56D07000160005
9887292379;1;H17H21010150005
9887317819;1;G78C23001190007
98875085B8;1;F93G22000030001
988985240D;1;F70J22000020001
9890789948;1;F93G22000030001
9890971F77;1;F93G22000030001
98924693AB;1;F88B22001130002
9894599167;1;C58B22000220004
989506846E;1;F93G22000030001
9896858994;1;F15F21002520006
9897539B8E;1;I41B21003430008
989793632E;1;B61B22000670006
98991393ED;1;J87E20000010004
9899813022;1;G52E22000020002
99025166B6;1;E25E18000110005
9906282A82;1;C58B22000220004
9906455946;1;C58B22000220004
9906618FC7;1;C58B22000220004
990674696A;1;F93G22000030001
9908843BE9;1;C58B22000220004
9908871307;1;D33I06000080001
9909370ECD;1;G61B06001160007
991227299D;1;H17H21010150005
99123108F9;1;G31B21006920002
9913050BA3;1;G52E22000020002
9913482026;1;C58B22000220004
9913713EC2;1;I41B21003430008
9913802836;1;I41B21003430008
9913843A0B;1;C58B22000220004
9914053758;1;J31I22000510001
99156247C6;1;C79G14000990001
9916216051;1;C71B03000380003
9916503D24;1;C94H17000710005
991782501B;1;H17H21010150005
991804232D;1;B81B20001350005
9920556DC8;1;D12H22000010002
9920604567;1;C58B22000220004
9920678279;1;C58B22000220004
99207616F6;1;F93G22000030001
9927120693;1;F91D22000070002
99273471E8;1;B61B22000670006
9928023FBE;1;F61B20000500001
992833513B;1;B62C21001570001
9930889CD8;1;I41B21003430008
9932026722;1;H87H20001200005
99345802C4;1;J69J21013810001
9939939925;1;B61B22000670006
9940105224;1;J94E13000460005
99414128B4;1;H17H21010150005
9942959555;1;G95E18000180001
9944728927;1;H87H20001200005
9948640571;1;B63E17000190001
9949476754;1;J69J21013810001
99508136A8;1;D91B21005300001
995106027E;1;F27H20001520001
99547485EC;1;F91D22000070002
9955205F0A;1;F91D22000070002
995532848E;1;G52E22000020002
9955364244;1;F93G22000030001
9956387E75;1;C64G21000110007
9957814810;1;C69G15001840001
99600079C8;1;F22C16000620001
9960079534;1;D41B14000080005
99614386AF;1;C34E21001350003
9964913A57;1;G52E22000020002
9964920021;1;G52E22000020002
99649400A2;1;G52E22000020002
9964954C2C;1;G52E22000020002
9965010A63;1;C65E19000360001
9965559F6E;1;C69G15001840001
99688760B9;1;H81B21008560001
99699528A8;1;B85I17000320001
997011927A;1;F71B16000530001
9970245A72;1;G52E22000020002
9973088492;1;C58B22000220004
9973697B20;1;G52E22000020002
9974704A21;1;H17H21010150005
9975404BC9;1;G52E22000020002
997601432F;1;G52E22000020002
997632322E;1;E19D22000350005
9976332999;1;G52E22000020002
9976530CFD;1;H17H21010150005
99769317E9;1;H17H21010150005
9977054D68;1;E81B21000130003
9978107262;1;G95E18000180001
99789813A1;1;H15F21000630001
9981516F90;1;C71B03000380003
99826653C3;1;G52E22000020002
9982689790;1;G52E22000020002
9982698EFB;1;G52E22000020002
9982719054;1;G52E22000020002
99845306CE;1;H15F21000630001
998633150A;1;F93G22000030001
9989562F55;1;B65F21000900001
9990157A59;1;H17H21010150005
9993059529;1;C58B22000220004
9996188B49;1;H17H21010150005
9999259191;1;F87H20001540001
9999408C83;1;D63F22000050005
A00016FFAA;1;I81D22000000006
A000871821;1;G52E22000020002
A0011C6B97;1;G31B21006920002
A00134EF13;1;E61B16000170006
A00174EC1C;1;H17H21010150005
A0019CB9C8;1;F88C23000290006
A001A6BDD0;1;F93G22000030001
A001F340BB;1;F93G22000030001
A0022760F8;1;G52E22000020002
A002ABA325;1;J14J22000080001
A002C29201;1;J34E16000560005
A003077F63;1;J87H22002720001
A003CCEE47;1;C58B22000220004
A003D3534A;1;J69J21013810001
A003D7BD0B;1;J69J21013810001
A003DEEBF2;1;J69J21013810001
A003E01BA0;1;J69J21013810001
A003FB536F;1;F70J22000020001
A0041CCCEB;1;F93G22000030001
A0042B8FAB;1;I41B21003430008
A0045A381F;1;G52E22000020002
A0045AF208;1;G52E22000020002
A0045BFF38;1;G52E22000020002
A0045C86A8;1;G52E22000020002
A004C06D5C;1;F93G22000030001
A005837CE4;1;C58B22000220004
A005861F8C;1;C58B22000220004
A005870BEE;1;C58B22000220004
A005AA7FD4;1;J94E13000460005
A005E8941E;1;C58B22000220004
A006383F71;1;J87H22002720001
A00638511C;1;J87H22002720001
A006464920;1;J87H22002720001
A0064A5EC2;1;J87H22002720001
A0065225EC;1;C58B22000220004
A006DFF65C;1;G32E22000040003
A0070ADC75;1;C58B22000220004
A00716544F;1;F93G22000030001
A007B4D116;1;H71B21007400001
A007E78E54;1;F32E10000080008
A007F6FA2A;1;H31B21004800001
A008004521;1;G52E22000020002
A0080055F4;1;G52E22000020002
A0080066C7;1;G52E22000020002
A0089D0ACA;1;C58B22000220004
A008BE851E;1;B19J21003910005
A008C07EB0;1;B65F21000900001
A008D573FA;1;H17H21010150005
A008D75CB9;1;H17H21010150005
A008D82775;1;H17H21010150005
A00935DC77;1;H17H21010150005
A0095AA289;1;F88B22001130002
A00A1A6653;1;I41B21003430008
A00A2FC08F;1;G52E22000020002
A00A321F13;1;G52E22000020002
A00AAAB7C5;1;C58B22000220004
A00AAB5008;1;C58B22000220004
A00AB12CC3;1;I41B21003430008
A00ABE9E2F;1;C64H20000890001
A00ADFD537;1;J94E13000460005
A00B1929F1;1;F41B21005960005
A00B1E80EC;1;B65F21000900001
A00B4BF8DA;1;C58B22000220004
A00B5926FA;1;H17H21010150005
A00B6622A1;1;H17H21010150005
A00B917E7F;1;C58B22000220004
A00B9E1534;1;H17H21010150005
A00BE3ABAC;1;J94E13000460005
A00C114618;1;I81D22000000006
A00C11BBDD;1;I81D22000000006
A00C198307;1;I81D22000000006
A00C1A3C18;1;I81D22000000006
A00C1B6BC6;1;I81D22000000006
A00C885A25;1;G52E22000020002
A00CA4295F;1;F72F22001080004
A00D740215;1;B94E21012780001
A00D8B4510;1;E62E22000050005
A00DC6C6AD;1;I41B21003430008
A00DE94E31;1;G52E22000020002
A00DFF5183;1;C58B22000220004
A00E72C5B3;1;G61B06001160007
A00E88B75A;1;H77H21000500005
A00E9D1461;1;F41B21005960005
A00EBCF93D;1;C58B22000220004
A00EBF9BE5;1;C58B22000220004
A00F1E816D;1;C58B22000220004
A00F3375DF;1;G63J13000050002
A00FB045D9;1;C69G15001840001
A00FB6CBAA;1;C69G15001840001
A0101BE2E4;1;F93G22000030001
A0101C3703;1;F93G22000030001
A0101D7784;1;F93G22000030001
A0101EA732;1;F93G22000030001
A01020A19C;1;F93G22000030001
A010213907;1;F93G22000030001
A01022363C;1;F93G22000030001
A0102365EA;1;F93G22000030001
A0102473F2;1;F93G22000030001
A01025A3A0;1;F93G22000030001
A01026B1A8;1;F93G22000030001
A0102705C7;1;F93G22000030001
A01027F229;1;F93G22000030001
A0102A5185;1;F93G22000030001
A0102AD81D;1;F93G22000030001
A0102C8E63;1;F93G22000030001
A0102D0500;1;F93G22000030001
A0102F103D;1;F93G22000030001
A0102F8602;1;F93G22000030001
A010312B75;1;F93G22000030001
A010324A50;1;F93G22000030001
A010328D9C;1;F93G22000030001
A0103444BA;1;F93G22000030001
A01035D95A;1;F93G22000030001
A0103838B6;1;F93G22000030001
A0103A117A;1;F93G22000030001
A0103AA8E5;1;F93G22000030001
A0103BC7C0;1;F93G22000030001
A0103CB422;1;F93G22000030001
A0103DB157;1;F93G22000030001
A0103E271C;1;F93G22000030001
A0103F9A16;1;F93G22000030001
A0104280E2;1;F93G22000030001
A0107214E0;1;G52E22000020002
A0107ECC63;1;J42C21002820004
A01084A9F6;1;C58B22000220004
A010EB2357;1;B94E21012780001
A010EC208C;1;H77H21000500005
A011601B54;1;J37B16000490003
A011B944EF;1;B94E21012780001
A011C9F146;1;B94E21012780001
A011D51429;1;I81D22000000006
A0126C3F8B;1;H77H21000500005
A013355F1F;1;D12J09000400001
A0135096EE;1;F72F22001080004
A0136C76FB;1;F72F22001080004
A014386BB0;1;F72F22001080004
A014891510;1;F72J20002270001
A014A7A898;1;I81D22000000006
A0150BF516;1;F70J22000020001
A01526C71B;1;G52E22000020002
A0152B7500;1;G52E22000020002
A01533B1EF;1;G52E22000020002
A0155E43E9;1;F88B22001130002
A01563DD58;1;F88B22001130002
A015E6F0AF;1;G52E22000020002
A01606816C;1;F93G22000030001
A0168D6641;1;C58B22000220004
A016C1DA9D;1;C58B22000220004
A0170566B0;1;B94E21012780001
A01712B676;1;G83I22000410007
A017226598;1;F88B22001130002
A0172E3191;1;C58B22000220004
A01746A43A;1;F27H20001520001
A0176A9EB8;1;C58B22000220004
A017BD74FB;1;H17H21010150005
A017E6A4CE;1;H31B21004800001
A0180678D7;1;H31B21004800001
A01845897E;1;B94E21012780001
A018A992B0;1;F61B20000490001
A01904E856;1;D22E18000470009
A01915E8CC;1;F31I22000010006
A0191EAC53;1;G52E22000020002
A019481F72;1;G52E22000020002
A019959EBA;1;C58B22000220004
A019A332A4;1;H69J02000070007
A01A06B466;1;H17H21010150005
A01A38EB0C;1;F88B22001130002
A01AB4F122;1;H17H21010150005
A01AB97C89;1;H17H21010150005
A01B2492FC;1;B19J21003910005
A01B96B5D8;1;J55F22000120001
A01BDD8CD1;1;C65F23000130003
A01BF35CD2;1;F71B16000510001
A01C0F91D6;1;F88B22001130002
A01C118B68;1;F88B22001130002
A01C213A8A;1;F93G22000030001
A01D5AA50E;1;F88B22001130002
A01D5F63C6;1;F88B22001130002
A01D5FC8B8;1;F88B22001130002
A01D6BB657;1;D63F22000050005
A01D72E53E;1;F88B22001130002
A01D7598B9;1;F88B22001130002
A01D9C1511;1;B61B22000670006
A01DE6CF33;1;F70J22000020001
A01E0ED030;1;H81B21008560001
A01E500CE2;1;E61B16000170006
A01E6469E9;1;J94E13000460005
A01EC56AA9;1;E81B21000130003
A01ED006F4;1;F84E07000270001
A01F0B4545;1;B94E21012780001
A01F2EA858;1;C58B22000220004
A01F418192;1;F31B23000050001
A01FF8C521;1;C69G15001840001
A0200CBC5E;1;F88B22001130002
A020106D0E;1;F88B22001130002
A02013FC18;1;F88B22001130002
A02027C1B4;1;D45B22000290003
A0204EA2FE;1;C69G15001840001
A02096CB4B;1;F77H22003820001
A0209D0DD0;1;C69G15001840001
A0209E3D7E;1;J76G16000220004
A020A36200;1;C69G15001840001
A020ACBCF2;1;F88B22001130002
A020B3439B;1;F88B22001130002
A020B6F44B;1;G25B22000120001
A021CF7BE6;1;J69J21013810001
A021D0BC67;1;J69J21013810001
A021D6CC73;1;J69J21013810001
A021D764B6;1;J69J21013810001
A021F1070D;1;B31B04000260006
A02222FA67;1;F72H22000020002
A0227797C3;1;C71B03000390003
A0228FC720;1;F88B22001130002
A022917D66;1;F88B22001130002
A0229F43C9;1;B62C21001570001
A022AC71E9;1;F71B22000930002
A022B4BED3;1;F31I22000010006
A022FE9E3E;1;F88B22001130002
A0235098F2;1;C58B22000220004
A023828C4C;1;F31I22000010006
A02402EB50;1;B61B22000670006
A024081FCD;1;D33H19000390001
A024422E70;1;G52E22000020002
A0246B9194;1;D51E23000000001
A024922EBA;1;D12J09000400001
A0249FB1D1;1;B94E21012780001
A024C1B2BD;1;F22C16000620001
A0250D15F5;1;B94E21012780001
A0256E385B;1;B63E17000190001
A0257140CD;1;H53B11000320003
A0257EB239;1;H87H20001200005
A0259AB3EC;1;G52E22000020002
A025A7D139;1;F72F22001080004
A025DBE0A3;1;C58B22000220004
A0261CFBAF;1;H15F21000630001
A0262743DB;1;B61B22000670006
A0262E9468;1;F37J22000010007
A026558685;1;G52E22000020002
A0268F8455;1;H17H21010150005
A026919F8D;1;F70J22000020001
A02693DD43;1;J69J21013810001
A0275ACFF4;1;F70J22000020001
A0293D96D6;1;E71B04000030001
A029529C1B;1;D12H22000010002
A0298AF478;1;C58B22000220004
A029C05536;1;D72G18000050001
A02A020885;1;H17H21010150005
A02A0586BC;1;B19J21003910005
A02A38ED10;1;D91B21005300001
A02A41C242;1;F93G22000030001
A02A5FE005;1;D91B21005300001
A02A68B45F;1;H17H21010150005
A02AAC3F9A;1;G52E22000020002
A02B95BAA7;1;H17H21010150005
A02BA0DD8A;1;C58B22000220004
A02BAB3689;1;I58I21002190003
A02BB8215D;1;I58I21002190003
A02BBBB067;1;I58I21002190003
A02C548214;1;H17H21010150005
A02D413734;1;F11B05000370001
A02D678113;1;B94E21012780001
A02D71EA0D;1;H17H21010150005
A02DCF5BC3;1;C33D20000040002
A02FBF833E;1;I87G22000270001
A02FE82BA1;1;E31G13000010004
A03019CADC;1;F93G22000030001
A03027806C;1;F93G22000030001
A03046DDD8;1;C58B22000220004
A030531F96;1;J55F22000120001
A0306C8F74;1;D43H19001010008
A03092FAF9;1;B19J21003910005
A0316A9A01;1;G52E22000020002
A0319A0C59;1;F31I22000010006
A031B30672;1;F47H20001140001
A031B54428;1;F47H20001140001
A031B6D8C8;1;F47H20001140001
A031B8C25F;1;F47H20001140001
A031EF0EA7;1;B73D12000570006
A0325A0374;1;C58B22000220004
A0325D81AB;1;C58B22000220004
A032A01089;1;B61B22000670006
A032CFA487;1;B61B22000670006
A0331B4B0B;1;C79H11000700003
A0332B0B00;1;F93G22000030001
A033375D91;1;E19D22000350005
A0338CF822;1;B54J22001680003
A03414EAFF;1;F93G22000030001
A034239CEC;1;G25B22000120001
A03464972A;1;J86J13000450002
A034713DDA;1;H17H21010150005
A034BDD198;1;H17H21010150005
A035017E79;1;D33I06000080001
A035221D3E;1;G52E22000020002
A03630B27C;1;F83I23000080001
A0375F3C91;1;H15F21000630001
A037D7C470;1;F83I23000080001
A037EC10A4;1;I54J08000010009
A038994F53;1;B49D99000000003
A038D417DF;1;H17H21010150005
A0391193E6;1;J34E22001430005
A03914DECC;1;J69J21013810001
A03939940B;1;C69G15001840001
A03948AAEA;1;C71B20000800003
A03999A869;1;C69G15001840001
A0399D69EC;1;C69G15001840001
A03A7EDA83;1;F81B16001030001
A03AEDD41F;1;F70J22000020001
A03B12BAFF;1;H15F21000630001
A03B1B9031;1;D63F22000050005
A03B1D78F0;1;H15F21000630001
A03B22CF13;1;D63F22000050005
A03B3791E4;1;H15F21000630001
A03B38D265;1;F70J22000020001
A03B541A2F;1;F70J22000020001
A03BEFC1D5;1;I55E17000050005
A03BF3C6A4;1;H17H21010150005
A03C105FC2;1;H17H21010150005
A03C3D0DCC;1;G25B22000120001
A03D01C39F;1;H17H21010150005
A03D039B8B;1;F88B22001130002
A03D0BA601;1;F88B22001130002
A03D1E6D90;1;F84E07000270001
A03D4441AA;1;F70J22000020001
A03D611E14;1;B19J21003910005
A03D9738BB;1;B19J21003910005
A03E6F6F2E;1;F88C23000290006
A03EAC9716;1;G31B21006920002
A03EAF0745;1;F93G22000030001
A03F6AD713;1;B61B22000670006
A03F7378F4;1;F21B23000110001
A040845BE3;1;H17H21010150005
A040CC2016;1;F88B22001130002
A0413AF734;1;D43H19001010008
A0415B2034;1;D37H23005790002
A041F58681;1;D84H23001260009
A0423BB53C;1;F41B21005960005
A0425260CC;1;F93G22000030001
A04255BC85;1;F41B21005960005
A0426DCA3C;1;F41B21005960005
A042730F8C;1;F41B21005960005
A0427B5D4E;1;F41B21005960005
A042801C06;1;F41B21005960005
A042FEF73D;1;F93G22000030001
A0436D9BE2;1;J55F22000120001
A0438E7DF3;1;G25B22000120001
A044698A5F;1;G28B16000010005
A044C56775;1;F41B21008440001
A044FD4935;1;F70J22000020001
A045BA1638;1;B19J21003910005
A045F63018;1;F93G22000030001
A045F87DC9;1;F93G22000030001
A045FFBD83;1;H57H19002420005
A04605F00D;1;F41B21008440001
A0464DB368;1;E81D22000050003
A048710DE6;1;G52E22000020002
A0492A9003;1;F93G22000030001
A049347265;1;H17H21010150005
A0497625B4;1;G52E22000020002
A049C58DBB;1;H17H21010150005
A04A100569;1;H17H21010150005
A04A1820B2;1;H77H21000500005
A04A2159FE;1;F61B20000140001
A04A37E3E8;1;F77H21010190001
A04AD8E1B1;1;G52E22000020002
A04B0FC63C;1;C58B22000220004
A04B36D9FF;1;H31B21004800001
A04B5C15D6;1;C58B22000220004
A04B93C51D;1;D63F22000050005
A04B946D5B;1;D63F22000050005
A04C255710;1;F91D22000070002
A04C467C6D;1;G52E22000020002
A04C868A49;1;H17H21010150005
A04C974773;1;G52E22000020002
A04D0F47E2;1;F41B21000640001
A04D62A4BD;1;H77H21000500005
A04DBA8CFF;1;F31I22000010006
A04EE140C7;1;H17H21010150005
A04F396C55;1;H17H21010150005
A04F3C20A8;1;H17H21010150005
A04F3DC61B;1;H17H21010150005
A04F5D8951;1;G52E22000020002
A04F629C28;1;G52E22000020002
A04FE4A177;1;H17H21010150005
A04FE5173C;1;H17H21010150005
A04FE5F2CB;1;H17H21010150005
A0502D3F89;1;G52E22000020002
A0502DC6F9;1;G52E22000020002
A0502EC42E;1;G52E22000020002
A0502F39F3;1;G52E22000020002
A0502F8E12;1;G52E22000020002
A05097F10A;1;H17H21010150005
A050CF8EA6;1;H17H21010150005
A050D5F3A9;1;H17H21010150005
A0511023F2;1;H17H21010150005
A0511B0389;1;G52E22000020002
A0516391A0;1;F93G22000030001
A052300CED;1;F93G22000030001
A052657E7E;1;H17H21010150005
A052DDB23E;1;H17H21010150005
A052FE944F;1;D63F22000050005
A05313DCE0;1;I58I21002190003
A0531C8F94;1;G52E22000020002
A0531C906C;1;G52E22000020002
A05352561C;1;F93G22000030001
A053579B6C;1;H17H21010150005
A053813109;1;D21B11000040005
A0538152AF;1;H17H21010150005
A0538F5B86;1;H17H21010150005
A053902642;1;F93G22000030001
A0539B9D44;1;H17H21010150005
A053B977BB;1;H17H21010150005
A053DD83E4;1;H17H21010150005
A053E1CBFF;1;H17H21010150005
A053EE0DBD;1;H17H21010150005
A05449101C;1;D43H19001010008
A05468D352;1;F93G22000030001
A05477EA31;2;C65E19000360001 | C69G15001840001
A0547B8A0E;2;C65E19000360001 | C69G15001840001
A0548CDEA3;2;C65E19000360001 | C69G15001840001
A0549278EA;1;C94H17000710005
A05548AE71;1;I41B21003430008
A05572333B;1;H37H19005460005
A05591D4CB;1;G52E22000020002
A055B36FED;1;F41B21005960005
A055E29EF9;1;G52E22000020002
A056203CA6;1;F71B16000530001
A05635211D;1;G52E22000020002
A0566984A6;1;H17H21010150005
A056754FC7;1;F41B21000640001
A056D510DE;1;G52E22000020002
A0589AF9A6;1;G52E22000020002
A0589B4DC5;1;G52E22000020002
A059D7394B;1;H17H21010150005
A05A57CAC8;2;C65E19000360001 | C69G15001840001
A05A58C7FD;2;C65E19000360001 | C69G15001840001
A05A60B0CD;2;H31B19000800005 | H69J02000070007
A05A79451C;1;H17H21010150005
A05AD446A3;1;G52E22000020002
A05B14FCBD;1;C69G15001840001
A05B4048A0;1;H17H21010150005
A05BC544B6;1;C69G15001840001
A05BF51C00;1;F91D22000070002
