cig;cup_count;cups
B498030D93;1;I81D22000000006
B49A50C86A;1;J81I10001100007
B49AEC80E3;1;I41B21003430008
B49B20C2C6;1;I81D22000000006
B49E0B75BF;1;F37J22000010007
B4A0A930E0;1;D21B24000030002
B4A19A4FC1;1;I81D22000000006
B4B4E88758;1;F71B16000510001
B4BF8EA210;1;H48B22000360002
B4C1325773;1;E38B22001630005
B4C1917F6F;1;D77H20002630004
B4C36858B2;1;D45B22000290003
B4C8EF1086;1;F93G22000030001
B4CA0D64E1;1;C86J23000050001
B4CC2FD3D5;1;F71B16000510001
B4CE60D310;1;F71B16000510001
B4CF2598DE;1;H13I24000030009
B4D2F34113;1;F93G22000030001
B4D2FC3713;1;F93G22000030001
B4D472FB20;1;C71B20000800003
B4D5583E0D;1;H69H09000500003
B4D9CC295B;1;D77H20002630004
B4DA65E76A;1;G61B06001160007
B4E0DB6F96;1;J39B08000140002
B4E1E6869D;1;G35H22000080001
B4E27A12FA;1;H13I24000030009
B4E2C62F43;1;J58F19000000008
B4E5BE7626;1;F27H20001520001
B4E6790573;1;F61B20000490001
B4E6F888E8;1;F37J22000010007
B4E6FEFDE6;1;F37J22000010007
B4E8C6D11D;1;F41B21005960005
B4EC4E7C38;1;F75B22000010002
B4EDACABF6;1;H31B21004800001
B4EE5E5616;1;C58B22000220004
B4F0412CF3;1;D77H20002630004
B4F0E97B49;1;D41B18001420003
B4F2F82579;1;D77H20002630004
B4F49074AD;1;G31B21006920002
B4F6695855;1;I51E24000220007
B4FA517D98;1;E71B04000030001
B4FADFF71E;1;I81D22000000006
B4FAEF5221;1;I81D22000000006
B4FB0219B0;1;I81D22000000006
B4FB0FCE68;1;H53B11000320003
B4FB19195F;1;I81D22000000006
B4FB784233;1;I13I24000160002
B4FC68DA7C;1;E38B22001630005
B4FDEF91CF;1;D77H20002630004
B4FE0BA455;1;D77H20002630004
B4FE432123;1;E38B22001630005
B4FE565E77;1;D77H20002630004
B4FED2106E;1;H48B22000360002
B4FEFE9BFA;1;D77H20002630004
B4FFCC2627;1;B42B24000930001
B4FFCCACBF;1;C79H11000700003
B501B9994F;1;F87H24001520006
B501F2CC63;1;E38B22001630005
B5061F4875;1;G38B23001420005
B50A2AF349;1;F37J22000010007
B50A69BFCC;1;F37J22000010007
B50BBFC446;1;E38B22001630005
B514A10366;1;F41B19000540005
B51FC474B0;1;B24C17000320005
B51FC48583;1;B71J22000050006
B5215B9436;1;E71B04000030001
B522E2AFA3;1;F41B19000540005
B522F82B85;1;B94E21012780001
B522FF5A6C;1;F41B19000540005
B523366175;1;F41B19000540005
B52340EC15;1;F41B19000540005
B523439F90;1;F41B19000540005
B5235295A1;1;F41B19000540005
B5235C7803;1;F41B19000540005
B523616934;1;F41B19000540005
B52367ABB9;1;F41B19000540005
B52387916D;1;J58F19000000008
B5247C72A9;1;H13I24000030009
B526171066;1;F37J22000010007
B5261F4C7D;1;F37J22000010007
B5262146E7;1;F37J22000010007
B52622B9E1;1;F37J22000010007
B526253AE3;1;F37J22000010007
B52768DBE8;1;C65E19000360001
B52BBB3C0F;1;G31B21006920002
B52DD55D41;1;J58F19000000008
B52FE893B0;1;D63F22000050005
B5379548AA;1;D99J23001010005
B539636E61;1;G31B21006920002
B5396908A8;1;G31B21006920002
B53AFF6E45;1;C69G15001840001
B53CE8BAF8;1;D77H20002630004
B53EECEA83;1;E19D22000350005
B54574E6F7;1;E38B22001630005
B5460ED77F;1;E38B22001630005
B54A8FDF42;1;F91D22000070002
B54A9CB943;1;F91D22000070002
B54C368C44;1;C58B22000220004
B54D19C4CC;1;C94H17000710005
B5521B1AC0;1;C79H11000700003
B554BA48DB;1;C69G15001840001
B554BE4DAA;1;C69G15001840001
B55539675E;1;I41B21003430008
B55838233F;1;F93G22000030001
B55A00F2D3;1;J76G16000220004
B55E82A3AC;1;C69G15001840001
B5622D6E8E;1;E38B22001630005
B562FDCDDC;1;G82E22000030002
B563236EA5;1;G82E22000030002
B563525A65;1;B65F21000900001
B5645A0408;1;F61B20000490001
B5699F4B01;1;C69G15001840001
B57411AA6E;1;H48B22000360002
B5741296D0;1;H48B22000360002
B574763A38;1;H69H09000500003
B57562AC0C;1;F41B19000540005
B57B98F1F0;1;H87H20001200005
B57C3FFEED;1;E25E18000110005
B57CE7B5D8;1;F41B21000640001
B57D1CF4F0;1;B61B22000670006
B57ED62635;1;E38B22001630005
B58075937D;1;E19D22000350005
B58597FDFB;1;F27H20001520001
B586BC4194;1;H69H09000500003
B58843A125;1;E38B22001630005
B58B397701;1;E38B22001630005
B58D432F28;1;C79H11000700003
B58E3114CE;1;F41B19000540005
B590907859;1;E38B22001630005
B5913078ED;1;D63F22000050005
B5913A7CF5;1;D63F22000050005
B591B596A9;1;E38B22001630005
B591CE6E44;1;E38B22001630005
B59203CF02;1;F31B23000050001
B5953DC934;1;B33H19001390001
B59698CEDA;1;H69H09000500003
B5979B65A6;1;F71B16000510001
B5982A983D;1;F72H22000020002
B599F82689;1;F72H22000020002
B59B046C66;1;I81D22000000006
B59CE3B511;1;I87H18001590002
B59E05DBC2;1;D21B24000030002
B59F2AB6C6;1;F72H22000020002
B59F619B51;1;C71B20000800003
B5A1649B2E;1;C21D22000210006
B5A1676054;1;C21D22000210006
B5A3E535C1;1;J76G16000220004
B5A5ABB6CC;1;H48B22000360002
B5A5D9620B;1;H48B22000360002
B5A5DF0C4D;1;H48B22000360002
B5A5E03BFB;1;H48B22000360002
B5A5E7CFD4;1;H48B22000360002
B5A7887D9D;1;C69G15001840001
B5A7F41AA8;1;F72H22000020002
B5A8428652;1;F41B19000540005
B5A8616DF9;1;F41B19000540005
B5A945C55C;1;F41B19000540005
B5A9FED0DC;1;F41B19000540005
B5AB786A0A;1;F84H22001040002
B5AB84CD6E;1;F84H22001040002
B5ACEFD72D;1;I41B21003430008
B5AD7BCED9;1;H48B22000360002
B5AD7C022A;1;H48B22000360002
B5AF14515E;1;B63E17000190001
B5B233570D;1;B81B08000620001
B5B276D24D;1;F88C23000290006
B5B39BAC79;1;B61B22000670006
B5B712257D;1;E38B22001630005
B5B7C94766;1;J42C21002820004
B5B7FEFC43;1;J42C21002820004
B5B80AB769;1;J42C21002820004
B5B80ECD0B;1;I81D22000000006
B5B94B834D;1;I81D22000000006
B5B9F1F8DF;1;I81D22000000006
B5BA23A8ED;1;E38B22001630005
B5BAEF5A56;1;E38B22001630005
B5BB7E0655;1;F61B20000500001
B5BC649A96;1;I81D22000000006
B5BC9C5AB0;1;I81D22000000006
B5BE96A7D9;1;E38B22001630005
B5BF322D01;1;I81D22000000006
B5BF616CE0;1;I81D22000000006
B5BFA80165;1;E25E18000110005
B5BFDA6A84;1;E71B04000030001
B5C06E3A2D;1;C11C22006460007
B5C1306E26;1;H21J24000010001
B5C137F204;1;F61B20000140001
B5C3958D9E;1;D77H24000760001
B5C3A9533A;1;D77H24000760001
B5C9F0ECDB;1;H33J12000510003
B5C9FE6F1A;1;H33J12000510003
B5CC21008C;1;F42E17000060001
B5CF78803E;1;G82E22000030002
B5D2C660DA;1;C21D22000210006
B5D30F53E3;1;E38B22001630005
B5D42EF992;1;E68I21000570003
B5D511026C;1;C79H11000700003
B5D8627212;1;J76G16000220004
B5DBC15324;1;E38B22001630005
B5DC706A97;1;G31B21006920002
B5DFFDD277;1;E38B22001630005
B5E00B116A;1;E38B22001630005
B5E0D80354;1;E38B22001630005
B5E1C496CE;1;C69G15001840001
B5E1C53F0C;1;C69G15001840001
B5E25898F0;1;E38B22001630005
B5E407B55A;1;I81D22000000006
B5E41A0724;1;F37J22000010007
B5E4798417;1;E38B22001630005
B5E6B2E1E7;1;F93G22000030001
B5EA2F37A6;1;F31B23000050001
B5EA40381C;1;B61B22000670006
B5EAD96EBB;1;D21B24000030002
B5EBB437DB;1;F37J22000010007
B5EC1970BB;1;J58F19000000008
B5ECD53FB1;1;E38B22001630005
B5ED172651;1;B49D99000000003
B5F1890662;1;E38B22001630005
B5F19A9E43;1;E38B22001630005
B5F4B48120;1;C69G15001840001
B5F4ECE978;1;F37J22000010007
B5F4EE9FBE;1;C21D22000210006
B5F514E99D;1;C21D22000210006
B5F703E16A;1;E38B22001630005
B5F74313B7;1;H33J12000510003
B5F786E316;1;E71B04000030001
B5F827596F;1;E38B22001630005
B5FB572D1B;1;G31B21006920002
B5FBF949BF;1;E38B22001630005
B6011CC31D;1;C21D22000210006
B60220DCDE;1;G19I16000000002
B602702417;1;C94H17000710005
B603F0A8E0;1;E38B22001630005
B6058F4B6C;1;F22C16000620001
B605AE880A;1;F22C16000620001
B6065E6A39;1;E38B22001630005
B60BD4A82F;1;E38B22001630005
B60BD966E7;1;E38B22001630005
B60E49FD61;1;I41B21003430008
B611BB52BB;1;H33J12000510003
B613DACA10;1;B63E17000190001
B61A85C4A5;1;H11E16001140001
B61C8E806F;1;F93G22000030001
B61E0927A5;1;E38B22001630005
B61F07C99D;1;E38B22001630005
B61F969742;1;D31B20000270001
B620211BF4;1;J58F19000000008
B620B53FBC;1;E38B22001630005
B621B26EBA;1;C11C22006460007
B6247CB63F;1;F37J22000010007
B62566421F;1;G31B21006920002
B6256A46EE;1;G31B21006920002
B627E390F4;1;F37J22000010007
B628281964;1;E38B22001630005
B62BE3F667;1;C68F17000040003
B62C9F1D1F;1;C68F17000040003
B62E6614C7;1;H87H20001200005
B630579D91;1;C68F17000040003
B6307D1CB4;1;D77H24000760001
B63118A2B4;1;F72H22000020002
B63578EA0C;1;D41B14000080005
B63578FADF;1;D41B14000080005
B636BF3E8C;1;D59D20001720005
B637427389;1;E38B22001630005
B63D318CA5;1;H33J12000510003
B63DBD2037;1;F71B16000510001
B63FDA05B7;1;E81D22000050003
B64473B374;1;D77H24000760001
B645CF515D;1;J58F19000000008
B646178A7D;1;F37J22000010007
B64624DA43;1;F37J22000010007
B646A004CA;1;D12J09000400001
B64BECF147;1;I55E17000050005
B64C65FEE6;1;F37J22000010007
B64E212A95;1;E38B22001630005
B64E568B53;1;F37J22000010007
B64E82911F;1;J37B16000490003
B64EABD1C5;1;D43H19001010008
B6536FEEFE;1;C71B03000380003
B65502D73C;1;D22E18000470009
B655848794;1;I41B21003430008
B655877E5B;1;I41B21003430008
B6558978C5;1;I41B21003430008
B6567AFD70;1;C68F17000040003
B6587D2296;1;C69G15001840001
B6593EE0CA;1;F75B22000010002
B65DB76852;1;H87H20001200005
B65DD499B3;1;H77H21000500005
B65E2B74C5;1;C58B22000220004
B65ECFBD74;1;D36C22000130004
B65F00B471;1;F41B19000540005
B65F026AB7;1;F41B19000540005
B66473E9F5;1;D63F22000050005
B668478090;1;F41B21000640001
B669AF4E8C;1;B44D20000040001
B669DA4650;1;F75B22000010002
B66B904D7D;1;F25F24000290005
B66CBEE93D;1;F37J22000010007
B671ACE037;1;D77H24000760001
B672A49694;1;E38B22001630005
B672BB749D;1;E38B22001630005
B674312AA2;1;F41B19000540005
B676AC1A1B;1;E38B22001630005
B676BFAC66;1;D91B21005300001
B678FF800C;1;C79H11000700003
B67A467CCA;1;F37J22000010007
B67B4E266D;1;C11C22006460007
B67E325395;1;J69H07000230001
B67F288625;1;H41H14000130009
B67F4F569C;1;D41B18001420003
B6816D9E43;1;H81B21008560001
B6831526D4;1;I81D22000000006
B68320C054;1;I81D22000000006
B68328435A;1;I81D22000000006
B68426E552;1;D77H20002630004
B684FDCA71;1;E38B22001630005
B686BFE1BB;1;E38B22001630005
B689D77537;1;C79H11000700003
B68C0A9082;1;J37B16000490003
B69584A14F;1;E38B22001630005
B69DE08F62;1;F25F24000290005
B69F5F8063;1;I81D22000000006
B6A3AC898F;1;E71B04000030001
B6A4F3B99E;1;H77H21000500005
B6A50303CE;1;H77H21000500005
B6A50EE09A;1;H87H20001200005
B6A52C33A1;1;H77H21000500005
B6A5441EDA;1;H77H21000500005
B6A54BD531;1;H77H21000500005
B6A5511A81;1;F91D22000070002
B6A55379DD;1;H87H20001200005
B6A562D4E0;1;H77H21000500005
B6A795CDAD;1;D77H24000760001
B6A7CE5883;1;E38B22001630005
B6A818ADB3;1;C94H17000710005
B6AA2B8F2B;1;C65E19000360001
B6AAD7D255;1;E38B22001630005
B6ABD0429B;1;E38B22001630005
B6AC0FC907;1;E38B22001630005
B6AD18D4D1;1;E38B22001630005
B6AD4EFF73;1;F37J22000010007
B6AD569424;1;E38B22001630005
B6AF46FE13;1;E38B22001630005
B6AFA6AD7F;1;E38B22001630005
B6B0A3343F;1;F61B20000490001
B6B0A3ED50;1;F61B20000500001
B6B0F5723F;1;F37J22000010007
B6B1FFCE85;1;E38B22001630005
B6B2E938BF;1;E38B22001630005
B6B3E0CD76;1;E38B22001630005
B6B453561C;1;E38B22001630005
B6B50BA7B3;1;F81B16000600001
B6B510773E;1;F81B16000600001
B6B54F556C;1;E38B22001630005
B6B58C3930;1;E38B22001630005
B6B73086D6;1;D31B20000270001
B6B75D88FF;1;B55B25001490003
B6B75D99D2;1;B55B25001490003
B6B75DAAA5;1;B55B25001490003
B6B75DBB78;1;B55B25001490003
B6B782A330;1;H13I24000030009
B6B8417A98;1;H15F21000630001
B6BBF6C0F7;1;D41B18001420003
B6BEF7FD02;1;I41B19000280001
B6BF5AE759;1;C42E23007610001
B6BF5DABA7;1;C42E23007610001
B6C142C112;1;I41B21003430008
B6C1FF391E;1;E38B22001630005
B6C3D48DBC;1;F61B20000140001
B6C4151235;1;E38B22001630005
B6C4330D7A;1;E38B22001630005
B6C524E71C;1;E38B22001630005
B6C7186A50;1;E38B22001630005
B6C72EA01B;1;E38B22001630005
B6C74D22D0;1;E38B22001630005
B6C804FDCA;1;F37J22000010007
B6C8091444;1;F37J22000010007
B6C80CB421;1;F37J22000010007
B6C8C32CF4;1;E38B22001630005
B6C9130B98;1;I41B21003430008
B6CD402FE8;1;E38B22001630005
B6CE386DB5;1;E38B22001630005
B6D1E1F8EE;1;D91B21005300001
B6D22379C4;1;E38B22001630005
B6D272C0FD;1;C69G15001840001
B6D34E867A;1;E38B22001630005
B6D35D7BB3;1;E38B22001630005
B6D37000CE;1;E38B22001630005
B6D3899252;1;G79J18000420001
B6D3B4CC8A;1;G79J18000420001
B6D3E3FB96;1;E38B22001630005
B6D4CFC52C;1;E38B22001630005
B6D50D62D9;1;E38B22001630005
B6D73E5141;1;E38B22001630005
B6D8D97596;1;F37J22000010007
B6D8DA9471;1;F37J22000010007
B6DB344CE2;1;I41B21003430008
B6DB47261C;1;F71B16000510001
B6DD08837D;1;F93G22000030001
B6DDB76877;1;B51B99000010003
B6E2D8E76B;1;E38B22001630005
B6E8304DB5;1;B51B99000010003
B6E8305E88;1;B51B99000010003
B6EA0ECBA4;1;I87G22000270001
B6EA8DD954;1;F37J22000010007
B6ED436EDB;1;E38B22001630005
B6ED5D120A;1;E38B22001630005
B6ED7DF41B;1;E38B22001630005
B6EF1D1D3F;1;F37J22000010007
B6F37112DE;1;J84F25000270007
B6F74E046B;1;H77H21000500005
B6F8C69069;1;F37J22000010007
B6F8CC1905;1;F37J22000010007
B6F8DAEC98;1;F37J22000010007
B6F8E426BC;1;F37J22000010007
B6FBFE9031;1;F41B19000540005
B6FC55F1DB;1;E38B22001630005
B6FF2C0481;1;B63B12000080002
B7002D59F4;1;E38B22001630005
B70486C75C;1;D77H20002630004
B7053F6D12;1;E38B22001630005
B708638670;1;F41B21005960005
B70B53C2DD;1;F91D22000070002
B70D6C7115;1;F37J22000010007
B7114C37C3;1;E38B22001630005
B711C794C3;1;D77H20002630004
B711DCCC81;1;F61B20000490001
B7128C8D0A;1;E38B22001630005
B71379EB40;1;E38B22001630005
B714AB9F6D;1;F93G22000030001
B714BC5C97;1;D34D18000140005
B715527AC9;1;E38B22001630005
B7155A3120;1;E38B22001630005
B715CED4FE;1;F25F24000290005
B71659ADCF;1;E38B22001630005
B717BD23B5;1;E38B22001630005
B71906E599;1;I23G22000110004
B71D473742;1;I55E17000050005
B71D8EFA9D;1;I87H25000530003
B71D8F2D16;1;H57H25000580003
B71DC51544;1;E38B22001630005
B71E131B24;1;E38B22001630005
B71F093CE1;1;F41B19000540005
B71F3E38AD;1;F41B19000540005
B721D3E958;1;C94H17000710005
B7229C4F03;1;F93G22000030001
B72358C7E7;1;H87H20001200005
B7235E7301;1;H87H20001200005
B724786D96;1;H41H14000130009
B724D36F1D;1;E38B22001630005
B729AB9616;1;F37J22000010007
B729ADE49F;1;F37J22000010007
B729B03328;1;F37J22000010007
B72AC07DD4;1;E38B22001630005
B72BEF08C1;1;C79H11000700003
B72D4B0B9C;1;F37J22000010007
B72DC7EC69;1;I41B21003430008
B73023C1C2;1;F72J20002270001
B730FA960E;1;B41B23000590003
B7314858A2;1;D11B24000310002
B73170699A;1;F72J20002270001
B732657D4F;1;F72J20002270001
B733777F19;1;H41H14000130009
B73474F23B;1;B61B22000670006
B73480CE2F;1;F72J20002270001
B73523E808;1;G86I18000050001
B735CD87B2;1;F45B22000500007
B7374BF143;1;C94H17000710005
B7379BCF0F;1;F37J22000010007
B73821FAD3;1;C11C22006460007
B739E6931F;1;F37J22000010007
B739E79054;1;E38B22001630005
B739F161E3;1;E38B22001630005
B73AB8A8B3;1;B65F21000900001
B73C3296D8;1;D41B18001420003
B73C82FC14;1;I81D22000000006
B73C8AC33E;1;I81D22000000006
B73C943FD6;1;I81D22000000006
B73C9931DF;1;I81D22000000006
B73CB6A68C;1;I81D22000000006
B73CBA13F0;1;I81D22000000006
B73CBC3000;1;I81D22000000006
B73CBFDFD8;1;I81D22000000006
B73DB49F6E;1;C69G15001840001
B73DBC01A6;1;C69G15001840001
B73DC103AA;1;C69G15001840001
B73DC6E13D;1;C69G15001840001
B73EC67F92;1;G95E18000180001
B73ED0739F;1;G83I22000410007
B73F61E3EC;1;E38B22001630005
B73FC4ABC5;1;E38B22001630005
B740573AED;1;E38B22001630005
B741E10AAD;1;I81D22000000006
B741E3E0A6;1;I81D22000000006
B741EA55A4;1;I81D22000000006
B741ED4C6B;1;I81D22000000006
B741F0A8FC;1;I81D22000000006
B741F502C2;1;I81D22000000006
B741F5CCA6;1;I81D22000000006
B741F69762;1;I81D22000000006
B741F7C710;1;I81D22000000006
B741F8C445;1;I81D22000000006
B741F9D24D;1;I81D22000000006
B741FB8893;1;I81D22000000006
B742AAF4FD;1;C69G15001840001
B742AF1B72;1;C69G15001840001
B745BC45F4;1;F41B19000540005
B745EF25B0;1;I81D22000000006
B745F098AA;1;I81D22000000006
B745F0CB23;1;I81D22000000006
B745F0FD9C;1;I81D22000000006
B745F15293;1;I81D22000000006
B745F1A6B2;1;I81D22000000006
B745F28241;1;I81D22000000006
B745F38F71;1;I81D22000000006
B74D393477;1;F61B20000500001
B74D720299;1;F61B20000490001
B74F18282B;1;E38B22001630005
B750A6F9EF;1;H13I24000030009
B7545D7FF7;1;E38B22001630005
B754654721;1;E38B22001630005
B7546B89A6;1;E38B22001630005
B756DDD73E;1;F31B23000050001
B7572A7AF7;1;J81I10001100007
B7579CAEA6;1;D41B18001420003
B7580E079E;1;E38B22001630005
B7581CA8B8;1;E38B22001630005
B75824A25B;1;E38B22001630005
B75830C273;1;E38B22001630005
B758346250;1;E38B22001630005
B75A0627E4;1;F37J22000010007
B75AA8120F;1;F37J22000010007
B75AE33EB5;1;F37J22000010007
B75AF952DA;1;C79H11000700003
B75D2B0B26;1;F41B19000540005
B75E4A6D89;1;F37J22000010007
B7602B8E20;1;I81D22000000006
B761ACAB2C;1;E68I21000570003
B761DD2B8C;1;I81D22000000006
B761DF8AE8;1;I81D22000000006
B761E2935A;1;I81D22000000006
B761E9C241;1;I81D22000000006
B761F4D451;1;I81D22000000006
B761F9D655;1;I81D22000000006
B762228F8B;1;D41B18001420003
B7627948F7;1;I81D22000000006
B7627A2486;1;I81D22000000006
B7627A67D2;1;I81D22000000006
B763FAA94F;1;B51B99000010003
B769944A58;1;C94H17000710005
B76C320579;1;C11C22006460007
B772770D45;1;I81D22000000006
B772AF3329;1;I81D22000000006
B772B791BE;1;I81D22000000006
B772C33B39;1;F37J22000010007
B773530613;1;I81D22000000006
B77508542F;1;J14J22000080001
B77998C7C8;1;E81D22000050003
B77C325B9C;1;E19D22000350005
B77C5392A4;1;E62E22000050005
B77C6FC6D0;1;E61B16000170006
B77C86B5AC;1;I81D22000000006
B77E5F77AE;1;H13I24000030009
B77F80C3A8;1;H13I24000030009
B7839434CE;1;E38B22001630005
B7843D5DDB;1;E38B22001630005
B784C60AA1;1;E38B22001630005
B784EE1B99;1;E38B22001630005
B7894EFB34;1;D77H24000760001
B78CA5A02F;1;G52E23000320005
B78D2C1F3A;1;D77H24000760001
B7919B3AFD;1;E38B22001630005
B792010B48;1;E38B22001630005
B79204897F;1;E38B22001630005
B792306CCD;1;E62E22000050005
B79374A615;1;F37J22000010007
B797B96257;1;D63F22000050005
B79857FFEC;1;E38B22001630005
B799CAD0D5;1;F91D22000070002
B79B0753C6;1;E62E22000050005
B79C46ABD8;1;E62E22000050005
B79ED1AF65;1;H48I25000000002
B79F7DF28F;1;C11C22006460007
B7A181BC50;1;I48D20000740005
B7A2CE435A;1;H48B22000360002
B7A407AD06;1;F37J22000010007
B7A5818A58;1;D77H24000760001
B7A5896255;1;D77H24000760001
B7A5BA36D4;1;E38B22001630005
B7AC08DDB6;1;F37J22000010007
B7AF7F45E7;1;J87H22002720001
B7B32B73C8;1;I87G22000270001
B7B3A9A5E9;1;I87G22000270001
B7B8AC9155;1;F31I22000010006
B7B8EEBA69;1;F91B21002580001
B7BA0CED1E;1;H48B22000360002
B7BD45C875;1;F89J25000210007
B7BEFEC741;1;F27H20001520001
B7C14806AC;1;E15B20000440002
B7C24C53BE;1;E38B22001630005
B7C53B1C59;1;C69G15001840001
B7C6C7A06C;1;E12H20000480001
B7C7C86E6F;1;C11C22006460007
B7C9BAA127;1;D77H24000760001
B7C9DC6EC2;1;F45B22000500007
B7CA342563;1;D12J09000400001
B7CDA33C2F;1;H48B22000360002
B7CF2FD115;1;B44D20000040001
B7D03DCD38;1;F31I22000010006
B7D314567B;1;G82E22000030002
B7D42E3042;1;B34J06000010008
B7D4767A35;1;B61B22000670006
B7D612EFDE;1;B33H19001390001
B7D689078E;1;F37J22000010007
B7D6B1C19C;1;B33H19001390001
B7D72E2BCC;1;F81B16001030001
B7D736256F;1;F81B16001030001
B7D9142CC1;1;F61B20000490001
B7D91B9EF4;1;F61B20000490001
B7D92D26DA;1;F61B20000490001
B7DA8DD79A;1;F61B20000500001
B7DA91ED3C;1;F61B20000500001
B7DBE343D1;1;F37J22000010007
B7DF2FD319;1;C69G15001840001
B7E083CB7E;1;E38B22001630005
B7E0F10DFC;1;C69G15001840001
B7E10B4896;1;H77H21000500005
B7E121C1AD;1;H77H21000500005
B7E151018C;1;H87H20001200005
B7E16CBF1B;1;H77H21000500005
B7E1BB2AC5;1;H77H21000500005
B7E1C7B0A7;1;H77H21000500005
B7E1D030E2;1;H87H20001200005
B7E1DBC98A;1;H77H21000500005
B7E1FA2A99;1;G52E23000320005
B7E343985E;1;F43J13000000003
B7E34AF9BE;1;F43J13000000003
B7E44CC5CE;1;E38B22001630005
B7E63EE6DB;1;C69G15001840001
B7E65F3181;1;E61B21013020005
B7E990EDEC;1;J81B23001000004
B7EA71F991;1;F37J22000010007
B7EC03D3C7;1;H48I25000000002
B7EC0B02AE;1;B71J22000050006
B7EC22567C;1;D36C22000130004
B7ECB0D002;1;H33J12000510003
B7EF8FB702;1;E61B16000170006
B7F147EB12;1;E38B22001630005
B7F1EA4B02;1;H81B21008560001
B7F2CB56A7;1;E38B22001630005
B7F365365C;1;I76H14000090008
B7F3767A1E;1;I41B21003430008
B7F445BA91;1;E38B22001630005
B7F786A05E;2;E12H20000480001 | E59D16002030002
B7FA69273B;1;F25F24000290005
B7FE9C5B97;1;H48B22000360002
B8030D0BFA;1;I51B21003500005
B8030FE1F3;1;I51B21003500005
B8046C38ED;1;C59J21030930001
B809E8FCB4;1;B94E21012780001
B80BB2648B;1;F91B21002580001
B80E60CB2B;1;F88B22001130002
B80E693A93;1;I87G22000270001
B80E7B276B;1;E38B22001630005
B80EC2B84D;1;B63E17000190001
B80FC49530;1;H77H21000500005
B80FD1F5C9;1;H87H20001200005
B811B37B52;1;I87G22000270001
B8141EDD4F;1;I87G22000270001
B81557AF90;1;G35H22000080001
B816E9DDE5;1;C59J21030930001
B816EC3D41;1;C59J21030930001
B81A305D21;1;D12J09000400001
B81A399745;1;J94E13000460005
B82022F54C;1;F37J22000010007
B828262066;1;H69H09000500003
B8285ECC0A;1;F91D22000070002
B82889D4A1;1;F91D22000070002
B828C5FE7C;1;C69G15001840001
B828CE6DE4;1;C69G15001840001
B82970473C;1;D12J09000400001
B82B6A2E9B;1;C69G15001840001
B82B713BDC;1;C69G15001840001
B82E69B538;1;G52E23000320005
B82EE3D1B7;1;F41B19000540005
B83022B404;1;D77H24000760001
B8302D6122;1;D77H24000760001
B8313844D8;1;E38B22001630005
B833D8F6C0;1;C71B03000390003
B834DD54A5;1;E38B22001630005
B83A08C6CE;1;B41B23000590003
B83A6BB125;1;F41B21000640001
B83EC91289;1;H48B22000360002
B83F058088;1;H48B22000360002
B840DEFB9B;1;H77H21000500005
B840FEBED1;1;D67H24007320001
B84133ED16;1;D67H24007320001
B84133FDE9;1;D67H24007320001
B841367EEB;1;D67H24007320001
B841368FBE;1;D67H24007320001
B8414369BF;1;D67H24007320001
B84151FA06;1;H87H20001200005
B8418C5CC8;1;C94H17000710005
B8420F6F47;1;H48B22000360002
B84263B884;1;I41B21003430008
B84281F7ED;1;F93G22000030001
B842998F07;1;E38B22001630005
B843AC2914;1;D77H24000760001
B84716B479;1;H21J24000010001
B84947920E;1;D67H24007320001
B84A73F018;1;H61B08001230005
B84AAE9626;1;D77H24000760001
B84AC1B2AC;1;J58F19000000008
B84B04B74F;1;D77H24000760001
B84E18BBC1;1;D77H24000760001
B84EBA40FA;1;E38B22001630005
B84F35BEC8;1;C59J21030930001
B84F56D42A;1;C59J21030930001
B85179866A;1;E38B22001630005
B851FE1CB6;1;G38B23001420005
B852030DE7;1;G38B23001420005
B852D30843;1;F71B22000930002
B855E3298C;1;H48B22000360002
B8565233FB;1;E38B22001630005
B856F2DCCD;1;D81B18000450002
B85701B138;1;E38B22001630005
B85C708CF6;1;I13I24000160002
B85CB883A2;1;E38B22001630005
B85D49F3EF;1;F93G22000030001
B85DDB5369;1;F93G22000030001
B85F613F28;1;F37J22000010007
B86224BCB8;1;F93G22000030001
B862985366;1;F93G22000030001
B862A4A5F7;1;F72F22001080004
B862BC9208;1;F72F22001080004
B862D47D41;1;F72F22001080004
B862E44E09;1;F72F22001080004
B862F1D120;1;F72F22001080004
B8630D6D09;1;F72F22001080004
B8631B985E;1;F72F22001080004
B86329C3B3;1;F72F22001080004
B863311440;1;F72F22001080004
B86335D2F8;1;F72F22001080004
B8644B749F;1;E38B22001630005
B864AE3C78;1;E38B22001630005
B864C3643B;1;B63E17000190001
B864D4DA76;1;E38B22001630005
B8653ACC67;1;F61B20000500001
B865438FEE;1;F61B20000490001
B865B41E2A;1;F69J21017430001
B86671F935;1;I31B11000050007
B86862A748;1;F37J22000010007
B868F8A3D4;1;G68E14000000005
B869045E22;1;F93G22000030001
B8695048CA;1;H13I24000030009
B869FFC607;1;C71B03000380003
B86A001A26;1;C71B03000380003
B86A016B7A;1;C71B03000380003
B86C82BF1E;1;F41B19000540005
B873951E9E;1;F37J22000010007
B8739F3451;1;F37J22000010007
B873F82A9B;1;F37J22000010007
B8764018B2;1;D41B18001420003
B877DAD815;1;F41B19000540005
B878D88DAB;1;E38B22001630005
B878F786FD;1;E38B22001630005
B879088773;1;F93G22000030001
B8794EB62E;1;F93G22000030001
B87CAAB14C;1;H48B22000360002
