cup;cig;source_dataset
E41D22000400005;A06FFE58A9;cup_csv.csv
B23D12000390006;B9C7F54F86;cup_csv.csv
E38B22001630005;BA4BFEABF6;cup_csv.csv
C79H11000700003;6520119C66;cup_csv.csv
C69G15001840001;A06339D4A4;cup_csv.csv
E71B03000070001;0556977FF1;cup_csv.csv
F32E10000080008;7561951F5C;cup_csv.csv
I55E17000050005;Z9F2BE2AEF;cup_csv.csv
C69G15001840001;Z4938328B7;cup_csv.csv
D31B09000010002;ZE70BD4938;cup_csv.csv
H87H20001200005;B181D3E3B9;cup_csv.csv
I81D22000000006;B1FCC37633;cup_csv.csv
F88B22001130002;A01C0F91D6;cup_csv.csv
C58B22000220004;9913482026;cup_csv.csv
F22C16000620001;9535940A9F;cup_csv.csv
E15B20000440002;800013938D;cup_csv.csv
D63F22000050005;A05E3B864A;cup_csv.csv
F93G22000030001;A05468D352;cup_csv.csv
F93G22000030001;A06C886715;cup_csv.csv
E71B04000030001;B2F22FF1B3;cup_csv.csv
C94H17000710005;B6A818ADB3;cup_csv.csv
H17H21010150005;9529543BA6;cup_csv.csv
C79G14000990001;99156247C6;cup_csv.csv
J66D14000610001;ZB634B6DE1;cup_csv.csv
E25E18000110005;Z65379276F;cup_csv.csv
B63J12000430001;6072627A52;cup_csv.csv
H77H21000500005;B80FC49530;cup_csv.csv
D37H23005790002;A0415B2034;cup_csv.csv
D41B14000080005;B9957F298C;cup_csv.csv
H92G18000370002;813330579B;cup_csv.csv
C79H11000700003;ZA2158A7ED;cup_csv.csv
J11B09000190002;ZE82B4418C;cup_csv.csv
J87E20000010004;894688965D;cup_csv.csv
F31I22000010006;935030107C;cup_csv.csv
G21B21004870001;ZF335ACF37;cup_csv.csv
C69G15001840001;BA2E656CD9;cup_csv.csv
B51B99000010003;71105546C8;cup_csv.csv
F37J22000010007;B7AC08DDB6;cup_csv.csv
G25B22000120001;A06AA4D64F;cup_csv.csv
E61B16000170006;B436955514;cup_csv.csv
C58B22000220004;982790756B;cup_csv.csv
F37H01000050001;2887819F9C;cup_csv.csv
F41B21008440001;9110673D30;cup_csv.csv
C77H21001890005;8826952738;cup_csv.csv
E38B22001630005;B3F44F47AC;cup_csv.csv
H41E13000230003;72311559DF;cup_csv.csv
F37H01000050001;0116288BE1;cup_csv.csv
D67H24007320001;B84133ED16;cup_csv.csv
D77H20002630004;B30BF21BFE;cup_csv.csv
F72F22001080004;B2BB42C726;cup_csv.csv
H87H20001200005;B1F4F40664;cup_csv.csv
C41B03000140003;Z35058813B;cup_csv.csv
J37B16000490003;ZBD1D88C27;cup_csv.csv
F27H20001520001;Y4F37C4482;cup_csv.csv
G67H19001090006;79622597FB;cup_csv.csv
C71B20000800003;B0FF697DF4;cup_csv.csv
E63H05000030005;Z7C08ED3BA;cup_csv.csv
C79H11000700003;Z432C9316B;cup_csv.csv
D43H19001010008;Z252CF3A65;cup_csv.csv
C69G15001840001;Z9C2609F28;cup_csv.csv
D31B09000010002;2120218B3B;cup_csv.csv
D91B17000070001;B8AC6B95DE;cup_csv.csv
F57H02000130001;005973815B;cup_csv.csv
F41B21000640001;A06812F7FA;cup_csv.csv
E61B16000170006;ZC438F7BAE;cup_csv.csv
C69G15001840001;6715430425;cup_csv.csv
D91B21005300001;B944D57EF6;cup_csv.csv
G32E22000040003;A06544DE1F;cup_csv.csv
F72F22001080004;B90E606683;cup_csv.csv
C94H17000710005;8859688DD0;cup_csv.csv
F32E10000080008;Z391D00363;cup_csv.csv
C79H11000700003;Z072012AF9;cup_csv.csv
F32E10000080008;Z1F1789DED;cup_csv.csv
H77H21000500005;869789305F;cup_csv.csv
C79H11000700003;B30A50D6CA;cup_csv.csv
B63B12000080002;ZF82454DC2;cup_csv.csv
G83I22000410007;B0D0CF0906;cup_csv.csv
F32E10000080008;7516985C3F;cup_csv.csv
C69G15001840001;9128005C02;cup_csv.csv
C79H11000700003;9440108F8C;cup_csv.csv
F32E10000080008;ZD824099F1;cup_csv.csv
F32E10000080008;ZDB2437D0B;cup_csv.csv
F22C16000620001;ZB63B2C4E3;cup_csv.csv
F93G22000030001;A060AB8559;cup_csv.csv
C65E19000360001;9650609E78;cup_csv.csv
F88B22001130002;A022917D66;cup_csv.csv
J72D10000650001;ZB70D09F6A;cup_csv.csv
I76H14000090008;ZF33CE96C9;cup_csv.csv
E81D22000050003;A06D8CE6A0;cup_csv.csv
C79H11000700003;Z1322C64D6;cup_csv.csv
C79H11000700003;B14E7F43EF;cup_csv.csv
C41B03000140003;Z352B23D9E;cup_csv.csv
G82E22000030002;B0CF55D4CA;cup_csv.csv
B19J21003910005;A06B0E89C3;cup_csv.csv
C71B25000460003;B9ACAF9800;cup_csv.csv
F11B96000040001;Z9D06470F3;cup_csv.csv
C77H21001890005;Y9733A44DE;cup_csv.csv
E38B22001630005;B79204897F;cup_csv.csv
B85I17000320001;93771626E0;cup_csv.csv
F49G13000240003;87477843B9;cup_csv.csv
B74G18000210002;Z421EFC9D2;cup_csv.csv
C94H17000710005;B54D19C4CC;cup_csv.csv
E68I21000570003;B8AFABF43B;cup_csv.csv
I55E17000050005;Z5131E8DF5;cup_csv.csv
G69H03000010001;Z3906F0872;cup_csv.csv
B54J22001680003;A0338CF822;cup_csv.csv
E63H05000030005;Z2815DFF27;cup_csv.csv
G32E22000040003;A065451170;cup_csv.csv
F31B23000050001;B756DDD73E;cup_csv.csv
C58B22000220004;9856128E1D;cup_csv.csv
C79H11000700003;70168263FE;cup_csv.csv
C65E19000360001;A0629B7983;cup_csv.csv
F93G22000030001;A0102473F2;cup_csv.csv
H41E13000230003;6987279509;cup_csv.csv
H34E02000060005;8023306191;cup_csv.csv
H41H14000130009;ZE33B72AD4;cup_csv.csv
F11B02000300001;2575426CC1;cup_csv.csv
F57H02000130001;0376236FC0;cup_csv.csv
E74C11000080006;3136306196;cup_csv.csv
C71B20000800003;A03948AAEA;cup_csv.csv
B33H19001390001;B0C701BD04;cup_csv.csv
C69G15001840001;YDC3CBAF46;cup_csv.csv
D12J09000400001;Z5B2C1832F;cup_csv.csv
C71B03000380003;Z0B34EC2E1;cup_csv.csv
J94E13000460005;Z2A323BAD8;cup_csv.csv
G31B21006920002;BA3BE62676;cup_csv.csv
C79G14000990001;Z6220E1230;cup_csv.csv
E74C11000080006;3135529063;cup_csv.csv
C68F17000040003;Z3C31D8865;cup_csv.csv
J34E16000560005;Z5335ABB9F;cup_csv.csv
J21B06000040003;5347998B8D;cup_csv.csv
E71B04000030001;80396923B8;cup_csv.csv
F93G22000030001;A0102C8E63;cup_csv.csv
C69G15001840001;7570900851;cup_csv.csv
F88C23000290006;A03E6F6F2E;cup_csv.csv
C69G15001840001;ZA81A384CE;cup_csv.csv
J69J21013810001;A003D3534A;cup_csv.csv
E38B22001630005;B5BAEF5A56;cup_csv.csv
F37J22000010007;B873951E9E;cup_csv.csv
H71B21007400001;97419943C5;cup_csv.csv
C94H17000710005;B8D835926D;cup_csv.csv
C94H17000710005;A0549278EA;cup_csv.csv
E81D22000050003;B0B31104AF;cup_csv.csv
C79H11000700003;Z6A1F1BFD1;cup_csv.csv
D33I06000080001;Z49060FF6B;cup_csv.csv
F72H22000020002;B599F82689;cup_csv.csv
E25E18000110005;8956714237;cup_csv.csv
I51B21003500005;B8030FE1F3;cup_csv.csv
F61B20000490001;B36A726E09;cup_csv.csv
H21J24000010001;B44F453A49;cup_csv.csv
F32E10000080008;Z961D33A8E;cup_csv.csv
C58B22000220004;A025DBE0A3;cup_csv.csv
B94E21012780001;B348A3256F;cup_csv.csv
H15F21000630001;960905288E;cup_csv.csv
C94H17000710005;Z9D34BEE72;cup_csv.csv
F37J22000010007;B22762DBD1;cup_csv.csv
F61B20000490001;9809222A10;cup_csv.csv
J58F19000000008;B52387916D;cup_csv.csv
F32E10000080008;7030489F0B;cup_csv.csv
B65F21000900001;9743669A04;cup_csv.csv
B49D99000000003;9287135240;cup_csv.csv
D31B09000010002;Z850F56B07;cup_csv.csv
E81D22000050003;B0877E2FF7;cup_csv.csv
B81B08000620001;Z9328BCD7A;cup_csv.csv
E15B20000440002;9581563BE9;cup_csv.csv
F32E10000080008;ZC8249D47B;cup_csv.csv
D33H19000390001;8916571B27;cup_csv.csv
H17H21010150005;9717055F71;cup_csv.csv
G91B20000610005;9271313186;cup_csv.csv
C79H11000700003;Z0A1F7FD99;cup_csv.csv
E21B07000230005;Y3733033D0;cup_csv.csv
J69H07000230001;6278283B05;cup_csv.csv
F87H24001520006;B9AFC25BF1;cup_csv.csv
F21B03000320171;0557768CB3;cup_csv.csv
F37J22000010007;B4E6FEFDE6;cup_csv.csv
J55F22000120001;9490012DA2;cup_csv.csv
G67H19001090006;7962276603;cup_csv.csv
B33H19001390001;95310420AD;cup_csv.csv
I32C19000030005;B8F46027EE;cup_csv.csv
B91B03000190009;ZC5152647D;cup_csv.csv
C94H17000710005;ZF8240DD65;cup_csv.csv
H77B12000180001;Z791F92052;cup_csv.csv
F41B07000320001;875519791E;cup_csv.csv
F31B02000050001;2887937101;cup_csv.csv
G86I18000050001;8781781AED;cup_csv.csv
F32E10000080008;Z9615D6C51;cup_csv.csv
D31B09000010002;Z741607969;cup_csv.csv
D31B20000270001;Z292E58DA5;cup_csv.csv
E25E18000110005;Z1233411EB;cup_csv.csv
E42J25000030001;A06F397135;cup_csv.csv
C79H11000700003;Z8225F9649;cup_csv.csv
D41B18001420003;BAABF8116F;cup_csv.csv
E81D22000050003;B9ED41CA46;cup_csv.csv
H53B11000320003;ZD814F3AD7;cup_csv.csv
H81B21008560001;ZC83BE20E8;cup_csv.csv
C69G15001840001;B31EB1EAE2;cup_csv.csv
J21B06000040003;5087724AA7;cup_csv.csv
B44D20000040001;BB016A115E;cup_csv.csv
D97B14000720001;Z9B2243ADB;cup_csv.csv
B51B99000010003;Z76141EFB1;cup_csv.csv
J58F19000000008;Z412C7B089;cup_csv.csv
B85I17000320001;7285222361;cup_csv.csv
C66D16010700001;ZC4325049C;cup_csv.csv
F72F22001080004;A0135096EE;cup_csv.csv
C94H17000710005;Z2A3D34E79;cup_csv.csv
C91B07000460001;ZDA1D75E24;cup_csv.csv
C71B20000800003;Z283BDF3D2;cup_csv.csv
J37B16000490003;Z033B7E683;cup_csv.csv
E38B22001630005;BA086EAA31;cup_csv.csv
C69G15001840001;A06E2709A1;cup_csv.csv
J72D10000650001;6065109E44;cup_csv.csv
E38B22001630005;B784EE1B99;cup_csv.csv
C69G15001840001;A05B14FCBD;cup_csv.csv
C69G15001840001;Z8D1F2CB1D;cup_csv.csv
E38B22001630005;B9331F75C5;cup_csv.csv
D33I06000080001;ZF205CE8BA;cup_csv.csv
D99J23001010005;B2B4C04353;cup_csv.csv
C79H11000700003;6855543D0A;cup_csv.csv
B65F21000900001;B1CB3C2169;cup_csv.csv
G61B06001160007;Z722AC12D6;cup_csv.csv
I87G22000270001;B80E693A93;cup_csv.csv
C69G15001840001;Z521DB10E5;cup_csv.csv
C69G15001840001;86647401A6;cup_csv.csv
C69G15001840001;8611534EA7;cup_csv.csv
C79H11000700003;700801199E;cup_csv.csv
E81D22000050003;A06D82AF47;cup_csv.csv
H48B22000360002;B94DA17585;cup_csv.csv
D91B21005300001;B2C274D909;cup_csv.csv
C79H11000700003;ZA21F1B666;cup_csv.csv
B51B99000010003;77165591EF;cup_csv.csv
H17B16000800005;754838545B;cup_csv.csv
H53B11000320003;ZE50FBE36C;cup_csv.csv
D31B09000010002;ZEF083500F;cup_csv.csv
H17B16000800005;8022814B8B;cup_csv.csv
C71B03000380003;8506616996;cup_csv.csv
F41B21005960005;B708638670;cup_csv.csv
B51B19000440007;B8FF19B34B;cup_csv.csv
F33H08000000003;Z4B2CFF90B;cup_csv.csv
D43H19001010008;ZCB2ECE5BA;cup_csv.csv
H87H20001200005;Z203AB5B73;cup_csv.csv
F37J22000010007;B70D6C7115;cup_csv.csv
B94E21012780001;9440785E3A;cup_csv.csv
C69G15001840001;ZBA23E563E;cup_csv.csv
F75B22000010002;9377246C30;cup_csv.csv
D81B18000450002;B856F2DCCD;cup_csv.csv
H17H21010150005;A06185D7DC;cup_csv.csv
J21B06000040003;Z911319290;cup_csv.csv
E25E18000110005;ZBF3362CBE;cup_csv.csv
H17H21010150005;A04F3C20A8;cup_csv.csv
G67H19001090006;90719287CF;cup_csv.csv
E51E22000130004;9775489CB5;cup_csv.csv
I41B21003430008;B2CCF81746;cup_csv.csv
F87H99000000001;Z850169D3D;cup_csv.csv
I23G22000110004;B71906E599;cup_csv.csv
C71B20000800003;B59F619B51;cup_csv.csv
J55F22000120001;ZD23D8C4CD;cup_csv.csv
F71B16000510001;Y3B36B78AA;cup_csv.csv
E38B22001630005;B6C524E71C;cup_csv.csv
E38B22001630005;B834DD54A5;cup_csv.csv
F31B02000110002;Z070A9CEF8;cup_csv.csv
F81B16001030001;A03A7EDA83;cup_csv.csv
D33I06000080001;ZF3060FF28;cup_csv.csv
F41B21005960005;Z8A3BF1114;cup_csv.csv
H48B22000360002;B7CDA33C2F;cup_csv.csv
D33I06000080001;A035017E79;cup_csv.csv
F71B22000930002;92234908BA;cup_csv.csv
J37B16000490003;Z1D298EB27;cup_csv.csv
H48B22000360002;B16F3DA99A;cup_csv.csv
D33H19000390001;A024081FCD;cup_csv.csv
G67H19001090006;81358961C6;cup_csv.csv
F88B22001130002;A066B61990;cup_csv.csv
E81D22000050003;B2F84208F0;cup_csv.csv
J37B16000490003;Z7C3BFC98E;cup_csv.csv
F22C16000620001;Z08393C90F;cup_csv.csv
E81B21000130003;A01EC56AA9;cup_csv.csv
J39B08000140002;986600982E;cup_csv.csv
E74C11000080006;31350694C7;cup_csv.csv
C69G15001840001;ZEF2D28523;cup_csv.csv
F81B04000040041;ZC313C6FE7;cup_csv.csv
F41B21005960005;Z583BE6D97;cup_csv.csv
J69H07000230001;Z7C275F782;cup_csv.csv
H41H14000110005;62788173B3;cup_csv.csv
H53B11000320003;7737340EF1;cup_csv.csv
C33D20000040002;89134679A7;cup_csv.csv
F81B04000040041;Z310DCA449;cup_csv.csv
F61B20000500001;B8653ACC67;cup_csv.csv
F32E10000080008;Z9B248B8C3;cup_csv.csv
I41B21003430008;B60E49FD61;cup_csv.csv
C69G15001840001;ZD73196CF3;cup_csv.csv
C41B03000140003;772917904A;cup_csv.csv
E38B22001630005;B6B3E0CD76;cup_csv.csv
F91B00000270011;50673995F0;cup_csv.csv
D12J09000400001;Z11168AA6C;cup_csv.csv
F37J22000010007;B440080481;cup_csv.csv
C69G15001840001;7733515A75;cup_csv.csv
F93G22000030001;A0680C1D32;cup_csv.csv
F22C16000620001;9535887EE1;cup_csv.csv
B81B20001350005;Y5332DF7E7;cup_csv.csv
C79H11000700003;Z5C3A9CBE7;cup_csv.csv
F71B16000510001;ZCE3183999;cup_csv.csv
I54J08000010009;A037EC10A4;cup_csv.csv
C69G15001840001;ZE228B314E;cup_csv.csv
G52E22000020002;997601432F;cup_csv.csv
G31B05000020002;7575816123;cup_csv.csv
C69G15001840001;Z2A2BF91A0;cup_csv.csv
H48B22000360002;B83F058088;cup_csv.csv
B94E21012780001;A0249FB1D1;cup_csv.csv
C91D22000010001;Y37362AD69;cup_csv.csv
C71B03000380003;8510393678;cup_csv.csv
C71B03000390003;Z59214D345;cup_csv.csv
E67H21009490005;Z1F3C099D7;cup_csv.csv
C69G15001840001;8470126916;cup_csv.csv
D31B09000010002;302077458F;cup_csv.csv
F32E10000080008;ZB8256D7B9;cup_csv.csv
D33I06000080001;Z13069CABA;cup_csv.csv
J71B18000090006;94687102AE;cup_csv.csv
H17H21010150005;A059D7394B;cup_csv.csv
G31B05000020002;Z2022BF98C;cup_csv.csv
F33H03000010001;Z161B41242;cup_csv.csv
B61B22000670006;982377211D;cup_csv.csv
H17H21010150005;9548279119;cup_csv.csv
J58F19000000008;8950893E8F;cup_csv.csv
J69J21013810001;9237373957;cup_csv.csv
F37J22000010007;B45184218D;cup_csv.csv
E97H09000890006;92379727A7;cup_csv.csv
F61B20000490001;91051027DC;cup_csv.csv
B19J21003910005;A06CAC1E47;cup_csv.csv
F32E10000080008;Z2E194BAB0;cup_csv.csv
C79G14000990001;Z8521712E6;cup_csv.csv
F93G22000030001;A03EAF0745;cup_csv.csv
G52E22000020002;A06962C9EA;cup_csv.csv
C65E19000360001;A05C4997B6;cup_csv.csv
G52E22000020002;A06323D22A;cup_csv.csv
E68I21000570003;B761ACAB2C;cup_csv.csv
D77H20002630004;97306209A4;cup_csv.csv
H48B22000360002;B1639C5A4E;cup_csv.csv
F22C16000620001;95547014B2;cup_csv.csv
G52E22000020002;A056D510DE;cup_csv.csv
F48C22000040006;ZE03AAEB76;cup_csv.csv
E81D22000050003;A06D82B01F;cup_csv.csv
E38B22001630005;B684FDCA71;cup_csv.csv
B34E20000300001;B8B7A0B0B4;cup_csv.csv
J94E13000460005;B2C5DEDCFE;cup_csv.csv
E15B20000440002;800012472B;cup_csv.csv
C58B22000220004;9802076102;cup_csv.csv
F33H03000010001;ZAC18681DA;cup_csv.csv
F31B02000050001;2810951624;cup_csv.csv
G52E22000020002;A0621812E5;cup_csv.csv
B44D20000040001;BA3C4E23A4;cup_csv.csv
F32E10000080008;Z292DE6EF4;cup_csv.csv
D97B14000720001;Z3E205D066;cup_csv.csv
H25C20000030004;ZDE335FB40;cup_csv.csv
H17B16000800005;802121325E;cup_csv.csv
G86I18000050001;8994231239;cup_csv.csv
C69G15001840001;Y003DE20BE;cup_csv.csv
C69G15001840001;A06F42458F;cup_csv.csv
D12J09000400001;Z523674372;cup_csv.csv
J11B09000190002;Z4C28A0703;cup_csv.csv
B41B23000590003;B33AAFF4D7;cup_csv.csv
C71B20000800003;Z993BDF2E7;cup_csv.csv
F37J22000010007;B0D05D8E68;cup_csv.csv
C65E19000360001;93541443D3;cup_csv.csv
C79H11000700003;70252961A9;cup_csv.csv
D31B09000010002;Z96012DB14;cup_csv.csv
C58B22000220004;9837257947;cup_csv.csv
D97B14000720001;9163198E30;cup_csv.csv
D21B11000040005;55103146F5;cup_csv.csv
F69J21017430001;9327289261;cup_csv.csv
H15F21000630001;964406997F;cup_csv.csv
D31B09000010002;ZC3182D0FF;cup_csv.csv
C79H11000700003;Z053B13531;cup_csv.csv
I41B21003430008;ZC43622DB7;cup_csv.csv
I81D22000000006;B18A70DCDD;cup_csv.csv
H69H09000500003;B828262066;cup_csv.csv
F17H21008310001;909991603F;cup_csv.csv
H48B22000360002;B5AD7C022A;cup_csv.csv
H17H21010150005;A008D82775;cup_csv.csv
F57H02000130001;Z9C12884C2;cup_csv.csv
E15B20000440002;BA2DF4258C;cup_csv.csv
E38B22001630005;B33AB7670A;cup_csv.csv
I81D22000000006;B745F1A6B2;cup_csv.csv
F71B16000470001;B9B3FAF81B;cup_csv.csv
H17H21010150005;975726911A;cup_csv.csv
H81B21008560001;Z0B3C2FB34;cup_csv.csv
B85I17000320001;8637999E43;cup_csv.csv
C71B20000800003;ZF7394D85B;cup_csv.csv
C79H11000700003;ZF336F5B6E;cup_csv.csv
B85I17000320001;7284940AA8;cup_csv.csv
I55E17000050005;ZF523E9A1C;cup_csv.csv
H41H14000130009;Z1D3D6285C;cup_csv.csv
B63E17000190001;Z0F2A07DB0;cup_csv.csv
F84E07000310001;7413704E11;cup_csv.csv
G61B06001160007;Z6A226DEEB;cup_csv.csv
E25E18000110005;ZC73593935;cup_csv.csv
G38B23001420005;B851FE1CB6;cup_csv.csv
C79H11000700003;6737445B7D;cup_csv.csv
C79G14000990001;YB33BB6709;cup_csv.csv
E38B22001630005;B5FBF949BF;cup_csv.csv
F41B21000640001;A06C7744F9;cup_csv.csv
F41B21000640001;B83A6BB125;cup_csv.csv
B83G02000500005;684439094C;cup_csv.csv
B61B22000670006;9850601D17;cup_csv.csv
I71B02000030019;39851043DA;cup_csv.csv
F33H03000010001;Z49174ED4A;cup_csv.csv
H77H21000500005;9452904F24;cup_csv.csv
H37H19005460005;A05572333B;cup_csv.csv
H17B16000800005;759515040E;cup_csv.csv
E81D22000050003;8247350884;cup_csv.csv
H37H20001490007;8471603BF1;cup_csv.csv
F61B20000490001;B711DCCC81;cup_csv.csv
C69G15001840001;BA4053ACC1;cup_csv.csv
B24C17000320005;8723110A16;cup_csv.csv
E63H05000030005;ZE50B44C80;cup_csv.csv
J37B16000490003;9035526FEB;cup_csv.csv
C79H11000700003;Z91312978E;cup_csv.csv
I17H19000060005;9428258C9F;cup_csv.csv
G67H19001090006;Z432ACD9F3;cup_csv.csv
C71B03000380003;ZF42F22441;cup_csv.csv
F37H01000050001;34199800C7;cup_csv.csv
F36G02000220007;92899705C3;cup_csv.csv
C69G15001840001;B73DC6E13D;cup_csv.csv
C65E19000360001;876032835C;cup_csv.csv
I87H18001590002;936711322F;cup_csv.csv
F37J22000010007;B1E0EC3CB5;cup_csv.csv
E25E18000110005;ZE13BC4832;cup_csv.csv
D97B14000720001;Z082243A74;cup_csv.csv
H17H21010150005;A050D5F3A9;cup_csv.csv
H15F21000630001;A03B12BAFF;cup_csv.csv
F11B01000390001;9811806E71;cup_csv.csv
H77H21000500005;A010EC208C;cup_csv.csv
G52E22000020002;A035221D3E;cup_csv.csv
H17H21010150005;A052657E7E;cup_csv.csv
F37J22000010007;B1D5717A94;cup_csv.csv
F75B22000010002;9576523CC5;cup_csv.csv
E81D22000050003;942791840E;cup_csv.csv
G95E18000180001;B1E2293643;cup_csv.csv
E81D22000050003;8614490608;cup_csv.csv
C69G15001840001;8116212E02;cup_csv.csv
F37J22000010007;B2A1AE5815;cup_csv.csv
J34E22001430005;A0391193E6;cup_csv.csv
D43H19001010008;90233564EE;cup_csv.csv
C91B07000460001;Z0222ED1CB;cup_csv.csv
E74C11000080006;31354417C2;cup_csv.csv
E71B04000030001;B6A3AC898F;cup_csv.csv
D67H24007320001;B84947920E;cup_csv.csv
B61B22000670006;9939939925;cup_csv.csv
F93G22000030001;A0041CCCEB;cup_csv.csv
C69G15001840001;7580187831;cup_csv.csv
I71B02000030019;ZF5047F273;cup_csv.csv
C79H11000700003;ZF41500580;cup_csv.csv
I44F22000130005;ZE23BBF22F;cup_csv.csv
H31B19000800005;9869234D87;cup_csv.csv
H69J02000070007;A019A332A4;cup_csv.csv
F27H20001520001;B4E5BE7626;cup_csv.csv
G67H19001090006;8887721B61;cup_csv.csv
H33J12000510003;B611BB52BB;cup_csv.csv
I41B21003430008;Z5C359E658;cup_csv.csv
E38B22001630005;B5ECD53FB1;cup_csv.csv
B85I17000320001;9191394247;cup_csv.csv
D31B09000010002;Z2011E84AB;cup_csv.csv
H81B21008560001;B7F1EA4B02;cup_csv.csv
F71B16000510001;B430F7BF37;cup_csv.csv
G72E23000220005;B3E591C7D2;cup_csv.csv
F41B21000640001;A06AA1AC37;cup_csv.csv
G52E22000020002;A06962A844;cup_csv.csv
C21D22000210006;B03F368530;cup_csv.csv
H48B22000360002;B87CAAB14C;cup_csv.csv
F57H02000130001;Z9A040FAF6;cup_csv.csv
H13I24000030009;B4CF2598DE;cup_csv.csv
D12J09000400001;ZB90A07F62;cup_csv.csv
E38B22001630005;B6D4CFC52C;cup_csv.csv
E63H05000030005;ZB50DF5FA4;cup_csv.csv
F41B21008790001;B8A7DCC7B8;cup_csv.csv
H17H21010150005;A01AB97C89;cup_csv.csv
G67H19001090006;79620592F1;cup_csv.csv
C69G15001840001;ZC62A72124;cup_csv.csv
H17B16000800005;8101198812;cup_csv.csv
B86J16002730003;Z2A1EBB604;cup_csv.csv
F72J20002270001;B73170699A;cup_csv.csv
J37H19002880001;81371371E1;cup_csv.csv
D33I06000080001;ZE31F9F14C;cup_csv.csv
B94E21012780001;98084057DB;cup_csv.csv
E74C11000080006;313541417C;cup_csv.csv
G31B05000020002;Z6B21833FE;cup_csv.csv
C71B03000380003;Z8D2F8A0DC;cup_csv.csv
J69J21013810001;9653115280;cup_csv.csv
G52E22000020002;A0107214E0;cup_csv.csv
F32E10000080008;ZE82A02DEE;cup_csv.csv
E59D16002030002;8575802FAC;cup_csv.csv
C69G15001840001;Z5B3302115;cup_csv.csv
F42E17000060001;7445908DA6;cup_csv.csv
F32E10000080008;ZC324EB636;cup_csv.csv
C65E19000360001;A06EEA5C75;cup_csv.csv
F93G22000030001;A069A68876;cup_csv.csv
F69J21017430001;9569333F64;cup_csv.csv
J58F19000000008;880661261F;cup_csv.csv
C69G15001840001;7576084E48;cup_csv.csv
D31B09000010002;ZE503460D8;cup_csv.csv
C69G15001840001;Z4A38DAA69;cup_csv.csv
C91B22001950001;9764498EA5;cup_csv.csv
J69J21013810001;9949476754;cup_csv.csv
I41B21003790005;9570689E66;cup_csv.csv
D97B14000720001;6867889949;cup_csv.csv
J87H22002720001;B30CF9D674;cup_csv.csv
E63H05000030005;ZB915C557E;cup_csv.csv
I51B21003500005;B9AC447192;cup_csv.csv
C41B03000140003;Z30239EBD3;cup_csv.csv
H41H14000130009;B67F288625;cup_csv.csv
B51B99000010003;Z2A21A39CF;cup_csv.csv
J11B18000130007;ZE124D5772;cup_csv.csv
F32E10000080008;Z1C2A029EE;cup_csv.csv
F32E10000080008;Z233107533;cup_csv.csv
H53B11000320003;B4FB0FCE68;cup_csv.csv
B49D99000000003;ZBB03BDD20;cup_csv.csv
E63H05000030005;657749830F;cup_csv.csv
C58B22000220004;A01F2EA858;cup_csv.csv
E38B22001630005;B4917FBF04;cup_csv.csv
F41B21000640001;A06C7647C4;cup_csv.csv
C69G15001840001;B1E1A93C31;cup_csv.csv
G21E25000080004;BA2A6D87A1;cup_csv.csv
I81D22000000006;B741F9D24D;cup_csv.csv
E81D22000050003;Z3D399807A;cup_csv.csv
H69J02000070007;9869234D87;cup_csv.csv
C42E23007610001;B6BF5AE759;cup_csv.csv
C41B03000140003;Z2724CBF58;cup_csv.csv
D33I06000080001;ZE406A4AA2;cup_csv.csv
C69G15001840001;ZAD35BA5B3;cup_csv.csv
F81B16000600001;A06D5B690B;cup_csv.csv
J59G16000660006;ZCE32FF29F;cup_csv.csv
C71B20000800003;9574607FA2;cup_csv.csv
F41B21008760001;9503619A7D;cup_csv.csv
F71B16000530001;997011927A;cup_csv.csv
H17H21010150005;94880889E7;cup_csv.csv
H17B16000800005;81790025F7;cup_csv.csv
I61B07000290005;0161584F51;cup_csv.csv
F41B99000010001;ZAC096DDEC;cup_csv.csv
I81D22000000006;B497CFEA8B;cup_csv.csv
F32E10000080008;598271656C;cup_csv.csv
C41B03000140003;ZBC1C96621;cup_csv.csv
H17B16000800005;77332618DA;cup_csv.csv
F93G22000030001;9871406DEB;cup_csv.csv
F31B05000510001;6799480466;cup_csv.csv
D77H20002630004;B9F297F0E7;cup_csv.csv
H41H14000110005;Z8D14BC8CB;cup_csv.csv
E81D22000050003;Z94396FB3F;cup_csv.csv
E59D16002030002;Z141DBDFBB;cup_csv.csv
B63B12000080002;ZF018EF863;cup_csv.csv
F61B20000500001;BA9F3C943D;cup_csv.csv
J69J21013810001;A021D0BC67;cup_csv.csv
I55E17000050005;7768049CD0;cup_csv.csv
C69G15001840001;Z74306B821;cup_csv.csv
C58B22000220004;B95F9E5687;cup_csv.csv
I68B24000050005;B13A23B873;cup_csv.csv
B34J06000010008;3580976ADE;cup_csv.csv
F32E10000080008;Z532491812;cup_csv.csv
C98B24000740006;BA1CC7E724;cup_csv.csv
F91B21005170001;A05FF5F810;cup_csv.csv
D43H19001010008;ZC02CADE3D;cup_csv.csv
C79H11000700003;B678FF800C;cup_csv.csv
J37B16000490003;ZDC3D13712;cup_csv.csv
G95E18000180001;ZE43DB8C92;cup_csv.csv
D97B14000720001;ZC2205CACC;cup_csv.csv
H41H14000130009;Z651EA8162;cup_csv.csv
B61E16000780001;Z362ED8D6D;cup_csv.csv
D77H24000760001;B305F7EFFA;cup_csv.csv
