cup;cig;source_dataset
F45B22000500007;B7C9DC6EC2;cup_csv.csv
J94E13000460005;9372013DC7;cup_csv.csv
E81D22000050003;A06D86E767;cup_csv.csv
F57H02000130001;0017919339;cup_csv.csv
F11B03000350001;0173651555;cup_csv.csv
F93G22000030001;9855600A66;cup_csv.csv
I55E17000050005;Z092E1A7BA;cup_csv.csv
B49D99000000003;B5ED172651;cup_csv.csv
E81D22000050003;A06D890377;cup_csv.csv
C79H11000700003;Z10320E527;cup_csv.csv
H17B16000800005;8542903293;cup_csv.csv
I34H21000010004;92178992E5;cup_csv.csv
D36C22000130004;B20AC41837;cup_csv.csv
E38B22001630005;B5F19A9E43;cup_csv.csv
E81D22000050003;A06D5DFAE0;cup_csv.csv
H61B08001230005;5951376ED3;cup_csv.csv
J76G16000220004;YBA3D88C54;cup_csv.csv
F84H22001040002;B5AB84CD6E;cup_csv.csv
F32E10000080008;9516615F1F;cup_csv.csv
F41B99000010001;Z07072338B;cup_csv.csv
D33H19000390001;ZB93388EF0;cup_csv.csv
F84E07000270001;Y8F31C5F22;cup_csv.csv
F32E10000080008;ZC221AE91A;cup_csv.csv
B61B22000670006;99273471E8;cup_csv.csv
G91B20000610005;ZAB38B3986;cup_csv.csv
B63E17000190001;Z7F3479E32;cup_csv.csv
F71B16000510001;Y6430A5357;cup_csv.csv
E63H05000030005;Z080927261;cup_csv.csv
J81B23001000004;B7E990EDEC;cup_csv.csv
B71J22000050006;B967EBB52B;cup_csv.csv
E81D22000050003;A06D971D21;cup_csv.csv
H48B22000360002;B09EB8B41E;cup_csv.csv
F22C16000620001;953603375F;cup_csv.csv
F93G22000030001;A0102365EA;cup_csv.csv
I24B13000350003;6996831F95;cup_csv.csv
B65F21000900001;B47A5C4C37;cup_csv.csv
E38B22001630005;B7155A3120;cup_csv.csv
F93G22000030001;B86224BCB8;cup_csv.csv
B72F08000000006;0182686540;cup_csv.csv
E81B07000190001;98536175FB;cup_csv.csv
D12H22000010002;9411795AED;cup_csv.csv
I65F23000090005;BA6663ACCE;cup_csv.csv
F93G22000030001;A06A22D1D8;cup_csv.csv
B44D20000040001;B669AF4E8C;cup_csv.csv
G41B21003120005;BAC71E6AB1;cup_csv.csv
H17H21010150005;A04A100569;cup_csv.csv
C64G21000110007;9956387E75;cup_csv.csv
I41B21003430008;A00AB12CC3;cup_csv.csv
D97B14000720001;Z491C3A6D3;cup_csv.csv
B81B20001350005;B888C7C28A;cup_csv.csv
I81D22000000006;B741F69762;cup_csv.csv
F61B20000500001;Y0832F98FA;cup_csv.csv
F37J22000010007;B6B0F5723F;cup_csv.csv
E15B20000440002;B1E3F8E09F;cup_csv.csv
E38B22001630005;B34602FA1F;cup_csv.csv
D33I06000080001;ZC005EC772;cup_csv.csv
C79H11000700003;919106204E;cup_csv.csv
F37J22000010007;B5E41A0724;cup_csv.csv
D31B09000010002;Z2012E96B7;cup_csv.csv
F32E10000080008;7037690582;cup_csv.csv
E38B22001630005;B6AFA6AD7F;cup_csv.csv
E81D22000050003;B63FDA05B7;cup_csv.csv
H17H21010150005;9715775F27;cup_csv.csv
G31B05000020002;Z8B1C94A37;cup_csv.csv
D99J23001010005;B5379548AA;cup_csv.csv
E81D22000050003;B77998C7C8;cup_csv.csv
G31B05000020002;ZD2231F5F4;cup_csv.csv
E38B22001630005;B94D1E308D;cup_csv.csv
C69G15001840001;9965559F6E;cup_csv.csv
I71B02000030019;617052919E;cup_csv.csv
E25E18000110005;Z8C26B4C50;cup_csv.csv
B63B12000080002;ZD708CB686;cup_csv.csv
I48D20000740005;9159285118;cup_csv.csv
J58F19000000008;B2CCA9035E;cup_csv.csv
H41H14000130009;Z7C2B313DE;cup_csv.csv
C79H11000700003;ZAE052D17E;cup_csv.csv
F31B05000510001;69703155E6;cup_csv.csv
J58F19000000008;Z543320B64;cup_csv.csv
F32E10000080008;6770945891;cup_csv.csv
E38B22001630005;B8565233FB;cup_csv.csv
D31B09000010002;Z7708DD084;cup_csv.csv
B77E99002500003;ZAD25B3D47;cup_csv.csv
D97B14000720001;Z74205CA5D;cup_csv.csv
G61B06001160007;Z593B175FE;cup_csv.csv
C79H11000700003;Z632175B1D;cup_csv.csv
F37J22000010007;B67A467CCA;cup_csv.csv
D31B09000010002;ZC915A3E8C;cup_csv.csv
E38B22001630005;B5DFFDD277;cup_csv.csv
H41H14000130009;Z533590B3C;cup_csv.csv
F37J22000010007;B52622B9E1;cup_csv.csv
C79H11000700003;ZDE20D8320;cup_csv.csv
H17B16000800005;729359402D;cup_csv.csv
G95E18000180001;9562222339;cup_csv.csv
C79H11000700003;B72BEF08C1;cup_csv.csv
H41H14000130009;ZEF32EDA47;cup_csv.csv
C59J21030930001;B8046C38ED;cup_csv.csv
F77H03001330001;Z8F051F365;cup_csv.csv
J51E24000120004;B45A66B201;cup_csv.csv
D31B09000010002;53610942B9;cup_csv.csv
H48B22000360002;B16370DBF2;cup_csv.csv
E15B20000440002;96151966BF;cup_csv.csv
D31B09000010002;Z71007DB01;cup_csv.csv
I41B21003430008;Z7E35CD6B4;cup_csv.csv
E25E18000110005;7609727161;cup_csv.csv
I51B21003500005;B9A7F864C3;cup_csv.csv
F61B20000490001;B9A575AE20;cup_csv.csv
D72G18000050001;9631636577;cup_csv.csv
E81D22000050003;A06D8C81AE;cup_csv.csv
B62C21001570001;992833513B;cup_csv.csv
C69G15001840001;B73DC103AA;cup_csv.csv
F57H02000130001;Z9500C03B1;cup_csv.csv
B62C21001570001;A0229F43C9;cup_csv.csv
F87E14000230009;5883611D61;cup_csv.csv
F93G22000030001;A045F63018;cup_csv.csv
D31B09000010002;Z81038E06A;cup_csv.csv
E59D16002030002;ZEF1DB0062;cup_csv.csv
F37J22000010007;B526171066;cup_csv.csv
B63B12000080002;Z4505453EE;cup_csv.csv
D91B21005300001;9520160C8D;cup_csv.csv
J39J03000110001;Z0F20BFFEF;cup_csv.csv
G61B06001160007;9301455B7A;cup_csv.csv
G52E22000020002;A0674627B6;cup_csv.csv
F31B05000510001;6970366FF9;cup_csv.csv
C67I14000010001;B1A97B576B;cup_csv.csv
B52I05000010001;Z393B4DBDE;cup_csv.csv
F71B22000930002;B35D55DF44;cup_csv.csv
D33I06000080001;ZDE0648278;cup_csv.csv
B51B19000440007;Z72365B046;cup_csv.csv
H69H09000500003;ZE53882045;cup_csv.csv
B55B25001490003;B6B75D88FF;cup_csv.csv
D31B09000010002;Z7905B2960;cup_csv.csv
I41B21003790005;9388533E83;cup_csv.csv
F71B20000200002;8463447169;cup_csv.csv
B57B15000390003;8445158CD6;cup_csv.csv
H41E13000230003;66636856D1;cup_csv.csv
C79H11000700003;66264721AF;cup_csv.csv
H17B16000800005;8294137A5E;cup_csv.csv
C69G15001840001;757089328C;cup_csv.csv
C65E19000360001;A06A42301C;cup_csv.csv
F93G22000030001;A053902642;cup_csv.csv
H48B22000360002;B855E3298C;cup_csv.csv
E61B16000170006;A00134EF13;cup_csv.csv
G78C23001190007;9887317819;cup_csv.csv
B63E17000190001;B864C3643B;cup_csv.csv
D33I06000080001;9908871307;cup_csv.csv
I81D22000000006;Z493C75BEC;cup_csv.csv
F77H03001330001;564413685D;cup_csv.csv
C59J21030930001;B87F3A7391;cup_csv.csv
F69J21017430001;9569375211;cup_csv.csv
C79H11000700003;Z45265D6A3;cup_csv.csv
F88B22001130002;A0228FC720;cup_csv.csv
B46D08000000007;9859887C24;cup_csv.csv
C69G15001840001;7133568689;cup_csv.csv
F61B20000490001;A018A992B0;cup_csv.csv
C68F17000040003;8647831FE2;cup_csv.csv
F37J22000010007;B729B03328;cup_csv.csv
F93G22000030001;9817716B88;cup_csv.csv
F57H02000130001;00290916A5;cup_csv.csv
C71B20000800003;Z533B834F1;cup_csv.csv
G95E18000180001;ZF228A4371;cup_csv.csv
D31B09000010002;Z920C7B99E;cup_csv.csv
F93G22000030001;A0103AA8E5;cup_csv.csv
C94H17000710005;B721D3E958;cup_csv.csv
B37H18000330003;Z6924BB0E0;cup_csv.csv
I41B21003430008;B7F3767A1E;cup_csv.csv
F31B02000110002;Z9F05775B3;cup_csv.csv
C59J21030930001;B816E9DDE5;cup_csv.csv
F91B00000270011;25548221CF;cup_csv.csv
C79H11000700003;Z8E3B7D02B;cup_csv.csv
C79G14000990001;8433078C1B;cup_csv.csv
B51B99000010003;ZDE03D8451;cup_csv.csv
C79H11000700003;ZA9274B54C;cup_csv.csv
F70J22000020001;988985240D;cup_csv.csv
F67H20002130001;8708246FEB;cup_csv.csv
E38B22001630005;B9198EFAB0;cup_csv.csv
J69J21013810001;99345802C4;cup_csv.csv
F32E10000080008;ZF32C7610D;cup_csv.csv
E15B20000440002;9625191EDF;cup_csv.csv
F32E10000080008;7566211AD4;cup_csv.csv
C65E19000360001;A06C0F47CB;cup_csv.csv
C69G15001840001;714390373F;cup_csv.csv
E62E22000050005;B085F1F0E0;cup_csv.csv
C69G15001840001;Z5923D7BED;cup_csv.csv
C94H17000710005;Z8B275E20F;cup_csv.csv
G91B20000610005;ZAB2F48319;cup_csv.csv
H48B22000360002;B8420F6F47;cup_csv.csv
C79H11000700003;Z5A3B2A53A;cup_csv.csv
C69G15001840001;7006204670;cup_csv.csv
C71B03000380003;9981516F90;cup_csv.csv
F41B21000640001;Z283B3811A;cup_csv.csv
H81B21008560001;Z863D3DCED;cup_csv.csv
E81D22000050003;B2E84F0293;cup_csv.csv
E81D22000050003;A06D899AE2;cup_csv.csv
J87H22002720001;A060F1926E;cup_csv.csv
H33J12000510003;765773205C;cup_csv.csv
F83I23000080001;A03630B27C;cup_csv.csv
H17H21010150005;A066FFD755;cup_csv.csv
D91B21005300001;B90C1FD9CC;cup_csv.csv
E38B22001630005;B717BD23B5;cup_csv.csv
B29J21001880001;923752679A;cup_csv.csv
D31B09000010002;Z1005CF072;cup_csv.csv
B49E18000390004;792410497A;cup_csv.csv
B94E21012780001;B522F82B85;cup_csv.csv
I81D22000000006;B73C8AC33E;cup_csv.csv
H67H23002430005;A062EEB4B8;cup_csv.csv
G67H19001090006;8446198714;cup_csv.csv
E38B22001630005;B30A2E6019;cup_csv.csv
F69J21017430001;9569445BD2;cup_csv.csv
B19J21003910005;A03D611E14;cup_csv.csv
E81D22000050003;A06D8A43F8;cup_csv.csv
E38B22001630005;B79857FFEC;cup_csv.csv
E81D22000050003;A06D885A61;cup_csv.csv
B34E20000300001;B966053D99;cup_csv.csv
C79H11000700003;Z0B1F8F4F2;cup_csv.csv
E15B20000440002;8828429A13;cup_csv.csv
B84H15002080003;8478101E42;cup_csv.csv
D72G18000050001;9808865377;cup_csv.csv
E59D16002030002;Z473D8D543;cup_csv.csv
G52E22000020002;A00A2FC08F;cup_csv.csv
F41B99000010001;Z510AB3EFB;cup_csv.csv
E15B20000440002;B0D5364CCC;cup_csv.csv
B63B12000080002;ZC513D9D72;cup_csv.csv
C33D20000040002;A02DCF5BC3;cup_csv.csv
B63B12000080002;Z14299D01E;cup_csv.csv
C79H11000700003;8708396BB5;cup_csv.csv
G95E18000180001;9942959555;cup_csv.csv
B19J21003910005;A05E6CE239;cup_csv.csv
F93G22000030001;A0102A5185;cup_csv.csv
F93G22000030001;A06A4CDC62;cup_csv.csv
H87H20001200005;9932026722;cup_csv.csv
B63E17000190001;9948640571;cup_csv.csv
F37J22000010007;B0823894DF;cup_csv.csv
I81D22000000006;B761F9D655;cup_csv.csv
H48B22000360002;B9A667A968;cup_csv.csv
F56G98000000001;Z820C50AE6;cup_csv.csv
D62H16000010002;8204682DC3;cup_csv.csv
C69G15001840001;ZBA231D5FE;cup_csv.csv
I93B98000000003;6058158621;cup_csv.csv
F93G22000030001;9839023AA0;cup_csv.csv
J35I18000020002;Z3226C05E0;cup_csv.csv
B34E20000300001;90565315CE;cup_csv.csv
C69G15001840001;Z1A28DC81F;cup_csv.csv
E81D22000050003;BAABBD3810;cup_csv.csv
H41H14000130009;Z5D3C095F6;cup_csv.csv
E63H05000030005;Z1C09500D7;cup_csv.csv
C79H11000700003;Z32211526A;cup_csv.csv
H41H14000130009;ZEC15F97E4;cup_csv.csv
D77H20002630004;B3EC90B6AD;cup_csv.csv
C79H11000700003;63746141E3;cup_csv.csv
F71B16000530001;Y2333ED99E;cup_csv.csv
B65F21000900001;9780705D16;cup_csv.csv
D43H19001010008;ZF82C9341F;cup_csv.csv
C69G15001840001;Z2028B7793;cup_csv.csv
J21E21000070004;9168508C24;cup_csv.csv
I58I21002190003;9575560217;cup_csv.csv
F41B21005960005;A0427B5D4E;cup_csv.csv
H48B22000360002;B0E78517AF;cup_csv.csv
I41B19000280001;9167562F79;cup_csv.csv
H48B22000360002;B16D3D7EDE;cup_csv.csv
C79H11000700003;B1C0E4B5A7;cup_csv.csv
F81B04000040041;55326631F1;cup_csv.csv
D97B14000720001;Z621C3A4BD;cup_csv.csv
B63E17000190001;B8D934DCA3;cup_csv.csv
D62H16000010002;ZEA2C42CEA;cup_csv.csv
B63B12000080002;Z0819B81AE;cup_csv.csv
J37B16000490003;ZD21F80180;cup_csv.csv
I71B02000030019;ZD612D6EA5;cup_csv.csv
F32E10000080008;Z8F1E3C641;cup_csv.csv
J81I10001100007;BAC828D8A2;cup_csv.csv
G68E14000000005;B868F8A3D4;cup_csv.csv
D77H24000760001;B5C3958D9E;cup_csv.csv
E38B22001630005;B89E12F9ED;cup_csv.csv
B46G22015980005;B907CE22BB;cup_csv.csv
H17H21010150005;96767334B0;cup_csv.csv
C58B22000220004;9906282A82;cup_csv.csv
D36C22000130004;B20AB9AE65;cup_csv.csv
J58F19000000008;9316407E41;cup_csv.csv
F91D22000070002;B1FDF2ECAA;cup_csv.csv
F75B22000010002;9444963608;cup_csv.csv
C79H11000700003;Z6222C0188;cup_csv.csv
H17B16000800005;7747058281;cup_csv.csv
H37H20001490007;8468000EA6;cup_csv.csv
J87H22002720001;A0610AF179;cup_csv.csv
F31I22000010006;A01915E8CC;cup_csv.csv
D77H20002630004;BAA17A6CA1;cup_csv.csv
B19J21003910005;Z6F3CFEEA6;cup_csv.csv
I58I21002190003;A02BBBB067;cup_csv.csv
I68B24000050005;B2CE057BFE;cup_csv.csv
D41B18001420003;B8764018B2;cup_csv.csv
D31B09000010002;ZB616F5D9D;cup_csv.csv
B94E21012780001;B9FBA6C99B;cup_csv.csv
C69G15001840001;B31E927BCB;cup_csv.csv
F41B19000540005;B75D2B0B26;cup_csv.csv
F72F22001080004;B3EC15D04A;cup_csv.csv
D33I06000080001;Z6C077891B;cup_csv.csv
D63F22000050005;A04B946D5B;cup_csv.csv
G82E22000030002;B172033267;cup_csv.csv
C41B03000140003;ZF9260FFCC;cup_csv.csv
C69G15001840001;794840929B;cup_csv.csv
E81B21000130003;9977054D68;cup_csv.csv
J72D10000650001;5281593C69;cup_csv.csv
F93G22000030001;A001A6BDD0;cup_csv.csv
J37H19002880001;8136355C8A;cup_csv.csv
G52E22000020002;A04F5D8951;cup_csv.csv
F75B22000010002;B6593EE0CA;cup_csv.csv
H17B16000800005;799077976E;cup_csv.csv
D33I06000080001;Z560591946;cup_csv.csv
H41E13000230003;ZDF19C6445;cup_csv.csv
C69G15001840001;B73DB49F6E;cup_csv.csv
C69G15001840001;ZEC2A331A8;cup_csv.csv
C71B03000380003;Z313113A20;cup_csv.csv
C69G15001840001;B482AC6F29;cup_csv.csv
F32E10000080008;ZB32D86B8E;cup_csv.csv
E19D22000350005;94380827A6;cup_csv.csv
E63H05000030005;Z2C0D3E67D;cup_csv.csv
D81B18000450002;B35C2992E5;cup_csv.csv
G82E22000030002;B0CF5D9B1C;cup_csv.csv
G52E22000020002;A00A321F13;cup_csv.csv
B63B12000080002;42071119D1;cup_csv.csv
C79H11000700003;Z3B33967FA;cup_csv.csv
B73B08000130007;ZD005078CE;cup_csv.csv
F47H24000090001;B923E24FF8;cup_csv.csv
G32E22000040003;9662443435;cup_csv.csv
G52E22000020002;9975404BC9;cup_csv.csv
G52E22000020002;A05C1042FC;cup_csv.csv
H33J12000510003;Z722554C5B;cup_csv.csv
B94E21012780001;9284508A5F;cup_csv.csv
F61B20000500001;B302F2060A;cup_csv.csv
C79H11000700003;Z0630DFDCE;cup_csv.csv
H53B11000320003;Z8B318B8A6;cup_csv.csv
F93G22000030001;BAFD95A00C;cup_csv.csv
F37J22000010007;B346670351;cup_csv.csv
H57B12000330001;6454716824;cup_csv.csv
D91B21005300001;B2FC3C0A38;cup_csv.csv
E63H05000030005;Z65057FC14;cup_csv.csv
D43H19001010008;91387639CB;cup_csv.csv
C69G15001840001;69246902F6;cup_csv.csv
H39B07000190003;5854026F10;cup_csv.csv
F11B92000000001;Y0E31F1BB7;cup_csv.csv
F32E10000080008;B271CDE2C6;cup_csv.csv
D33I06000080001;Z92067137D;cup_csv.csv
I71B02000030019;Z21047FBFB;cup_csv.csv
F61B20000500001;B5BB7E0655;cup_csv.csv
F69J21017430001;986260926B;cup_csv.csv
D97B14000720001;Z2E205D002;cup_csv.csv
J33D19000360002;9014286820;cup_csv.csv
J37H19002880001;81312052A3;cup_csv.csv
F72F22001080004;B3EC0D4F37;cup_csv.csv
F47H20001140001;A031B6D8C8;cup_csv.csv
C77H21001890005;8826945173;cup_csv.csv
E12H20000480001;B90184B056;cup_csv.csv
B63B12000080002;Z3B192CF0E;cup_csv.csv
C11C22006460007;B79F7DF28F;cup_csv.csv
F31B02000110002;Z2E0A33B3B;cup_csv.csv
F32E10000080008;Z523107DF2;cup_csv.csv
F32E10000080008;ZC721CC113;cup_csv.csv
E81D22000050003;A06D8AB9BD;cup_csv.csv
G52E22000020002;A0080055F4;cup_csv.csv
I55E17000050005;Z6E26F14C6;cup_csv.csv
J81B18000270007;Z0424D57B0;cup_csv.csv
F74E05000210001;Z1B09E3A85;cup_csv.csv
F93G22000030001;99207616F6;cup_csv.csv
H33J12000510003;B63D318CA5;cup_csv.csv
I71B02000030019;Z4A1334D3A;cup_csv.csv
D77H24000760001;B78D2C1F3A;cup_csv.csv
G52E22000020002;982869822D;cup_csv.csv
E25E18000110005;Z233290BCF;cup_csv.csv
C69G15001840001;B5699F4B01;cup_csv.csv
H81D22000010004;B10A1A569D;cup_csv.csv
E81D22000050003;A06D827CCE;cup_csv.csv
I58I21002190003;93197916D4;cup_csv.csv
E81D22000050003;A06D7484CA;cup_csv.csv
F32E10000080008;Z281AD9E1E;cup_csv.csv
I41B21003430008;B045745E15;cup_csv.csv
I71B02000030019;Z2C0779E18;cup_csv.csv
I87G22000270001;B92325E8BF;cup_csv.csv
G52E22000020002;A05635211D;cup_csv.csv
D31B09000010002;Z560F1F5BE;cup_csv.csv
H31B21004800001;A007F6FA2A;cup_csv.csv
C79G14000990001;ZBB2385EF1;cup_csv.csv
G52E22000020002;A0606C530C;cup_csv.csv
C69G15001840001;A065F50472;cup_csv.csv
F32E10000080008;8342436BF6;cup_csv.csv
F32E10000080008;Z481711F6A;cup_csv.csv
J37B16000490003;Z402085A02;cup_csv.csv
C94H17000710005;B30E4B7055;cup_csv.csv
E38B22001630005;B5F1890662;cup_csv.csv
F91D22000070002;B54A9CB943;cup_csv.csv
H17B16000800005;7859015856;cup_csv.csv
J37B16000490003;Z5A38344D4;cup_csv.csv
F87H99000000001;4076604809;cup_csv.csv
D31B09000010002;ZAC0080175;cup_csv.csv
H17B16000800005;8021069B86;cup_csv.csv
D77H24000760001;B7894EFB34;cup_csv.csv
F32E10000080008;Z21194BC16;cup_csv.csv
J58F19000000008;B35195C9F7;cup_csv.csv
C69G15001840001;A020A36200;cup_csv.csv
D41B14000080005;B63578EA0C;cup_csv.csv
I61B07000290005;0178573319;cup_csv.csv
C21D22000210006;B5A1676054;cup_csv.csv
D43H19001010008;9028545F04;cup_csv.csv
D31B09000010002;Z130C1874E;cup_csv.csv
E81D22000050003;A06D8A54CB;cup_csv.csv
D77H20002630004;B2B0D8722F;cup_csv.csv
F37J22000010007;B12DB1D760;cup_csv.csv
H52B23002650003;BA837844CC;cup_csv.csv
H17H21010150005;A008D75CB9;cup_csv.csv
I93B98000000003;560242535D;cup_csv.csv
I76H14000090008;ZA63DE9CE7;cup_csv.csv
E38B22001630005;B603F0A8E0;cup_csv.csv
F93G22000030001;B4D2F34113;cup_csv.csv
B91B20000690005;8511677A0E;cup_csv.csv
C79H11000700003;ZB930C2762;cup_csv.csv
F74E05000210001;Z8D0ADD839;cup_csv.csv
I81D22000000006;A00C198307;cup_csv.csv
C71B20000800003;Z7C3B34F30;cup_csv.csv
B33H19001390001;922710933A;cup_csv.csv
J88I14000490004;6229121144;cup_csv.csv
E71B04000030001;B5F786E316;cup_csv.csv
H31B21004800001;B196CB594F;cup_csv.csv
H17B16000800005;80216857DE;cup_csv.csv
F93G22000030001;B869045E22;cup_csv.csv
G31B05000020002;7173940A8F;cup_csv.csv
J69J21013810001;9574895D4D;cup_csv.csv
F93G22000030001;B971B78D5B;cup_csv.csv
F69J21017430001;BA6419D5F8;cup_csv.csv
J76G16000220004;B046752CF0;cup_csv.csv
C91B07000460001;Z391D607B4;cup_csv.csv
B61B22000670006;989793632E;cup_csv.csv
C79H11000700003;Z422C4BFCE;cup_csv.csv
H17B16000800005;872728603E;cup_csv.csv
H17H21010150005;A04FE5173C;cup_csv.csv
H17B16000800005;7703247884;cup_csv.csv
F36G98000020001;4122015A60;cup_csv.csv
C69G15001840001;705231499C;cup_csv.csv
F93G22000030001;B8BE0284EF;cup_csv.csv
F93G22000030001;A00716544F;cup_csv.csv
C41B03000140003;Z192AADD88;cup_csv.csv
C65E19000360001;8808362A43;cup_csv.csv
F93G22000030001;A0103E271C;cup_csv.csv
F88C23000290006;A0019CB9C8;cup_csv.csv
F32E10000080008;ZA021A5E84;cup_csv.csv
D31B09000010002;Z6407658F7;cup_csv.csv
I41B21003430008;B6558978C5;cup_csv.csv
F31B05000510001;7508140920;cup_csv.csv
C41B03000140003;Z6F2973956;cup_csv.csv
H17B16000800005;7505328897;cup_csv.csv
B63B12000080002;6345291BC5;cup_csv.csv
D77F22000020002;9210013728;cup_csv.csv
J87H22002720001;A06B49E9BA;cup_csv.csv
I87G22000270001;B903A11F39;cup_csv.csv
E38B22001630005;B591B596A9;cup_csv.csv
H17H21010150005;991782501B;cup_csv.csv
B61B22000670006;A032CFA487;cup_csv.csv
H57B12000330001;76444038E9;cup_csv.csv
C69G15001840001;Z361E6617F;cup_csv.csv
D33I06000080001;Z5206D26E9;cup_csv.csv
G83I22000410007;B73ED0739F;cup_csv.csv
C69G15001840001;BA70CEBBAE;cup_csv.csv
B49D99000000003;BB0D8C5719;cup_csv.csv
B77E99002500003;Z011B4F5F3;cup_csv.csv
I81D22000000006;B741F0A8FC;cup_csv.csv
D25B21000030005;9191910C15;cup_csv.csv
H69H09000500003;720259161E;cup_csv.csv
F61B20000140001;BAA64041D0;cup_csv.csv
G38B23001420005;B88B7D2598;cup_csv.csv
F37J22000010007;B1FA2CB780;cup_csv.csv
G52E22000020002;A0502F39F3;cup_csv.csv
F32E10000080008;Z202CA25ED;cup_csv.csv
B85I17000320001;8620157A95;cup_csv.csv
D88C04000020004;94903558B1;cup_csv.csv
J55F22000120001;A0436D9BE2;cup_csv.csv
D31B09000010002;Z2B22D8C8B;cup_csv.csv
C58B22000220004;A0325A0374;cup_csv.csv
F72F22001080004;B8630D6D09;cup_csv.csv
B57B15000390003;ZCC342C9FD;cup_csv.csv
H17H21010150005;9432230A6C;cup_csv.csv
C79H11000700003;ZF030EE38E;cup_csv.csv
C79H11000700003;Z5731A8D06;cup_csv.csv
B34E20000300001;Z5E2C7921D;cup_csv.csv
E25E18000110005;B1464172C7;cup_csv.csv
F32E10000080008;5982669EA0;cup_csv.csv
J94E13000460005;A00BE3ABAC;cup_csv.csv
E81D22000050003;94427335C7;cup_csv.csv
F91D22000070002;B008CF431B;cup_csv.csv
E81D22000050003;A06D6027C3;cup_csv.csv
G95E18000180001;9362455E44;cup_csv.csv
E38B22001630005;BB1740FD21;cup_csv.csv
F41G08000000008;9132485D05;cup_csv.csv
B51B99000010003;8407748523;cup_csv.csv
C69G15001840001;98633115B9;cup_csv.csv
H15F21000630001;A03B3791E4;cup_csv.csv
F71B16000530001;8362622DF9;cup_csv.csv
B85I17000320001;7284921AFA;cup_csv.csv
F32E10000080008;ZA0283AF72;cup_csv.csv
H17B16000800005;7733299836;cup_csv.csv
B51B19000440007;8914258669;cup_csv.csv
C79H11000700003;B689D77537;cup_csv.csv
F32E10000080008;74748129FD;cup_csv.csv
I71B02000030019;ZED0D16456;cup_csv.csv
C79H11000700003;Z8C3671068;cup_csv.csv
F72H22000020002;93176976CE;cup_csv.csv
B94E21012780001;9535134180;cup_csv.csv
I48D20000740005;96651806D9;cup_csv.csv
J87E20000010004;86645157F7;cup_csv.csv
C69G15001840001;7641676E83;cup_csv.csv
E59D16002030002;B7F786A05E;cup_csv.csv
J87H22002720001;9530009C34;cup_csv.csv
H41E13000230003;B1C8869BDD;cup_csv.csv
F32E10000080008;598281571E;cup_csv.csv
C41B03000140003;Z9312C762D;cup_csv.csv
H57H25000580003;B71D8F2D16;cup_csv.csv
H31B21004800001;B07EF0D522;cup_csv.csv
G52E22000020002;A06165E22D;cup_csv.csv
G52E22000020002;9414761A8C;cup_csv.csv
H61B08001230005;ZD733264A0;cup_csv.csv
H17B16000800005;793207180E;cup_csv.csv
D72G18000050001;7882067773;cup_csv.csv
B94E21012780001;9379333671;cup_csv.csv
H48B22000360002;B17865BFB3;cup_csv.csv
D31B09000010002;Z2E0471622;cup_csv.csv
H77H21000500005;89716263FC;cup_csv.csv
F27H20001520001;9100571CC1;cup_csv.csv
B63B12000080002;96910825DB;cup_csv.csv
H17B16000800005;85751315F5;cup_csv.csv
C69G15001840001;8469804F5B;cup_csv.csv
C79H11000700003;Z2C206C591;cup_csv.csv
B73D12000570006;A031EF0EA7;cup_csv.csv
I81D22000000006;B5B80ECD0B;cup_csv.csv
B34E20000300001;ZCF2C7951E;cup_csv.csv
I81D22000000006;A00C1A3C18;cup_csv.csv
H48B22000360002;B0C3944BAB;cup_csv.csv
I71B02000030019;ZF007A0D8E;cup_csv.csv
D77H24000760001;B42897668B;cup_csv.csv
F32E10000080008;Z0E2CA3E7D;cup_csv.csv
D45B22000290003;93258628C6;cup_csv.csv
H17B16000800005;8773866744;cup_csv.csv
E81D22000050003;9527918EA7;cup_csv.csv
C58B22000220004;9920678279;cup_csv.csv
J58F19000000008;B84AC1B2AC;cup_csv.csv
D97B14000720001;ZAA35AEC90;cup_csv.csv
H48B22000360002;B5A5D9620B;cup_csv.csv
H34E02000060005;883784111D;cup_csv.csv
F72F22001080004;B862D47D41;cup_csv.csv
B63B12000080002;ZDF240458C;cup_csv.csv
J34E22001430005;B951EA9B88;cup_csv.csv
J58F19000000008;B30B647E07;cup_csv.csv
F27H20001520001;Y463BE0D8E;cup_csv.csv
E25E18000110005;ZE7296F5AC;cup_csv.csv
J21B06000040003;ZF31504AD8;cup_csv.csv
H17B16000800005;8226586985;cup_csv.csv
F71B16000510001;YD235EB543;cup_csv.csv
F32E10000080008;ZF71FBDD00;cup_csv.csv
D31B09000010002;Z800396678;cup_csv.csv
F70J22000020001;A01DE6CF33;cup_csv.csv
F91B00000270011;5006076898;cup_csv.csv
C79H11000700003;B20B7983DA;cup_csv.csv
F33H03000010001;Z98144A052;cup_csv.csv
H34H25000080007;B98032F4F4;cup_csv.csv
F22C16000620001;Z362AA2046;cup_csv.csv
I41B21003430008;B0E8CC1545;cup_csv.csv
C94H17000710005;Z783B69273;cup_csv.csv
I41B21003430008;Z303CD2298;cup_csv.csv
D12J09000400001;ZB20A07E7A;cup_csv.csv
E38B22001630005;B6D37000CE;cup_csv.csv
H41H14000130009;ZA0393BE10;cup_csv.csv
C34E21001350003;B189E77706;cup_csv.csv
