cig;cup_count;cups
897624360D;1;D89D14000080001
8981481895;1;F19H17000010001
8982496E2E;1;G31B18000470007
89825277C5;1;G31B18000470007
8985002236;1;D31B21007750006
8985012A74;1;D31B21007750006
8985034C9B;1;D31B21007750006
8985046684;1;D31B21007750006
8985861713;1;E83H18000390001
8991623A06;1;H72C17000130002
8991643A87;1;H72C17000130002
8991668F27;1;H72C17000130002
8991856A4D;1;H72C17000130002
899198873C;1;H72C17000130002
899200339E;1;H72C17000130002
8992009890;1;H72C17000130002
89920190D3;1;H72C17000130002
8992032B8A;1;H72C17000130002
899291001A;1;B11B13000160001
8995678C50;1;D31B19000200003
899739553C;1;H72C17000130002
90000189CC;1;D31B21007750006
9001542373;1;G31B18000470007
9001659400;1;E31B20000400001
9003145E46;1;B88E18000030005
9010731274;1;D73I18000030005
9011268D96;1;B19J17000300005
9012243232;1;B81B21012850004
9015177767;1;H14H17000940004
9015762A28;1;J81B22001940006
901806135C;1;H72C17000130002
9019744038;1;I39J02000060003
9019842117;1;E97H21005520001
90248852B4;1;E97H21005520001
9026876DB7;1;E81D22000050003
902724918A;2;C11B21010580001 | C16G21013900001
9029369703;1;E81D22000050003
9035849A79;1;D43H20000140001
90451673F0;1;C63D16001790008
9063887C29;1;H74E07000110005
9068017C58;1;C38E19000000005
9071707171;1;J61B21004810002
90717569DE;1;J61B21004810002
90737707E0;1;D17B14000280003
907824224B;1;E63D21002210005
9078951B5E;1;B26B18000100008
9087241480;1;J93H19000580004
90875302FE;1;J61B21004810002
9087698D9E;1;D66B19003740001
9090577574;1;D17B14000280003
90937900E9;1;H52E16000010009
9093858904;1;H52E16000010009
9093900BAC;1;H52E16000010009
9094063232;1;H52E16000010009
9094108753;1;H52E16000010009
9094251D53;1;H52E16000010009
9094284890;1;H52E16000010009
9095140AF4;1;D37B13000300002
9096392425;1;E71B21001570007
910329008F;1;J81B22001940006
9103310110;1;J81B22001940006
9103355631;1;J81B22001940006
9103522003;1;C61B03000140004
91037815BD;1;H14H17000940004
9108331086;1;B19J21003910005
9110458BC4;1;E71B21001570007
911449600B;1;J86I22000000006
9115774EAA;1;D31B19000200003
91163065B2;1;B21B05000450003
91186682E2;1;D51B17001660001
9119260B68;1;D51B17001660001
9121542694;1;H63H18000320002
9123021B15;1;C78I21001270001
9125405A6C;1;F62C21000590001
9128408894;1;H98I21002130001
9128536237;1;H18I21003480008
9136196372;1;D48E18000060002
9141926BFB;1;B99J18002450005
9142332B06;1;C69J21018970001
914470621F;1;E44F22000030005
9147273878;1;I83J10001420003
9148036E1C;1;D12H22000010002
9149565BE2;1;D51B17001660001
9161489BE1;1;C94F21000000005
917004722D;1;B83C16000020005
9171201A7A;1;B85I17000320001
9176207D8E;1;B99D15000660003
9177000BF6;1;D17B04000080005
917762930A;1;D51B17001660001
917861725D;1;G41G22000010005
91812807EF;1;B85I17000320001
9181724656;1;D17B14000280003
9182526C29;1;G84F22000480005
9182528DCF;1;G84F22000480005
9182535399;1;G84F22000480005
918253646C;1;G84F22000480005
918253753F;1;G84F22000480005
9182568ED1;1;D31B21007750006
91836278BD;1;I83J10001420003
91841074DA;1;D17B14000280003
91845133E5;1;B19J21003910005
91882217D4;1;J81B22001940006
91884103CD;1;C84F22000050005
9188827BE9;1;F17H20002700001
9190512A6B;1;J81B22001940006
919110107D;1;J86I22000000006
9191394247;1;B85I17000320001
9211801AA8;1;I83J10001420003
9215037917;1;B81B04000140009
9217237099;1;C94F21000000005
9218335AAF;1;B29J21000680001
9219906B1D;1;C84F22000050005
9220115797;1;B85I17000320001
922212417A;1;B46D08000000007
9225571E04;3;C35F21000210008 | C35F21000230008 | C35F21000240001
92256005F5;3;C35F21000210008 | C35F21000230008 | C35F21000240001
9225634205;3;C35F21000210008 | C35F21000230008 | C35F21000240001
9225672161;3;C35F21000210008 | C35F21000230008 | C35F21000240001
9227434F69;1;B85I17000320001
92275520CE;1;F19H17000010001
92275585C0;1;C94F21000000005
9229096AF1;1;C44F22000060005
9229454262;1;I42E20000050001
92296281F9;1;E81D22000050003
9230202BA4;1;I19C12000030002
9231292F22;1;F15F22000670007
9231969DD0;1;E31B13000630003
9232962147;1;F11B21008370002
9233241782;4;C45E22000290001 | C91B21003980001 | C91B21003990001 | J57B20000750001
92344637EF;1;C61B21013420005
92350826C0;1;F17H20002700001
92351341AB;1;F11B21008370002
92352544B1;4;C45E22000290001 | C91B21003980001 | C91B21003990001 | J57B20000750001
9235495B90;1;F11B21008370002
923572595E;4;C45E22000290001 | C91B21003980001 | C91B21003990001 | J57B20000750001
92358597F3;1;F11B21008370002
9235893403;1;F83I23000080001
9235979AF9;4;C45E22000290001 | C91B21003980001 | C91B21003990001 | J57B20000750001
9235993688;1;H72C17000130002
9236281433;1;J69H12000480001
924064664F;1;F93E15000000001
9244061874;1;B26B18000100008
9244404383;1;D35B16000070002
9245621FCC;1;C45E22000290001
924710479E;1;F83E17000070005
9248118C64;1;D12H22000010002
925000519B;1;C35F21000210008
9250038CD3;1;C35F21000240001
925005178F;1;C35F21000230008
9250785547;1;H93E22000330001
9250874EB6;1;C35F21000210008
9250890BEB;1;C35F21000240001
9250910C6C;1;C35F21000230008
9251758838;1;E81D22000050003
9253297E3C;1;I42E20000050001
92539644AC;1;F83E17000070005
92550959FF;1;J85F22000870001
9264293070;1;B67H21009370008
9267973D41;1;D31B19000200003
9270536053;1;D31B19000200003
9272356E38;1;B29J21000700001
9276279398;1;F13D21005300006
9277005AB3;1;D31B19000200003
9283420887;1;D35B16000070002
9284859C06;1;I34F22000020001
928770589F;1;I18I21000790006
928886992F;1;C63D16001790008
929369688D;1;B67B06000070001
9294769E03;1;I57B17000150005
9296707D4D;1;F13D21002220001
92976496AC;1;J86I22000000006
929898552D;1;D92E22000110002
92990445DD;1;D92E22000110002
93000178CE;1;I42E20000050001
9301869122;1;E61B13000460002
9302439781;1;C16G21013900001
9302785509;1;B67B06000070001
93028277B1;1;B67B06000070001
9307295ECB;1;D73D21000360005
930747100D;1;J86I22000000006
93083071F0;1;F62C21000590001
930873424F;1;J86I22000000006
930918132F;1;J45B17000720002
9310323198;1;D91B21005310002
9312224259;1;I18I21000790006
9312725FC5;1;F84H20001640001
9312941209;1;B84B13000140001
931306692E;1;D91B21005310002
931365928C;1;B31B21003710001
931379639A;1;G82H19000120005
9314261355;1;G82H19000120005
931427815D;1;G82H19000120005
93160263DB;1;D31B19000200003
9317411AC9;1;F13D21002220001
9318947E54;1;G11B22001380009
932499092D;1;B26B18000100008
932752444E;1;F11B21000980001
9327533BB9;1;G31B18000470007
9329195741;1;H94E21000070006
9329457F74;1;I19C12000030002
932984607C;1;C35F21000210008
9330472512;1;D31B19000200003
9331842F9E;1;D92E22000110002
933184521C;1;D92E22000110002
93340047C4;1;H94E21000070006
9334017280;1;H94E21000070006
9334030D37;1;H94E21000070006
933832880B;1;D31B18000530002
9340313E1C;1;G51B21000570001
9340583CEC;1;E71B21001570007
9344224993;1;J86I22000000006
93447782C2;1;F13D21005300006
93448004E9;1;H62E22000020001
934586756D;1;F13D21005300006
934645175B;1;G11B22001380009
9346778535;1;G11B22001380009
93469356C4;1;F13D21005300006
9347401752;1;D89J21001820001
9347450FBF;1;D89J21002890001
9347969C0B;1;F76H17000090001
9348832439;1;F13D21005300006
9349621F50;1;D91B21005310002
9350884197;1;F19H17000010001
9354960535;1;H53E22001300008
93550206B8;1;I18I21000790006
9355892651;1;E61B13000460002
935612134C;1;H53E22001300008
935616144E;1;H53E22001300008
9356820421;1;I64F21000010005
9358860796;1;D11B19000760006
936254588B;1;G51B21000570001
93660905F9;1;H15F21000630001
93670183C9;1;B17H21006990001
936795268B;1;B17H21006990001
9368154D3B;1;H11B21001880001
93747944BE;1;H27E14000010005
9375488174;1;G18C22001100006
9376471CA3;1;I31E18000090005
93771626E0;1;B85I17000320001
9377787AA3;1;H11B21001880001
937783416F;1;D67H22001070002
9379516D73;1;G18C22001100006
938091826E;1;D73D21000360005
938365336C;1;I94F22000040001
93836901F5;1;I44F22000160001
9384903AF2;1;F84H20001640001
938549537D;1;F84H20001640001
939509774E;1;I18I21000790006
93961078C8;1;E63D21002210005
9399092815;1;G71B21004430009
940006288D;1;I18I21000790006
940581219C;1;B19J21003910005
9406678C3E;1;B83C16000020005
940798961F;1;B85I17000320001
9411795AED;1;D12H22000010002
9412247FEC;1;F47G20000080001
9413931D9B;1;G71B21004430009
9416545AC0;1;D71B17002010001
9416682BCE;1;D71B17002010001
9416924385;1;F91B18000330002
9417955653;1;J81B22001940006
9417964DBE;1;C35B22000140005
9418030438;1;D72G18000050001
9418874CB3;1;F84H20001640001
9422526270;2;C11B21010580001 | C16G21013900001
9422576BB0;2;C11B21010580001 | C16G21013900001
9423534244;1;I42E20000050001
9426229240;1;C17B20003640002
9426397CE0;1;B99J18002450005
942791840E;1;E81D22000050003
9428451BE4;2;B75F23000550001 | F75F22000570001
9428456008;1;F15F22000670007
942884510B;2;C11B21010580001 | C16G21013900001
942914154E;1;H72C17000130002
9430593389;1;H14H17000940004
9435061AA3;1;D91B18000030001
9435537374;1;J85F22000870001
94382523F1;1;F82B21000030005
9441661124;1;D91B18000030001
944180257E;1;C35B22000140005
9441975442;1;E15E22000160005
94420588BF;1;G89I22000630005
9442271885;1;G89I22000630005
94423834F3;1;G89I22000630005
94427335C7;1;E81D22000050003
9442763E86;1;E81D22000050003
9442822F36;1;E81D22000050003
9444417376;1;J42E22000470003
944442493B;1;D91B21005300001
9444876E3A;1;D91B21005310002
9445236751;1;D43H20000140001
94452670E8;1;D43H20000140001
9445747D00;1;D91B21005300001
94471280A7;1;H11B21001880001
9448597CE5;1;D92E22000110002
94500235AD;1;B85I17000320001
94502755A2;1;B85I17000320001
945131932C;1;B28I17001280008
9457830039;1;I18I21000790006
9459841BBD;1;H72C17000130002
94603721F2;1;J86I22000000006
9465249A90;1;D67H22001070002
9466592ED6;1;E85E22000200001
9466612F57;1;F81J22000040005
9467659F5A;1;G53H20000070005
94686121CF;1;D31B19000200003
94691437FF;1;G32E22000040003
946924080B;1;G32E22000040003
9472622EF3;1;J31I22000510001
9472810A19;1;F13D21005300006
9472931DF2;1;D73D21000360005
9476493968;1;B19J21003910005
948062071E;1;G32E22000040003
9481031A48;1;D92E22000110002
9481791D73;1;B84B13000140001
948253536E;1;H14H17000940004
9482566D00;1;H14H17000940004
9482894BAD;1;J53D21001430001
9485009D07;2;C11B21010580001 | C16G21013900001
94874489C2;1;F15F22000670007
948794758D;1;G32E22000040003
9491778EFB;1;H15F21000630001
9491977337;1;J81B22001940006
94920027D7;1;D91B21005310002
9496354F37;1;D31B19000200003
94970025F9;1;F61B22001690004
94982782F7;1;H53E22002140008
9501171657;1;J86I22000000006
95011759A3;1;J86I22000000006
9501589F46;1;F13D21005300006
95017070AB;1;F13D21005300006
95020446C3;1;D91B21005310002
9506029F47;1;E32E22000560006
9510011557;1;D91B21005310002
9515996053;1;B67H21009370008
9516522264;1;D91B18000030001
9517415351;1;D73I18000030005
9518258AF9;1;E97H21005520001
9518902E6A;2;F15F22000670007 | F75F22000570001
9520160C8D;1;D91B21005300001
9520888553;1;G11B22000280006
9522908847;1;G71B21004430009
95231922A6;1;D66B19003740001
9523204C8A;1;H14H17000940004
9524059E1B;1;D37B13000300002
9527918EA7;1;E81D22000050003
9530461138;1;C64H16003300001
9530734281;1;G31B21006920002
9530863CF2;1;H15F21000630001
9531815E8F;1;B28I17001280008
9532130285;1;B28I17001280008
9534842089;1;H94E21000070006
9535474A11;1;D71B17002010001
9539393C20;1;D17B14000280003
95461926D8;1;I18I21000790006
9547133F5F;1;J61B21004810002
95471762DF;1;J61B21004810002
95482064DA;1;D91B21005300001
9548757B8B;1;F84H20001640001
954896465F;1;J84I19003410001
9549566728;1;F93G22000030001
954983337F;1;H42E22000510009
9549893502;1;D73I18000030005
9550399692;1;C75E22000170001
95505692DD;1;E72E22000680005
95511588EA;1;B29J21000680001
9551906231;1;B29J21000680001
95527098D7;1;H11B21001880001
9556061700;1;H52E16000010009
9556490905;1;H52E16000010009
9557932EFD;1;B74E21000810003
955816601C;1;B84B13000140001
9558724C92;1;I29J21016570005
955900112C;1;H94E21000070006
956020960A;1;C64H16003300001
9561793134;1;E33B08000290007
95629392E9;1;C81B22001380001
9564463C8B;1;B29J21000700001
95645081B1;1;B29J21000700001
9564577A9F;1;B29J21000700001
956459162E;1;B29J21000700001
9565646CC9;1;H15F21000630001
9566268E13;1;E97H21005520001
956718854B;1;B67H21009370008
9568079492;1;F85I21000050005
956827999C;1;F85I21000050005
9568343E6B;1;E97H21005520001
9568440E77;1;E97H21005520001
9568463176;1;E97H21005520001
95685075C4;1;F85I21000050005
9568649AF1;1;F85I21000050005
957034635C;1;H31B20000920005
9570826F74;1;F43D21002040001
95711456B6;1;H94E21000070006
957114892F;1;H94E21000070006
9571347D66;1;B74E21000810003
95720029ED;1;I42E20000050001
957373935A;1;H94E21000070006
959534050F;1;G32E22000040003
9595607166;1;G32E22000040003
95956916B6;1;J86G20000130004
959981846C;1;J86G20000140004
960033818B;1;J86G20000080004
9600374F3C;1;J86G20000090004
96004573BE;1;J86G20000100004
9600768463;1;H72C17000130002
96018690F7;1;H72C17000130002
9606755105;1;B84B13000140001
9607983664;1;G53H20000070005
9608294709;1;G32E22000040003
960905288E;1;H15F21000630001
96132565CF;1;C35B22000140005
9613498D81;1;E31B20000400001
9614725212;1;H14H17000940004
961525576F;1;I65F22000490003
9615340D92;1;I65F22000500003
9617180BFD;1;H72C17000130002
96183533FD;1;D83I22000040001
9620526534;1;G11B22001380009
9620749D38;1;G11B22001380009
9620796404;1;G11B22001380009
962085223B;1;G11B22001380009
9623742322;1;E31B20000400001
9623754D06;1;D37B13000300002
9626739C53;1;D83I22000040001
9629921E31;1;B84B13000140001
9631636577;1;D72G18000050001
9631720AC7;1;D72G18000050001
963308620C;1;G31B21006920002
96335733EE;1;D71B17002010001
9635719EDA;1;F62C21000590001
9638560754;1;B61B21006470003
96440222B8;1;H15F21000630001
964406997F;1;H15F21000630001
96443701E6;1;H11B21001880001
96454984C0;1;B94H22000920005
9645721CC4;1;J81B22001940006
96471865BB;1;H15F21000630001
964766837E;1;H77H22002900001
96479181CD;1;B97H21005950001
9649437750;1;D43H20000140001
96498869D6;1;C35F21000240001
96537606C4;1;B41H18000100005
9654462A12;1;D87H17000470001
9658997879;1;F86J22000360001
9662443435;1;G32E22000040003
96626162F9;1;I18I21000790006
9672861968;1;H94E21000070006
9672904CE3;1;B81B04000140009
9672948136;1;E61B13000460002
9672993657;1;E61B13000460002
9675684307;1;D92E22000110002
9675719FE5;1;D92E22000110002
96759140D5;1;J86I22000000006
96792891F8;1;E81D22000050003
9680581C26;1;D31B19000200003
9680614763;1;F13D21005300006
9682892F3E;1;C38E19000000005
96829016AE;1;B88E18000030005
96832728D6;1;G51B21000570001
96838272D8;1;B23D21007980001
9684168C3C;1;E81D22000050003
968631365A;1;C69J21018970001
9693281C85;1;G31B18000470007
9695226199;1;J85F22000870001
9695373AE5;1;D31B18000530002
9697115871;2;C11B21010580001 | C16G21013900001
9697464872;1;D31B19000200003
9698283C4D;1;I65F22000490003
96983324BF;1;I65F22000500003
9698651BFC;1;G11B22000280006
9700951603;1;B19J21003910005
9701133C32;1;J84I19003410001
970118571D;1;F83E17000070005
97022104F9;1;B99J18002450005
970403462F;1;C81B22001380001
9705204BB1;1;G18C22001100006
9705470735;1;D83I22000040001
970734200A;1;D43H20000140001
9712954733;1;J89D22000790001
9712961CF8;1;J89D22000790001
971296611C;1;J89D22000790001
9712969395;1;J89D22000790001
97143864ED;1;D31B19000200003
9717361BF7;1;D73D21000360005
9717734FC5;1;J93H19000580004
9718047215;1;B85I17000320001
971814856D;1;F62C21000590001
97183067CF;1;H83E23000290001
9718743071;1;I12C21000330001
972052924B;1;I93F23000000001
972074655D;1;F82B21000030005
97208402F0;1;D73D21000360005
97228204E2;1;G71B21004430009
9724785A72;1;C48D18000030003
97250640B2;1;D48E18000060002
97264990E5;1;F13D21005300006
9728915AA1;1;D17B14000280003
972945476E;1;D31B18000530002
9729495943;1;G91E23000040005
973125667D;1;G32E22000040003
9732373046;1;D92E22000110002
9734576A3C;1;D73I18000030005
9736948FAA;2;C11B21010580001 | C16G21013900001
9738197662;1;E81D22000050003
9738345086;1;I65F23000080005
9738409555;1;I65F23000090005
9738418CC0;1;F13D21005300006
9746599BED;1;J86I22000000006
9747966405;1;I65F22000810005
97492832D8;1;F93G22000030001
9751226641;1;J31I22000510001
97614825C6;1;B28I17001280008
9761930779;1;D92E22000110002
9764393801;1;C31B22001480001
9765731828;1;E97H21005520001
9767248C05;1;H72C17000130002
9768235A85;1;F93G22000030001
9768739A6F;1;F61B22001690004
9769249F4B;1;F93G22000030001
9769287EA7;1;B29J21000680001
9770585DCC;1;C11B21010580001
97706947C1;1;C16G21013900001
97716447B8;1;J84E21001160005
97724554FB;1;D31B19000200003
97726115B7;1;H11B21001880001
97746128FD;1;B11B13000160001
9778140863;1;F93G22000030001
97782112FC;1;B19J21003910005
9779441A01;1;F48H13000010001
9780096688;1;B97H21005950001
9782404727;1;B17H21006990001
9782624CB2;1;C63D16001790008
9783376945;1;F93G22000030001
9783575D7C;1;F93G22000030001
97845019A6;1;F93G22000030001
97855191BD;1;H72C17000130002
978554358A;1;H72C17000130002
97855657B1;1;H72C17000130002
978558368C;1;H72C17000130002
9786038E04;1;H94E21000070006
97867899C4;1;B85I17000320001
97873042C4;1;D92E22000110002
978862226A;1;C71B22000840006
9789834A94;1;D92E22000110002
9791314FE8;1;B85I17000320001
9792628C42;1;J53D21001430001
9793327D17;1;D67H22001070002
9794043BF4;1;E97H21005520001
979430542C;1;J86I22000000006
97950868AB;1;I57B17000150005
9795496B02;1;F93G22000030001
9796277F81;1;E71B21001570007
9797073067;1;H13E23000690008
97971629D6;1;F13D21002220001
9797379CE8;1;D58H23000560002
9801525A4C;1;H67H22003160005
9801753674;1;H93E22001250008
9801921119;1;J53D21001430001
9801955D24;1;D87H17000470001
9804906066;1;D72G18000050001
9805154D0A;1;D58H23000560002
98062315D1;1;B89H18000560001
9808865377;1;D72G18000050001
9809175349;1;G71B21004430009
9809189ED3;1;B99J18002450005
9810864517;1;B85I17000320001
9811069E40;1;J47B22000060001
9811129FC3;1;F93G22000030001
9813382303;1;F93G22000030001
98137724D9;1;F93G22000030001
9814269EF9;1;F93G22000030001
9816187DC2;1;B72B22000050001
98174797F5;1;D92E22000110002
9817573588;1;D92E22000110002
9817716B88;1;F93G22000030001
98180574F1;1;F86J22000360001
98185381E1;1;B72B22000050001
98193900F9;1;F13D21005300006
98213480C4;1;F93G22000030001
9821506326;1;H74E07000110005
9824246843;1;J12C22000130006
9824481A30;1;I31E18000090005
98251881A2;1;F93G22000030001
9826295328;1;C64H16003300001
9827095755;1;I21B21002630002
98277346A7;1;D92E22000110002
9830707C0B;1;D17B18000070001
9833205976;1;J53D21001430001
9833583168;1;D92E22000110002
9833779326;1;J12C22000130006
9833797201;1;J12C22000130006
9833832EDF;1;J12C22000130006
9833836230;1;J12C22000130006
9835488575;1;D92E22000110002
9837719689;1;E97H21005520001
98379916FF;1;D92E22000110002
983806868A;1;B45B22000200001
98380897DE;1;B26B18000100008
9839023AA0;1;F93G22000030001
9839104D77;1;J84E21001160005
9839122C52;1;E97H21005520001
983920727A;1;F93G22000030001
9839664B98;1;I93F23000000001
9840021236;1;D91B18000030001
984053063F;1;G32E22000040003
9842053F0E;1;D92E22000110002
9842465310;1;G31B21006920002
98425297DF;1;H61B22000320006
984339742C;1;B17H21006990001
98447722DC;1;G11B22001380009
9844785D93;1;G11B22001380009
9845663223;1;H31B22001400006
9846130384;1;E81D22000050003
9846808305;1;G32E22000040003
9846977E78;1;F23H19000870001
9847045698;1;G11B22001380009
98475929FD;1;E81D22000050003
984836256B;1;H14H17000940004
985086247C;1;I39J23001060005
98533834E1;1;G11B22000280006
9855422783;1;D87H17000470001
9855600A66;1;F93G22000030001
98556270B1;1;F93G22000030001
98597982B5;1;E81D22000050003
9859887C24;1;B46D08000000007
9859967E28;1;D92E22000110002
9859983B5D;1;D92E22000110002
9860308791;1;D92E22000110002
9860371B8D;1;D92E22000110002
9860560786;1;F43D21002040001
9860938F73;1;B28I17001280008
9861612BA8;1;D58H23000560002
9862357276;1;D92E22000110002
9865195872;1;F93G22000030001
986596430D;1;D82B22000430001
9867037883;1;D92E22000110002
98692109BA;1;I87G22000270001
98693594B1;1;D31B18000530002
986943643C;1;B85I17000320001
9869580B0F;1;I65F22000810005
9869772981;1;F93G22000030001
9869940426;1;D92E22000110002
9870116563;1;E81D22000050003
987019890D;1;D92E22000110002
98703706FE;1;E81D22000050003
9871406DEB;1;F93G22000030001
9872970894;1;J81B22001940006
9873136193;1;J61B21004810002
987321746A;1;J81B22001940006
98745532EB;1;G11B22001380009
9874819E6A;1;E97H21005520001
9874895D22;1;B85I17000320001
98758587D5;1;D92E22000110002
9876992FA1;1;B23D18000270001
9877983172;1;F93G22000030001
9880245C18;1;F62F18000070004
9880715FF2;1;C71B22000840006
9881795B32;1;D12H22000010002
9881993E96;1;C45E22000290001
9882817695;1;D92E22000110002
9884094466;1;D92E22000110002
9884598450;1;G11B22001380009
9886608F01;1;G83B18006680001
9886684DB9;1;G11B22000280006
98875085B8;1;F93G22000030001
988847106B;1;D48E18000060002
9889256836;1;B45B22000200001
9890789948;1;F93G22000030001
9890971F77;1;F93G22000030001
9891505825;1;I18I21000790006
9891523700;1;I18I21000790006
9891547ACD;1;I18I21000790006
9891819B43;1;G11B22001380009
98924693AB;1;F88B22001130002
9893918F68;1;D87H17000470001
9894248FBB;1;B45B22000200001
989506846E;1;F93G22000030001
9897442B82;1;D92E22000110002
989823169E;1;G11B22001380009
9898701A78;1;D92E22000110002
9898993B6F;1;C69D23000340001
989913831A;1;C69D23000340001
9899207C08;1;C69D23000340001
9899287E0C;1;C69D23000340001
9899403DC6;1;C69D23000340001
9899946DDF;1;G11B22001380009
9900233AB7;1;D31B18000530002
9900545C2F;1;F78I18000070008
9900589082;1;F78I18000070008
9900724FE5;1;F78I18000070008
99007651BF;1;I57B17000150005
9900818D78;1;F78I18000070008
9901728C6D;1;F13D21002220001
99021508AD;1;D92E22000110002
9903175689;1;I31E18000090005
9903787F90;1;E97H21005520001
9905142DBF;1;D92E22000110002
99061215A7;1;E85E22000200001
990674696A;1;F93G22000030001
9907343614;1;H52E16000010009
99073847E9;1;H52E16000010009
9907428C37;1;G18C22001100006
9907606F1A;1;G11B22001380009
99076302EC;1;G18C22001100006
99079391EB;1;H51D20000510001
990834836F;1;F13D21002220001
9908383052;1;F13D21002220001
9908436C0B;1;F13D21002220001
9908964FC2;1;B23D21007980001
990932058D;1;G11B22001380009
99123108F9;1;G31B21006920002
9914053758;1;J31I22000510001
9914468DCE;1;D34C23000440006
9915107D20;1;E71B21001570007
9915840A05;1;D92E22000110002
9915954819;1;B72B22000050001
99172250F8;1;C35F21000210008
9917302083;1;C35F21000240001
9917304229;1;J16I23000050005
991741803D;1;C35F21000230008
991742452F;1;E71B21001570007
99190291AD;1;C64H16003300001
99203324F1;1;E31B20000400001
9920556DC8;1;D12H22000010002
9920742748;1;D92E22000110002
9920751EB3;1;D48E18000060002
99207616F6;1;F93G22000030001
99230220CE;1;G11B22000280006
992372983B;1;E34J23000480005
992570353B;1;D92E22000110002
9926506BE1;1;D91B18000030001
9927120693;1;F91D22000070002
9928021E18;1;J81B22001940006
99305862D0;1;D92E22000110002
9931865247;1;C71B22000840006
9933691523;1;D92E22000110002
9939671BFB;1;E37B22000750004
993985757B;1;B31B21003710001
9939986FEC;1;B23D21007980001
99444389D6;1;B31B21003710001
9946814295;1;G42C17000230001
994745538D;1;I68I20000680006
994879013B;1;G18C22001100006
994938081B;1;D92E22000110002
99508136A8;1;D91B21005300001
99538153FD;1;D48E18000060002
99547485EC;1;F91D22000070002
9955205F0A;1;F91D22000070002
9955364244;1;F93G22000030001
99615681F8;1;J85F22000870001
9962569C02;1;F62C21000590001
9967293662;1;D92E22000110002
9969289589;1;F62C21000590001
99699528A8;1;B85I17000320001
9970040149;1;C69D23000340001
9970275336;1;D92E22000110002
99753249C5;1;D92E22000110002
99764624E2;1;C11B21010580001
9976550D7E;1;C16G21013900001
99765952A4;1;D92E22000110002
99767480E7;1;D89D18000160006
99789813A1;1;H15F21000630001
9980909AA8;1;E37B22000750004
9981574F6D;1;J53D21001430001
9982559C47;1;D92E22000110002
99845306CE;1;H15F21000630001
998530672E;1;F61B22001690004
998633150A;1;F93G22000030001
9990123E49;1;H31B22001400006
9990135832;1;H31B22001400006
9990524935;1;F61B22001690004
99908137B3;1;D92E22000110002
9992762013;1;B89I23000980005
9992932C59;1;C69D23000340001
9998386125;1;D73D21000360005
9999122083;1;F62F18000070004
99998709C5;1;F61B22001690004
A0011C6B97;1;G31B21006920002
A0015E9583;1;B45B22000200001
A00164A58F;1;F78I18000070008
A00196559D;1;F15F22000670007
A001A6BDD0;1;F93G22000030001
A001DE4B71;1;F83G22000620001
A001ED2FD7;1;E97H21005520001
A001F340BB;1;F93G22000030001
A001FA6ECA;1;F61B22001690004
A0020C39FC;1;C17B20003640002
A00229066B;1;H94E21000070006
A0022A8A38;1;H94E21000070006
A00237101A;1;D92E22000110002
A002574915;1;F13D21005300006
A0032003B7;1;H61B22000320006
A003614141;1;H62E22000020001
A0038B5C9E;1;F91B18000330002
A0041CCCEB;1;F93G22000030001
A00496954B;1;F13D21005300006
A004C06D5C;1;F93G22000030001
A0059E0B9D;1;C68B22000170005
A0059EF7FF;1;C68B22000170005
A005B39852;1;I18I21000790006
A005CAEC20;1;J12C22000130006
A006282B5D;1;H94E21000070006
A006497338;1;I51B08000160002
A006C83CC4;1;C71B22000840006
A006DFF65C;1;G32E22000040003
A006E92FA8;1;I65F22000490003
A006F388A7;1;I65F22000500003
A00716544F;1;F93G22000030001
A00717D81C;1;J81B22001940006
A00783DA19;1;H63H18000320002
A007868D94;1;I93F23000000001
A007B18558;2;J93H19000580004 | J95E22000380001
A00823219C;1;H31B22001400006
A008BE851E;1;B19J21003910005
A009037358;1;F43D21002040001
A00950063E;1;G11B22001380009
A00953B6EE;1;D31B19000200003
A0095AA289;1;F88B22001130002
A009D642D5;1;B99J18002450005
A00A4E9763;1;C57H21001050001
A00A4EC9DC;1;C57H21001050001
A00A4F1DFB;1;C57H21001050001
A00A4F72F2;1;C57H21001050001
A00A4FB63E;1;C57H21001050001
A00A4FF98A;1;C57H21001050001
A00A503CD6;1;C57H21001050001
A00A507027;1;C57H21001050001
A00B2A3B3A;1;D92E22000110002
A00B3C173F;1;E71B21001570007
A00D68EF2D;1;E86J23000060001
A00DAAF773;1;H11B21001880001
A00DAE4331;1;J84E21001160005
A00DB84739;1;E61B13000460002
A00F13A1D6;1;J47B22000060001
A00F9F5636;1;D92E22000110002
A00FFACD82;1;F83G22000620001
A00FFC9573;1;F83G22000620001
A01000247D;1;F83G22000620001
A010019777;1;F83G22000620001
A01002D7F8;1;F83G22000620001
A01004C18F;1;F83G22000620001
A01005AD19;1;F83G22000620001
A010063489;1;F83G22000620001
A01006BB21;1;F83G22000620001
A01007750A;1;F83G22000620001
A010080C75;1;F83G22000620001
A010098047;1;F83G22000620001
A0101BE2E4;1;F93G22000030001
A0101C3703;1;F93G22000030001
A0101D7784;1;F93G22000030001
A0101EA732;1;F93G22000030001
A01020A19C;1;F93G22000030001
A010213907;1;F93G22000030001
A01022363C;1;F93G22000030001
A0102365EA;1;F93G22000030001
A0102473F2;1;F93G22000030001
A01025A3A0;1;F93G22000030001
A01026B1A8;1;F93G22000030001
A0102705C7;1;F93G22000030001
A01027F229;1;F93G22000030001
A0102A5185;1;F93G22000030001
