cup;cig;source_dataset
G16B11000070001;A05C04555D;cup_csv.csv
E17D21000020001;B3F8E479FD;cup_csv.csv
B99J18002450005;97022104F9;cup_csv.csv
F12F22001090004;B5091486E6;cup_csv.csv
J53D21001430001;B128354612;cup_csv.csv
D92E22000110002;9842053F0E;cup_csv.csv
F33H03000010001;Z4817E6E8B;cup_csv.csv
J86I22000000006;95011759A3;cup_csv.csv
F73J08000040001;B89E0CE9E1;cup_csv.csv
E81D22000050003;A06D8B954C;cup_csv.csv
I81B06000030002;Z2A04C3EBA;cup_csv.csv
E63D21002210005;93961078C8;cup_csv.csv
F83H98000000001;Z4308EA4FD;cup_csv.csv
I92B23000160002;B7F767C8B2;cup_csv.csv
G31B18000470007;9693281C85;cup_csv.csv
E63D21002210005;907824224B;cup_csv.csv
C11B21010580001;A03DFC9341;cup_csv.csv
F85I21000050005;Z8437E12DE;cup_csv.csv
H63H18000320002;Z2835F66FD;cup_csv.csv
H62E22000020001;Z903A86F25;cup_csv.csv
I82C23000780001;B2B62BE47D;cup_csv.csv
E81D22000050003;Z6835296EC;cup_csv.csv
J34J13000000001;Z8712E36F0;cup_csv.csv
J53D21001430001;9482894BAD;cup_csv.csv
D72J98000000001;7209426E87;cup_csv.csv
C63D16001790008;B28AFBB6D0;cup_csv.csv
B17H21006990001;BAFF3420F2;cup_csv.csv
C61B03000140004;4404276B85;cup_csv.csv
F53H98000000001;ZA12498B38;cup_csv.csv
F91D22000070002;B008CF53EE;cup_csv.csv
B71B15000160005;Z0630C05D8;cup_csv.csv
C35B22000140005;B5979C9554;cup_csv.csv
C35F21000210008;92256005F5;cup_csv.csv
F33H03000010001;ZA11FB1651;cup_csv.csv
H14H17000940004;9523204C8A;cup_csv.csv
C63D16001790008;ZE22DE6407;cup_csv.csv
B29J21000700001;BA72B31730;cup_csv.csv
D51B17001660001;890092078B;cup_csv.csv
G83B21000000005;86743804D3;cup_csv.csv
D67H22001070002;937783416F;cup_csv.csv
D87H17000470001;Z89201A15A;cup_csv.csv
J81J22003700003;B2BA144D0C;cup_csv.csv
E83H18000390001;Z143DE5241;cup_csv.csv
F61B22001690004;B21CA71396;cup_csv.csv
I89I21000260001;B7B0FDAEA0;cup_csv.csv
H72C17000130002;B5E0230D76;cup_csv.csv
F33H03000010001;ZDC2E45900;cup_csv.csv
D31B21007750006;Z9B33F9EAE;cup_csv.csv
J81B22001940006;B249144ACC;cup_csv.csv
D33D21006650008;A03E68953E;cup_csv.csv
B86J19000030005;84445241A8;cup_csv.csv
H14H17000940004;ZF13383133;cup_csv.csv
D31B18000530002;B1186F0E8D;cup_csv.csv
H51D20000510001;Z3D3BA65B9;cup_csv.csv
I39J02000060003;Z3E12C6912;cup_csv.csv
G42C17000230001;9946814295;cup_csv.csv
B29J21000700001;B043B7D117;cup_csv.csv
F45B22000500007;B7C9DC6EC2;cup_csv.csv
B97H21005950001;B8D3393DA5;cup_csv.csv
B28I17001280008;9532130285;cup_csv.csv
E81D22000050003;A06D86E767;cup_csv.csv
F93G22000030001;9855600A66;cup_csv.csv
C68B22000170005;BB0BC257D7;cup_csv.csv
D89J21002890001;A035A67116;cup_csv.csv
I55E17000050005;Z092E1A7BA;cup_csv.csv
D73I18000030005;Z6A259A6F4;cup_csv.csv
E81D22000050003;A06D890377;cup_csv.csv
E72E22000680005;8168529360;cup_csv.csv
D31B21007750006;Z0937157F9;cup_csv.csv
I89I21000260001;B93C87BB60;cup_csv.csv
E81D22000050003;A06D5DFAE0;cup_csv.csv
D17B14000280003;B2A8B707AC;cup_csv.csv
H61B22000320006;A039562D29;cup_csv.csv
E58F99000000006;BA60DF11E2;cup_csv.csv
C63D16001790008;ZB4352A09F;cup_csv.csv
I51B08000160002;5002056331;cup_csv.csv
B26B18000100008;98380897DE;cup_csv.csv
J86G20000140004;A06D75D61E;cup_csv.csv
D31B21007750006;ZEF3A57F3D;cup_csv.csv
D71B17002010001;876478730B;cup_csv.csv
B18B23000950001;B8F1AA4E43;cup_csv.csv
I61B20001330001;8286598CFC;cup_csv.csv
J57B20000750001;Z7331EBF52;cup_csv.csv
F43D21002040001;B8893CDC2D;cup_csv.csv
F73J08000040001;Z232D56E37;cup_csv.csv
J53D21001430001;A02AB4F326;cup_csv.csv
D33D21006650008;B20E0AFC65;cup_csv.csv
D51B17001660001;917762930A;cup_csv.csv
C61B03000260001;Z1F18E8926;cup_csv.csv
F13D21005300006;B0A7240E07;cup_csv.csv
H87G26000000002;BA9D0368E6;cup_csv.csv
B81B21013360002;B649B549BD;cup_csv.csv
E81D22000050003;A06D971D21;cup_csv.csv
B71B15000160005;7183644290;cup_csv.csv
F93G22000030001;A0102365EA;cup_csv.csv
H35E22000260007;BA642E871E;cup_csv.csv
F43G18000010001;ZB92F2C7C7;cup_csv.csv
G16B11000070001;A05C095761;cup_csv.csv
F93G22000030001;B86224BCB8;cup_csv.csv
F82B21000030005;ZD33D82446;cup_csv.csv
C17B20003640002;B0065E57AA;cup_csv.csv
D12H22000010002;9411795AED;cup_csv.csv
I65F23000090005;BA6663ACCE;cup_csv.csv
F93G22000030001;A06A22D1D8;cup_csv.csv
D72J98000000001;Z502BFD2C6;cup_csv.csv
C64E24000060002;B823E3A1DA;cup_csv.csv
H72C17000130002;B7B727A1F3;cup_csv.csv
B99D15000660003;Z712963512;cup_csv.csv
E31B13000630003;9231969DD0;cup_csv.csv
F37J22000010007;B6B0F5723F;cup_csv.csv
H94E21000070006;BA9BB2DD0D;cup_csv.csv
D73I18000030005;Z7C3389BE9;cup_csv.csv
C16G21013900001;902724918A;cup_csv.csv
F13D21002220001;B4DBA1F496;cup_csv.csv
B74E23000990003;B3F6485454;cup_csv.csv
B71B15000160005;ZCA24B1798;cup_csv.csv
B29J21000680001;Z6738FDB36;cup_csv.csv
I51B08000160002;B68C0F70E0;cup_csv.csv
F37J22000010007;B5E41A0724;cup_csv.csv
E81D22000050003;B63FDA05B7;cup_csv.csv
B99D15000660003;B96824834D;cup_csv.csv
D51B17001660001;7390802ABE;cup_csv.csv
E81D22000050003;B77998C7C8;cup_csv.csv
F84E24000170006;B9A0DE3E19;cup_csv.csv
H74E07000110005;8706649A0A;cup_csv.csv
I42E20000050001;9253297E3C;cup_csv.csv
B99D15000660003;80407550F0;cup_csv.csv
I64F21000010005;9356820421;cup_csv.csv
I71B02000030019;617052919E;cup_csv.csv
C16G21013900001;9422526270;cup_csv.csv
D91B21005310002;95020446C3;cup_csv.csv
J51D23000120005;B22CB6A316;cup_csv.csv
D18G03000280005;6862526F97;cup_csv.csv
E15E22000160005;9441975442;cup_csv.csv
F31B04000440001;13429079E7;cup_csv.csv
I42E20000050001;Z0B37C0DE7;cup_csv.csv
C35F21000230008;B0C9316AEB;cup_csv.csv
C64H16003300001;Z4F30F4B3B;cup_csv.csv
G75D09000130007;6146069894;cup_csv.csv
H83E25000960001;A06D48D3F5;cup_csv.csv
D31B19000200003;B4E4FDD6CD;cup_csv.csv
G11B22000280006;B2360CB88D;cup_csv.csv
C61B03000140004;Z221A816AA;cup_csv.csv
F37J22000010007;B67A467CCA;cup_csv.csv
I18I21000790006;B028BEAB9F;cup_csv.csv
E31B13000630003;68971425A1;cup_csv.csv
E86J23000060001;B9CB016C00;cup_csv.csv
F12F22001090004;B0DDB9939E;cup_csv.csv
F37J22000010007;B52622B9E1;cup_csv.csv
F17B22001980004;B0F3DB6CD4;cup_csv.csv
F84E24000170006;B9A0DE4EEC;cup_csv.csv
D73I18000030005;9010731274;cup_csv.csv
E72E22000680005;95505692DD;cup_csv.csv
I82C23000780001;B21A779828;cup_csv.csv
E61B13000460002;ZF337B817A;cup_csv.csv
F73J08000040001;Z5632391C2;cup_csv.csv
D17B18000070001;B13AAB89AA;cup_csv.csv
I12C21000330001;B4B8A78D9B;cup_csv.csv
B74E21000810003;9571347D66;cup_csv.csv
B11B21006070001;B1C4DDEC33;cup_csv.csv
G53H20000070005;ZC532EC818;cup_csv.csv
I42E20000050001;95720029ED;cup_csv.csv
E37B22000750004;9980909AA8;cup_csv.csv
B48I24005240003;B9E0024E33;cup_csv.csv
I39J02000060003;Z020929700;cup_csv.csv
D72G18000050001;9631636577;cup_csv.csv
E81D22000050003;A06D8C81AE;cup_csv.csv
H27E14000010005;B7BC3253B1;cup_csv.csv
E18B18001310001;ZD62CC4523;cup_csv.csv
E33B08000290007;Z3F31B6810;cup_csv.csv
E63D21002210005;Z843B30CB6;cup_csv.csv
D73I18000030005;Z2625AA437;cup_csv.csv
F81B08000140003;ZD21ABF164;cup_csv.csv
G53H20000070005;Z79372054F;cup_csv.csv
B86J19000030005;8015857E71;cup_csv.csv
B71B15000160005;Z0B2EE4DC6;cup_csv.csv
F93G22000030001;A045F63018;cup_csv.csv
F37J22000010007;B526171066;cup_csv.csv
F67H19003900001;B57C453442;cup_csv.csv
D91B21005300001;9520160C8D;cup_csv.csv
I83D16000840005;7932914FB6;cup_csv.csv
E41B06000410002;Z241DB52EF;cup_csv.csv
D31B09000120002;B43A6EB797;cup_csv.csv
F61B22001690004;B2C4CA495F;cup_csv.csv
D51B17001660001;8860273096;cup_csv.csv
D84H25000710001;B9097928AB;cup_csv.csv
B71B15000160005;Z1A30CA044;cup_csv.csv
B71B15000160005;Z2124F11DA;cup_csv.csv
B52I05000010001;Z393B4DBDE;cup_csv.csv
H33C22000340007;B1610BBC7A;cup_csv.csv
I51B08000160002;Z492ABA4C2;cup_csv.csv
F62C21000590001;9635719EDA;cup_csv.csv
C94E04000050066;Z1903C8D16;cup_csv.csv
B29J21000680001;9218335AAF;cup_csv.csv
E83H18000390001;8912427F69;cup_csv.csv
B71B15000160005;Z2E340AE4E;cup_csv.csv
F19H17000010001;BAE29ED9F0;cup_csv.csv
F93G22000030001;A053902642;cup_csv.csv
F91B00000330001;7389900266;cup_csv.csv
B17H21006990001;936795268B;cup_csv.csv
B71B15000160005;ZE22002468;cup_csv.csv
C63D16001790008;8525540A2A;cup_csv.csv
J82B25005730001;B92B1AC6DE;cup_csv.csv
F88B22001130002;A0228FC720;cup_csv.csv
G11B22000280006;B60E8DEE66;cup_csv.csv
B46D08000000007;9859887C24;cup_csv.csv
I82C23000780001;B1A68AF958;cup_csv.csv
F53H98000000001;Z431BD38F6;cup_csv.csv
B89H18000560001;Y753C9C9A2;cup_csv.csv
J84E21001160005;B8941D0588;cup_csv.csv
H87G26000000002;BAF3A2B341;cup_csv.csv
H83E26000300001;A06FF3034D;cup_csv.csv
C63D16001790008;81518607AD;cup_csv.csv
F37J22000010007;B729B03328;cup_csv.csv
F93G22000030001;9817716B88;cup_csv.csv
H31B20000920005;957034635C;cup_csv.csv
C38E19000000005;9682892F3E;cup_csv.csv
F93G22000030001;A0103AA8E5;cup_csv.csv
F86J22000360001;BA44BEB2E2;cup_csv.csv
I16J17000570005;ZE0335A38C;cup_csv.csv
B19J17000300005;8837628157;cup_csv.csv
D89J21001820001;B36D953613;cup_csv.csv
J89D24000160001;B808F340C1;cup_csv.csv
G11B22001380009;9318947E54;cup_csv.csv
B51B21007170002;B9F8B10492;cup_csv.csv
B17H21006990001;B9232B8306;cup_csv.csv
E18B18001310001;B997E1523D;cup_csv.csv
B19J17000300005;7642348912;cup_csv.csv
C61B03000260001;4138252195;cup_csv.csv
I18I21000790006;93550206B8;cup_csv.csv
C64H16003300001;956020960A;cup_csv.csv
F83H98000000001;Z941FAA6F6;cup_csv.csv
I82D10000000007;0472675FBB;cup_csv.csv
J89D24000160001;B8A76726A5;cup_csv.csv
I51B08000160002;ZF1309C4F0;cup_csv.csv
F85I21000050005;B63C015C45;cup_csv.csv
B16B19000050003;B88DD98189;cup_csv.csv
D92E22000110002;9860308791;cup_csv.csv
I65F22000500003;B259987E2A;cup_csv.csv
E81D22000050003;B2E84F0293;cup_csv.csv
E81D22000050003;A06D899AE2;cup_csv.csv
D61B24000030001;B86602682E;cup_csv.csv
F93E15000000001;Z483B8C50C;cup_csv.csv
J81B22001940006;9491977337;cup_csv.csv
H53E23002170008;A061E2A154;cup_csv.csv
F67H18000570001;Y5C2F2F93A;cup_csv.csv
F83I23000080001;A03630B27C;cup_csv.csv
F13D21005300006;ZD5395276F;cup_csv.csv
D91B21005300001;B90C1FD9CC;cup_csv.csv
H99H05000020003;ZEA049D3D6;cup_csv.csv
E61D22000030002;B52AC8CB02;cup_csv.csv
D14B10000560002;89391969E5;cup_csv.csv
J93H19000580004;A007B18558;cup_csv.csv
J86I22000000006;B68FD7E3C0;cup_csv.csv
J94J24000280002;B36D85FCB6;cup_csv.csv
I87G22000260001;B539E5B6FC;cup_csv.csv
I83J10001420003;B31E997839;cup_csv.csv
I16J17000570005;ZA23161471;cup_csv.csv
G53H20000070005;Z1337F3AE8;cup_csv.csv
B19J21003910005;A03D611E14;cup_csv.csv
E81D22000050003;A06D8A43F8;cup_csv.csv
C63D16001790008;Z762C31888;cup_csv.csv
J81B22001940006;ZCC3262706;cup_csv.csv
E81D22000050003;A06D885A61;cup_csv.csv
B84B13000140001;Z6B1BA6078;cup_csv.csv
E73H06000010001;ZF3334BF51;cup_csv.csv
E32E22000560006;B4C9121EA2;cup_csv.csv
D72G18000050001;9808865377;cup_csv.csv
I19C12000030002;6057197D14;cup_csv.csv
B19J21003910005;A05E6CE239;cup_csv.csv
E31B20000400001;Z713A6283C;cup_csv.csv
F93G22000030001;A0102A5185;cup_csv.csv
F93G22000030001;A06A4CDC62;cup_csv.csv
F37J22000010007;B0823894DF;cup_csv.csv
F84H20001640001;9418874CB3;cup_csv.csv
F73J08000040001;Z1D02F9747;cup_csv.csv
E31B20000400001;Z523A627B9;cup_csv.csv
C35F21000240001;BAF17D2B08;cup_csv.csv
G11B22001380009;B471D97C02;cup_csv.csv
F93G22000030001;9839023AA0;cup_csv.csv
B63D23000840008;B619AC098D;cup_csv.csv
D71B17002010001;7339634993;cup_csv.csv
E81D22000050003;BAABBD3810;cup_csv.csv
J81B22001940006;9103310110;cup_csv.csv
C71B22000840006;A006C83CC4;cup_csv.csv
E97H21005520001;ZB8392772C;cup_csv.csv
I82C23000780001;B24592284D;cup_csv.csv
B71B15000160005;Z082A27D91;cup_csv.csv
I51B08000160002;Z2703904F2;cup_csv.csv
F86J22000360001;ZC33B0B013;cup_csv.csv
I18I21000790006;B0446B859C;cup_csv.csv
D51B17001660001;873336699B;cup_csv.csv
H93E24001130008;A062A788C8;cup_csv.csv
D37B13000300002;682119977B;cup_csv.csv
C61B03000140004;Z0F1A054FF;cup_csv.csv
F49D16000450009;Z1F2608359;cup_csv.csv
J35I19000160005;Y423D44332;cup_csv.csv
I71B02000030019;ZD612D6EA5;cup_csv.csv
C63D16001790008;B4CB692470;cup_csv.csv
J86I22000000006;Z7B3BBB9FD;cup_csv.csv
J35I24000640005;B4F1E64555;cup_csv.csv
F91D22000070002;B1FDF2ECAA;cup_csv.csv
D31B21007750006;8985034C9B;cup_csv.csv
B99J18002450005;A05CA2F3CA;cup_csv.csv
D91B21005310002;9510011557;cup_csv.csv
I16J17000570005;A02E952F99;cup_csv.csv
J89D24000160001;B6AFA8EB35;cup_csv.csv
B19J21003910005;Z6F3CFEEA6;cup_csv.csv
C63D16001790008;8393004DFE;cup_csv.csv
B19J17000300005;829339453B;cup_csv.csv
H31B20000920005;B2381AEC20;cup_csv.csv
C75E22000170001;B27CE97C13;cup_csv.csv
F93G22000030001;A001A6BDD0;cup_csv.csv
I82C23000780001;B2C0E3A7E9;cup_csv.csv
C17B17000160008;71883015A3;cup_csv.csv
B71B15000160005;Z983AF64DA;cup_csv.csv
D73I18000030005;9549893502;cup_csv.csv
D31B18000530002;8519301D93;cup_csv.csv
I19C12000030002;ZF03E046C3;cup_csv.csv
B11B13000160001;A01BBEC6D0;cup_csv.csv
F73J08000040001;ZF937E78FF;cup_csv.csv
B89H18000560001;A033447ADE;cup_csv.csv
B11B13000160001;6847389428;cup_csv.csv
J86I22000000006;94603721F2;cup_csv.csv
J89D24000160001;B8D53C81A6;cup_csv.csv
I18I21000790006;B8530CB1F4;cup_csv.csv
G11B22000280006;A05CDC26DE;cup_csv.csv
I19C12000030002;Z113E04481;cup_csv.csv
E97H21005520001;9765731828;cup_csv.csv
I82C23000780001;B67F46B4BB;cup_csv.csv
B31B21003710001;B55722F75D;cup_csv.csv
G32E22000040003;9662443435;cup_csv.csv
G53H20000070005;827799733A;cup_csv.csv
I39J23001060005;985086247C;cup_csv.csv
G18C22001100006;B1E7ED1527;cup_csv.csv
D89D14000080001;Z9D2636353;cup_csv.csv
C61B03000140004;ZF3122252D;cup_csv.csv
D31B09000120002;B54A0C8977;cup_csv.csv
I16J17000570005;Z7F2F9A4D5;cup_csv.csv
B51B21007170002;B7F6413768;cup_csv.csv
F93G22000030001;BAFD95A00C;cup_csv.csv
F37J22000010007;B346670351;cup_csv.csv
D91B21005300001;B2FC3C0A38;cup_csv.csv
I31E18000090005;ZDC32005AF;cup_csv.csv
B71B15000160005;7519816C76;cup_csv.csv
C35F21000240001;B058CD42CA;cup_csv.csv
I71B02000030019;Z21047FBFB;cup_csv.csv
D87H17000470001;Z362167E25;cup_csv.csv
B28I17001280008;ZE531A5336;cup_csv.csv
J86G20000130004;A069A6452A;cup_csv.csv
D17B14000280003;72478288DE;cup_csv.csv
B21B05000450003;Z103716C7D;cup_csv.csv
B71B15000160005;ZDF23E1A9A;cup_csv.csv
I83J10001420003;69882874DD;cup_csv.csv
B17H21006990001;B41BD5203C;cup_csv.csv
E49H07000120007;Z45193437C;cup_csv.csv
I82C23000780001;A0654D5E5A;cup_csv.csv
B81B04000140009;8332914A29;cup_csv.csv
C91B21003990001;B414C96833;cup_csv.csv
E49H07000120007;Z371E71EFF;cup_csv.csv
D48E18000060002;B955FAF441;cup_csv.csv
C87H23001830003;B9E77AC222;cup_csv.csv
E81D22000050003;A06D8AB9BD;cup_csv.csv
I84B24000010001;B73FC3D10E;cup_csv.csv
D92E22000110002;992570353B;cup_csv.csv
I55E17000050005;Z6E26F14C6;cup_csv.csv
J89D22000790001;A0682B2757;cup_csv.csv
F93G22000030001;99207616F6;cup_csv.csv
D67H22001070002;9793327D17;cup_csv.csv
I71B02000030019;Z4A1334D3A;cup_csv.csv
C61B03000140004;Z2F1051870;cup_csv.csv
F62C21000590001;B2192DA3CB;cup_csv.csv
J86G20000140004;A06529EA74;cup_csv.csv
D67H22001070002;A017B09AFA;cup_csv.csv
F13D21005300006;Z383987180;cup_csv.csv
C93H19000880001;8505381E6D;cup_csv.csv
E97H21005520001;9568440E77;cup_csv.csv
B63D23000840008;B586BC4194;cup_csv.csv
J86G20000090004;B798224B0F;cup_csv.csv
E81D22000050003;A06D827CCE;cup_csv.csv
F13D21002220001;B28ADEC8BB;cup_csv.csv
E81D22000050003;A06D7484CA;cup_csv.csv
C16G21013900001;9422576BB0;cup_csv.csv
I71B02000030019;Z2C0779E18;cup_csv.csv
B16B19000050003;Z702C8290E;cup_csv.csv
B84B13000140001;ZA536DEA57;cup_csv.csv
I87G22000270001;B92325E8BF;cup_csv.csv
F53H98000000001;Z1917340A2;cup_csv.csv
H52E16000010009;9094063232;cup_csv.csv
B23D18000270001;B0A5D2100C;cup_csv.csv
B11B13000160001;73739063BB;cup_csv.csv
F11B21000980001;932752444E;cup_csv.csv
C63D16001790008;ZCD2DFE1A7;cup_csv.csv
D47B16000190002;7185673CEF;cup_csv.csv
F91D22000070002;B54A9CB943;cup_csv.csv
B51B21007170002;B0573547B5;cup_csv.csv
E13D22000580001;B3F984CEB0;cup_csv.csv
D63B05000020007;Z6336A08FC;cup_csv.csv
H33C22000340007;B04617CC0D;cup_csv.csv
B99J18002450005;8080073F29;cup_csv.csv
B19J17000300005;9011268D96;cup_csv.csv
H99H05000020003;5224709E3F;cup_csv.csv
E81D22000050003;A06D8A54CB;cup_csv.csv
E63D21002210005;BA46E1DAE7;cup_csv.csv
D66B19003740001;B20C9A15EB;cup_csv.csv
D91B21005310002;9349621F50;cup_csv.csv
F23H19000870001;ZA92EE4079;cup_csv.csv
F37J22000010007;B12DB1D760;cup_csv.csv
B71B15000160005;Z572D0F551;cup_csv.csv
D91B18000030001;79183583BC;cup_csv.csv
F93G22000030001;B4D2F34113;cup_csv.csv
D31B18000530002;972945476E;cup_csv.csv
E49H07000120007;6567367AAF;cup_csv.csv
E61D22000030002;B30F8312E8;cup_csv.csv
H33C22000340007;B15CE410CB;cup_csv.csv
B83C16000020005;8906014340;cup_csv.csv
G53H20000070005;9467659F5A;cup_csv.csv
F93G22000030001;B869045E22;cup_csv.csv
F93G22000030001;B971B78D5B;cup_csv.csv
G83B18006680001;B5D7F8F117;cup_csv.csv
D78I21000170006;B86B108750;cup_csv.csv
H74E07000110005;ZBB2D837C9;cup_csv.csv
I82C23000780001;B29FFF4C7E;cup_csv.csv
B63D05000090003;B7871CDD1E;cup_csv.csv
E61B13000460002;B1B51DA3EC;cup_csv.csv
J94J24000280002;BA86CCCCDF;cup_csv.csv
F93G22000030001;B8BE0284EF;cup_csv.csv
F93G22000030001;A00716544F;cup_csv.csv
B51B21007170002;A035422498;cup_csv.csv
F93G22000030001;A0103E271C;cup_csv.csv
J87H22001230001;A055192B46;cup_csv.csv
B23D21007980001;Z4F3A03A21;cup_csv.csv
C17B20003640002;Z1938D3E19;cup_csv.csv
B18H25000860001;B80D920155;cup_csv.csv
F73J08000040001;ZCA2CC0618;cup_csv.csv
I87G22000270001;B903A11F39;cup_csv.csv
C64H16003300001;864163137F;cup_csv.csv
E73D21000690001;ZD93517AA6;cup_csv.csv
I19C12000030002;64015462E0;cup_csv.csv
G11B22000280006;9520888553;cup_csv.csv
J53D21001430001;B975229F58;cup_csv.csv
E97H21005520001;B56E7C84D1;cup_csv.csv
D31B09000120002;64301507A3;cup_csv.csv
B16B19000050003;A068804B4B;cup_csv.csv
H14H17000940004;Z2733471C8;cup_csv.csv
H14H17000940004;Z2F3A5DE8F;cup_csv.csv
D18G03000280005;7022382CF0;cup_csv.csv
B11B21006070001;B2FF5C1DEF;cup_csv.csv
G31B18000470007;B71BFA3A73;cup_csv.csv
D91B21005310002;9310323198;cup_csv.csv
F37J22000010007;B1FA2CB780;cup_csv.csv
F83H98000000001;Z3518754EF;cup_csv.csv
C61B03000140004;Z971F31D3A;cup_csv.csv
B85I17000320001;8620157A95;cup_csv.csv
E61B13000460002;Z0729CE2DF;cup_csv.csv
F85I21000050005;956827999C;cup_csv.csv
J53D21001430001;A01F7F8431;cup_csv.csv
G11B22001380009;B921964C3F;cup_csv.csv
E81D22000050003;94427335C7;cup_csv.csv
F91D22000070002;B008CF431B;cup_csv.csv
E81D22000050003;A06D6027C3;cup_csv.csv
B74E23000990003;B5B660F1FA;cup_csv.csv
D73I18000030005;Z702496A67;cup_csv.csv
J89D24000160001;B5312F8073;cup_csv.csv
C63D16001790008;ZEF329F929;cup_csv.csv
I42E20000050001;B2C0118182;cup_csv.csv
I81B06000030002;ZBC0337E17;cup_csv.csv
H15F21000630001;A03B3791E4;cup_csv.csv
J53D21001430001;9833205976;cup_csv.csv
H27E14000010005;4688255669;cup_csv.csv
B85I17000320001;7284921AFA;cup_csv.csv
J89D24000160001;B8998755DF;cup_csv.csv
J45B17000720002;7570014D29;cup_csv.csv
C63D16001790008;B7F446B7C6;cup_csv.csv
I71B02000030019;ZED0D16456;cup_csv.csv
J81B22001940006;B57EA8DFE8;cup_csv.csv
C63D16001790008;86891945B9;cup_csv.csv
E73D21000690001;ZF63756670;cup_csv.csv
C71B22000840006;9880715FF2;cup_csv.csv
H87G26000000002;BA73BDB79A;cup_csv.csv
H99H10000770003;28082690E4;cup_csv.csv
I16J17000570005;ZA82F7D06F;cup_csv.csv
I82C23000780001;B17FD60786;cup_csv.csv
F53H98000000001;ZED1A40C14;cup_csv.csv
F84H20001640001;Z6431890B9;cup_csv.csv
F83G22000620001;B861D8F48E;cup_csv.csv
D43H20000170001;8606878C67;cup_csv.csv
H18E23000180004;B6450C202F;cup_csv.csv
D84H25000710001;B8F0DBA613;cup_csv.csv
D72G18000050001;7882067773;cup_csv.csv
F11B02000250021;Z3309CAD09;cup_csv.csv
C64H16003300001;99190291AD;cup_csv.csv
B97B16000030003;Z1C23A30F3;cup_csv.csv
D63B05000020007;Z7A0D72852;cup_csv.csv
C68B22000170005;B925F62EA5;cup_csv.csv
B29J21000680001;B04367495D;cup_csv.csv
C63D16001790008;Z972C3189A;cup_csv.csv
H78H24000130001;B6E54D1DC2;cup_csv.csv
I71B02000030019;ZF007A0D8E;cup_csv.csv
J81B22001940006;A04390785D;cup_csv.csv
J81B22001940006;B77E22F8DC;cup_csv.csv
B81B04000140009;Z042C8BC6E;cup_csv.csv
F82B21000030005;B0CEC29C8C;cup_csv.csv
J97B15000400003;67635398F1;cup_csv.csv
C48D18000030003;8390756EE2;cup_csv.csv
E81D22000050003;9527918EA7;cup_csv.csv
G11B22001380009;9899946DDF;cup_csv.csv
B45B22000200001;983806868A;cup_csv.csv
I18I21000790006;B5146E23AA;cup_csv.csv
E61D22000030002;B646201B8B;cup_csv.csv
G71B21004430009;97228204E2;cup_csv.csv
E31B13000630003;862587051B;cup_csv.csv
G18C22001100006;B409AEBA70;cup_csv.csv
B12G19000420003;8076523D9C;cup_csv.csv
B99J18002450005;A0664002B8;cup_csv.csv
D71B17002010001;9535474A11;cup_csv.csv
J57B20000750001;A063A2586A;cup_csv.csv
F33H03000010001;Z98144A052;cup_csv.csv
C69D23000340001;989913831A;cup_csv.csv
F61B22001690004;B374DB61B1;cup_csv.csv
I82C23000780001;B821F9BCE4;cup_csv.csv
B99J18002450005;8354753049;cup_csv.csv
J81J22003700003;B10DA6075F;cup_csv.csv
C85C23001600007;B81DBE9FB8;cup_csv.csv
H99H05000020003;5322520A71;cup_csv.csv
C63D16001790008;Z4B323BBE5;cup_csv.csv
D91B18000030001;88448698CB;cup_csv.csv
F12F22001090004;B0DD93C05C;cup_csv.csv
J86I22000000006;96759140D5;cup_csv.csv
B26B18000100008;88011624A4;cup_csv.csv
H72C17000130002;BA4C63B25D;cup_csv.csv
C94F21000000005;9161489BE1;cup_csv.csv
J86I22000000006;B33032D779;cup_csv.csv
G84F22000480005;9182526C29;cup_csv.csv
B87G19000000005;7891555D30;cup_csv.csv
I94F22000040001;ZAA3C54442;cup_csv.csv
H53E23002510008;A06B34E475;cup_csv.csv
G53H20000070005;8622789695;cup_csv.csv
I87G22000270001;B1B34A59B3;cup_csv.csv
B21B05000450003;Z573485782;cup_csv.csv
I81B06000030002;ZB40307F2B;cup_csv.csv
D43H20000140001;9649437750;cup_csv.csv
I82C23000780001;B42671688D;cup_csv.csv
C35F21000210008;B83E7334AC;cup_csv.csv
H87G26000000002;BAF49BBAF2;cup_csv.csv
D17B04000080005;7068880051;cup_csv.csv
J12C22000130006;A040D2FA06;cup_csv.csv
C31H04000120005;8637511B8E;cup_csv.csv
C84F22000050005;9219906B1D;cup_csv.csv
D73I18000030005;Z133776DB1;cup_csv.csv
B71B15000160005;Z3E30DBF71;cup_csv.csv
F37J22000010007;B79374A615;cup_csv.csv
C11B21010580001;9736948FAA;cup_csv.csv
D51B17001660001;876482633A;cup_csv.csv
H99H10000770003;ZE5044CA27;cup_csv.csv
I18I21000790006;939509774E;cup_csv.csv
C75E22000170001;Z833D7EB6A;cup_csv.csv
B97H21005950001;96479181CD;cup_csv.csv
G31B18000470007;9001542373;cup_csv.csv
B11B13000160001;84286863B9;cup_csv.csv
B89H18000560001;98062315D1;cup_csv.csv
E41B06000410002;ZCB1DB53D3;cup_csv.csv
E61D22000030002;B7C80EADFD;cup_csv.csv
C57H21001050001;A00A4F1DFB;cup_csv.csv
F93G22000030001;A06AA76824;cup_csv.csv
D33D21006650008;B8C493A9DC;cup_csv.csv
