cap;municipality;municipality_norm;province;province_norm;province_code;region;latitude;longitude;accuracy
00010;Monteflavio;MONTEFLAVIO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Setteville;SETTEVILLE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Moricone;MORICONE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Borgo Santa Maria;BORGO SANTA MARIA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Marcellina;MARCELLINA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Gallicano Nel Lazio;GALLICANO NEL LAZIO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Poli;POLI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;San Gregorio Da Sassola;SAN GREGORIO DA SASSOLA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;San Polo Dei Cavalieri;SAN POLO DEI CAVALIERI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Casape;CASAPE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Montelibretti;MONTELIBRETTI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Setteville Di Guidonia;SETTEVILLE DI GUIDONIA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Sant'Angelo Romano;SANT ANGELO ROMANO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Montorio Romano;MONTORIO ROMANO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00011;Bagni Di Tivol;BAGNI DI TIVOL;Roma;ROMA;RM;Lazio;42.0102;12.7501;1
00012;Colle Verde;COLLE VERDE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Montecelio;MONTECELIO;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;La Botte;LA BOTTE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Villalba;VILLALBA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Villanova;VILLANOVA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Guidonia;GUIDONIA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Villanova Di Guidonia;VILLANOVA DI GUIDONIA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Albuccione;ALBUCCIONE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Guidonia Montecelio;GUIDONIA MONTECELIO;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00013;Tor Lupara;TOR LUPARA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Fonte Nuova;FONTE NUOVA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Castelchiodato;CASTELCHIODATO;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Torlupara Di Mentana;TORLUPARA DI MENTANA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Santa Lucia;SANTA LUCIA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Mentana;MENTANA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00015;Monterotondo;MONTEROTONDO;Roma;ROMA;RM;Lazio;42.0516;12.6197;4
00015;Monterotondo Stazione;MONTEROTONDO STAZIONE;Roma;ROMA;RM;Lazio;42.0516;12.6197;4
00017;Nerola;NEROLA;Roma;ROMA;RM;Lazio;42.162;12.7642;4
00017;Acquaviva;ACQUAVIVA;Roma;ROMA;RM;Lazio;42.162;12.7642;4
00018;Cretone;CRETONE;Roma;ROMA;RM;Lazio;42.07015;12.7352;4
00018;Palombara Sabina;PALOMBARA SABINA;Roma;ROMA;RM;Lazio;42.07015;12.7352;4
00019;Arci;ARCI;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Empolitana;EMPOLITANA;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Pontelucano;PONTELUCANO;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Tivoli Terme;TIVOLI TERME;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Tivoli;TIVOLI;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Villa Adriana;VILLA ADRIANA;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Bivio San Polo;BIVIO SAN POLO;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00020;Altipiani Di Arcinazzo;ALTIPIANI DI ARCINAZZO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Cervara Di Roma;CERVARA DI ROMA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Agosta;AGOSTA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Madonna Della Pace;MADONNA DELLA PACE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Vivaro Romano;VIVARO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Marano Equo;MARANO EQUO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Ciciliano;CICILIANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Saracinesco;SARACINESCO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Percile;PERCILE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Canterano;CANTERANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Mandela;MANDELA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Sambuci;SAMBUCI;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Cerreto Laziale;CERRETO LAZIALE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Jenne;JENNE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Rocca Canterano;ROCCA CANTERANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Vallinfreda;VALLINFREDA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Pisoniano;PISONIANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roccagiovine;ROCCAGIOVINE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Riofreddo;RIOFREDDO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Arcinazzo Romano;ARCINAZZO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Camerata Nuova;CAMERATA NUOVA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Cineto Romano;CINETO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Vallepietra;VALLEPIETRA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00021;Affile;AFFILE;Roma;ROMA;RM;Lazio;41.8844;13.0985;4
00022;Anticoli Corrado;ANTICOLI CORRADO;Roma;ROMA;RM;Lazio;42.008;12.9905;4
00023;Arsoli;ARSOLI;Roma;ROMA;RM;Lazio;42.0416;13.0161;4
00024;Castel Madama;CASTEL MADAMA;Roma;ROMA;RM;Lazio;41.9735;12.8678;4
00025;Gerano;GERANO;Roma;ROMA;RM;Lazio;41.9347;12.9903;4
00026;Licenza;LICENZA;Roma;ROMA;RM;Lazio;42.0776;12.8976;4
00026;Civitella;CIVITELLA;Roma;ROMA;RM;Lazio;42.0776;12.8976;4
00027;Roviano;ROVIANO;Roma;ROMA;RM;Lazio;42.0264;12.9939;4
00028;Subiaco;SUBIACO;Roma;ROMA;RM;Lazio;41.9262;13.0891;4
00029;Vicovaro;VICOVARO;Roma;ROMA;RM;Lazio;42.0192;12.9;4
00030;Gorga;GORGA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;San Cesareo;SAN CESAREO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Labico;LABICO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Montelanico;MONTELANICO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Bellegra;BELLEGRA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Guadagnolo;GUADAGNOLO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Capranica Prenestina;CAPRANICA PRENESTINA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;San Vito Romano;SAN VITO ROMANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roiate;ROIATE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Colonna;COLONNA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Gavignano;GAVIGNANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Rocca Santo Stefano;ROCCA SANTO STEFANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Genazzano;GENAZZANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Castel San Pietro Romano;CASTEL SAN PIETRO ROMANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Colonna Stazione;COLONNA STAZIONE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Rocca Di Cave;ROCCA DI CAVE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00031;Artena;ARTENA;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00031;Colubro;COLUBRO;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00031;Macere;MACERE;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00032;Carpineto Romano;CARPINETO ROMANO;Roma;ROMA;RM;Lazio;41.6047;13.0841;4
00033;San Bartolomeo;SAN BARTOLOMEO;Roma;ROMA;RM;Lazio;41.81545;12.929;4
00033;Cave;CAVE;Roma;ROMA;RM;Lazio;41.81545;12.929;4
00034;Colleferro Scalo;COLLEFERRO SCALO;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00034;Colleferro Stazione;COLLEFERRO STAZIONE;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00034;Colleferro;COLLEFERRO;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00035;Olevano Romano;OLEVANO ROMANO;Roma;ROMA;RM;Lazio;41.8587;13.036;4
00036;Carchitti;CARCHITTI;Roma;ROMA;RM;Lazio;41.8098;12.8557;4
00036;Palestrina;PALESTRINA;Roma;ROMA;RM;Lazio;41.8098;12.8557;4
00037;Segni;SEGNI;Roma;ROMA;RM;Lazio;41.6889;13.0193;4
00038;Valmontone;VALMONTONE;Roma;ROMA;RM;Lazio;41.7732;12.9186;4
00039;Valle Martella;VALLE MARTELLA;Roma;ROMA;RM;Lazio;41.85995;12.7811;4
00039;Zagarolo;ZAGAROLO;Roma;ROMA;RM;Lazio;41.85995;12.7811;4
00040;Marina Di Ardea;MARINA DI ARDEA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Tor San Lorenzo;TOR SAN LORENZO;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Ardea;ARDEA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Frattocchie;FRATTOCCHIE;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Rocca Di Papa;ROCCA DI PAPA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Ponte Sulla Moletta;PONTE SULLA MOLETTA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Santa Maria Delle Mole;SANTA MARIA DELLE MOLE;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00041;Cecchina Stazione;CECCHINA STAZIONE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Cecchina;CECCHINA;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Albano Laziale;ALBANO LAZIALE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Pavona;PAVONA;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Pavona Stazione;PAVONA STAZIONE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00042;Lido Dei Pini;LIDO DEI PINI;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Anzio;ANZIO;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Lavinio Lido Di Enea;LAVINIO LIDO DI ENEA;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Colonia Di Anzio;COLONIA DI ANZIO;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00043;Ciampino Aeroporto;CIAMPINO AEROPORTO;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00043;Casabianca;CASABIANCA;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00043;Ciampino;CIAMPINO;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00044;Frascati;FRASCATI;Roma;ROMA;RM;Lazio;41.8091;12.6794;4
00044;Vermicino;VERMICINO;Roma;ROMA;RM;Lazio;41.8091;12.6794;4
00045;Pedica;PEDICA;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00045;Landi;LANDI;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00045;Genzano Di Roma;GENZANO DI ROMA;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00046;Poggio Tulliano;POGGIO TULLIANO;Roma;ROMA;RM;Lazio;41.7866;12.6714;3
00046;Grottaferrata;GROTTAFERRATA;Roma;ROMA;RM;Lazio;41.7866;12.6714;3
00047;Marino;MARINO;Roma;ROMA;RM;Lazio;41.7698;12.6592;4
00048;Nettuno;NETTUNO;Roma;ROMA;RM;Lazio;41.4579;12.6639;4
00049;Velletri;VELLETRI;Roma;ROMA;RM;Lazio;41.6857;12.7775;4
00050;Testa Di Lepre Di Sopra;TESTA DI LEPRE DI SOPRA;Roma;ROMA;RM;Lazio;41.9623;12.2851;4
00051;La Bianca;LA BIANCA;Roma;ROMA;RM;Lazio;42.15265;11.9043;4
00051;Allumiere;ALLUMIERE;Roma;ROMA;RM;Lazio;42.15265;11.9043;4
00052;Ceri;CERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Cerveteri;CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Marina Di Cerveteri;MARINA DI CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Borgo San Martino Di Cerveteri;BORGO SAN MARTINO DI CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Cerenova;CERENOVA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Stazione Di Furbara;STAZIONE DI FURBARA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Furbara Cerenova;FURBARA CERENOVA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00053;Aurelia Di Civitavecchia;AURELIA DI CIVITAVECCHIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00053;Civitavecchia;CIVITAVECCHIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00053;Aurelia;AURELIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00054;Fregene;FREGENE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Maccarese;MACCARESE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Testa Di Lepre;TESTA DI LEPRE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Isola Sacra;ISOLA SACRA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Ara Nova;ARA NOVA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Focene;FOCENE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Fiumicino Aeroporto;FIUMICINO AEROPORTO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Torrimpietra;TORRIMPIETRA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Fiumicino;FIUMICINO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Passo Oscuro;PASSO OSCURO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00055;Ladispoli;LADISPOLI;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00055;Marina San Nicola;MARINA SAN NICOLA;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00055;Palo;PALO;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00057;Pantano Di Grano;PANTANO DI GRANO;Roma;ROMA;RM;Lazio;41.8833;12.3333;3
00057;Malagrotta;MALAGROTTA;Roma;ROMA;RM;Lazio;41.8833;12.3333;3
00058;Santa Severa;SANTA SEVERA;Roma;ROMA;RM;Lazio;42.0292;11.9013;4
00058;Santa Marinella;SANTA MARINELLA;Roma;ROMA;RM;Lazio;42.0292;11.9013;4
00059;Tolfa;TOLFA;Roma;ROMA;RM;Lazio;42.08655;11.9525;4
00059;Santa Severa Nord;SANTA SEVERA NORD;Roma;ROMA;RM;Lazio;42.08655;11.9525;4
00060;Ponte Storto;PONTE STORTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Monte Caminetto;MONTE CAMINETTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Belvedere;BELVEDERE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Nazzano;NAZZANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Terme Di Stiglian;TERME DI STIGLIAN;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Bellavista;BELLAVISTA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Bagni Di Stigliano;BAGNI DI STIGLIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Riano;RIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Sacrofano;SACROFANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Le Rughe;LE RUGHE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Canale Monterano;CANALE MONTERANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Ponzano Romano;PONZANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Montevirginio;MONTEVIRGINIO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Formello;FORMELLO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Civitella San Paolo;CIVITELLA SAN PAOLO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Sant'Oreste;SANT ORESTE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Torrita Tiberina;TORRITA TIBERINA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Castelnuovo Di Porto;CASTELNUOVO DI PORTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Filacciano;FILACCIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Terrazze;TERRAZZE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Girardi;GIRARDI;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Mazzano Romano;MAZZANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Bivio Di Capanelle;BIVIO DI CAPANELLE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Magliano Romano;MAGLIANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Capena;CAPENA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00061;Anguillara Sabazia;ANGUILLARA SABAZIA;Roma;ROMA;RM;Lazio;42.0792;12.2837;4
00062;Bracciano;BRACCIANO;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Castel Giuliano;CASTEL GIULIANO;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Rinascente;RINASCENTE;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Vigna Di Valle;VIGNA DI VALLE;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00063;Campagnano Di Roma;CAMPAGNANO DI ROMA;Roma;ROMA;RM;Lazio;42.1357;12.3736;4
00065;Feronia;FERONIA;Roma;ROMA;RM;Lazio;42.1554;12.5947;3
00065;Fiano Romano;FIANO ROMANO;Roma;ROMA;RM;Lazio;42.1554;12.5947;3
00066;Quadroni;QUADRONI;Roma;ROMA;RM;Lazio;42.13165;12.12105;4
00066;Manziana;MANZIANA;Roma;ROMA;RM;Lazio;42.13165;12.12105;4
00067;Morlupo;MORLUPO;Roma;ROMA;RM;Lazio;42.15;12.5031;4
00068;Rignano Flaminio;RIGNANO FLAMINIO;Roma;ROMA;RM;Lazio;42.2055;12.4807;4
00069;Trevignano Romano;TREVIGNANO ROMANO;Roma;ROMA;RM;Lazio;42.16345;12.2189;4
00069;Vicarello;VICARELLO;Roma;ROMA;RM;Lazio;42.16345;12.2189;4
00071;Torvaianica;TORVAIANICA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Pratica Di Mare;PRATICA DI MARE;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Pomezia;POMEZIA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Santa Palomba;SANTA PALOMBA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00072;Ariccia;ARICCIA;Roma;ROMA;RM;Lazio;41.71865;12.6695;4
00072;Galloro;GALLORO;Roma;ROMA;RM;Lazio;41.71865;12.6695;4
00073;Castel Gandolfo;CASTEL GANDOLFO;Roma;ROMA;RM;Lazio;41.7488;12.6497;4
00073;Laghetto Di Castel Gandolfo;LAGHETTO DI CASTEL GANDOLFO;Roma;ROMA;RM;Lazio;41.7488;12.6497;4
00074;Nemi;NEMI;Roma;ROMA;RM;Lazio;41.7218;12.7181;4
00075;Lanuvio;LANUVIO;Roma;ROMA;RM;Lazio;41.673;12.694;4
00075;Pascolare;PASCOLARE;Roma;ROMA;RM;Lazio;41.673;12.694;4
00076;Lariano;LARIANO;Roma;ROMA;RM;Lazio;41.7185;12.8287;4
00077;Laghetto Di Montecompatri;LAGHETTO DI MONTECOMPATRI;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00077;Molara;MOLARA;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00077;Montecompatri;MONTECOMPATRI;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00078;Monte Porzio Catone;MONTE PORZIO CATONE;Roma;ROMA;RM;Lazio;41.814350000000005;12.70105;4
00078;Armetta;ARMETTA;Roma;ROMA;RM;Lazio;41.814350000000005;12.70105;4
00079;Colle Di Fuori;COLLE DI FUORI;Roma;ROMA;RM;Lazio;41.7834;12.7863;4
00079;Rocca Priora;ROCCA PRIORA;Roma;ROMA;RM;Lazio;41.7834;12.7863;4
00118;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00119;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00119;Ostia Antica;OSTIA ANTICA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00120;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00121;Roma;ROMA;Roma;ROMA;RM;Lazio;41.812;12.3939;4
00121;Lido Di Ostia Ponente;LIDO DI OSTIA PONENTE;Roma;ROMA;RM;Lazio;41.812;12.3939;4
00122;Lido Di Ostia Levante;LIDO DI OSTIA LEVANTE;Roma;ROMA;RM;Lazio;41.7897;12.409525;3
00122;Roma;ROMA;Roma;ROMA;RM;Lazio;41.7897;12.409525;3
00122;Castel Porziano;CASTEL PORZIANO;Roma;ROMA;RM;Lazio;41.7897;12.409525;3
00122;Castel Fusano;CASTEL FUSANO;Roma;ROMA;RM;Lazio;41.7897;12.409525;3
00123;La Storta;LA STORTA;Roma;ROMA;RM;Lazio;41.970333333333336;12.429133333333333;4
00123;Isola Farnese;ISOLA FARNESE;Roma;ROMA;RM;Lazio;41.970333333333336;12.429133333333333;4
00123;Roma;ROMA;Roma;ROMA;RM;Lazio;41.970333333333336;12.429133333333333;4
00124;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8202;12.4293;4
00124;Casal Palocco;CASAL PALOCCO;Roma;ROMA;RM;Lazio;41.8202;12.4293;4
00125;Acilia;ACILIA;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00125;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00126;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00127;Roma;ROMA;Roma;ROMA;RM;Lazio;41.824775;12.4425;4
00127;Risaro;RISARO;Roma;ROMA;RM;Lazio;41.824775;12.4425;4
00127;Mezzocammino;MEZZOCAMMINO;Roma;ROMA;RM;Lazio;41.824775;12.4425;4
00127;Vitinia;VITINIA;Roma;ROMA;RM;Lazio;41.824775;12.4425;4
00128;Malpasso;MALPASSO;Roma;ROMA;RM;Lazio;41.783640000000005;12.45832;3
00128;Castel Romano;CASTEL ROMANO;Roma;ROMA;RM;Lazio;41.783640000000005;12.45832;3
00128;Roma;ROMA;Roma;ROMA;RM;Lazio;41.783640000000005;12.45832;3
00128;Tor De' Cenci;TOR DE CENCI;Roma;ROMA;RM;Lazio;41.783640000000005;12.45832;3
00128;Castel Di Decima;CASTEL DI DECIMA;Roma;ROMA;RM;Lazio;41.783640000000005;12.45832;3
00131;Settecamini;SETTECAMINI;Roma;ROMA;RM;Lazio;41.9126;12.564;4
00131;Roma;ROMA;Roma;ROMA;RM;Lazio;41.9126;12.564;4
00132;Colle Della Valentina;COLLE DELLA VALENTINA;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00132;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00132;Borgata Borghesiana;BORGATA BORGHESIANA;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00132;Borgata Finocchio;BORGATA FINOCCHIO;Roma;ROMA;RM;Lazio;41.8919;12.5113;3
00133;Roma;ROMA;Roma;ROMA;RM;Lazio;41.866075;12.589625;4
00133;Torre Angela;TORRE ANGELA;Roma;ROMA;RM;Lazio;41.866075;12.589625;4
00133;Torre Gaia;TORRE GAIA;Roma;ROMA;RM;Lazio;41.866075;12.589625;4
00133;Torrenova;TORRENOVA;Roma;ROMA;RM;Lazio;41.866075;12.589625;4
00134;Castel Di Leva;CASTEL DI LEVA;Roma;ROMA;RM;Lazio;41.81503333333333;12.5345;4
00134;Roma;ROMA;Roma;ROMA;RM;Lazio;41.81503333333333;12.5345;4
00134;Divino Amore;DIVINO AMORE;Roma;ROMA;RM;Lazio;41.81503333333333;12.5345;4
00135;Roma;ROMA;Roma;ROMA;RM;Lazio;41.9376;12.455666666666668;4
00135;La Giustiniana;LA GIUSTINIANA;Roma;ROMA;RM;Lazio;41.9376;12.455666666666668;4
00135;Borgata Ottavia;BORGATA OTTAVIA;Roma;ROMA;RM;Lazio;41.9376;12.455666666666668;4
00136;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00137;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00138;Borgata Fidene;BORGATA FIDENE;Roma;ROMA;RM;Lazio;41.9751;12.5149;3
00138;Marcigliana;MARCIGLIANA;Roma;ROMA;RM;Lazio;41.9751;12.5149;3
