cap;branch;municipality;municipality_norm;province;province_norm;province_code;region;latitude;longitude;accuracy
00010;Roma Aurelia;Monteflavio;MONTEFLAVIO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Setteville;SETTEVILLE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Moricone;MORICONE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Borgo Santa Maria;BORGO SANTA MARIA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Marcellina;MARCELLINA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Gallicano Nel Lazio;GALLICANO NEL LAZIO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Poli;POLI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;San Gregorio Da Sassola;SAN GREGORIO DA SASSOLA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;San Polo Dei Cavalieri;SAN POLO DEI CAVALIERI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Casape;CASAPE;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Montelibretti;MONTELIBRETTI;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Setteville Di Guidonia;SETTEVILLE DI GUIDONIA;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Sant'Angelo Romano;SANT ANGELO ROMANO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00010;Roma Aurelia;Montorio Romano;MONTORIO ROMANO;Roma;ROMA;RM;Lazio;42.01355;12.78375;4
00011;Roma Nomentana;Bagni Di Tivol;BAGNI DI TIVOL;Roma;ROMA;RM;Lazio;42.0102;12.7501;1
00012;Roma Nomentana;Colle Verde;COLLE VERDE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Montecelio;MONTECELIO;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;La Botte;LA BOTTE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Villalba;VILLALBA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Villanova;VILLANOVA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Guidonia;GUIDONIA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Villanova Di Guidonia;VILLANOVA DI GUIDONIA;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Albuccione;ALBUCCIONE;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00012;Roma Nomentana;Guidonia Montecelio;GUIDONIA MONTECELIO;Roma;ROMA;RM;Lazio;41.97778888888889;12.72392222222222;4
00013;Roma Nomentana;Tor Lupara;TOR LUPARA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Roma Nomentana;Fonte Nuova;FONTE NUOVA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Roma Nomentana;Castelchiodato;CASTELCHIODATO;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Roma Nomentana;Torlupara Di Mentana;TORLUPARA DI MENTANA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Roma Nomentana;Santa Lucia;SANTA LUCIA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00013;Roma Nomentana;Mentana;MENTANA;Roma;ROMA;RM;Lazio;42.005183333333335;12.639483333333333;4
00015;Roma Nomentana;Monterotondo;MONTEROTONDO;Roma;ROMA;RM;Lazio;42.0516;12.6197;4
00015;Roma Nomentana;Monterotondo Stazione;MONTEROTONDO STAZIONE;Roma;ROMA;RM;Lazio;42.0516;12.6197;4
00017;Roma Nomentana;Nerola;NEROLA;Roma;ROMA;RM;Lazio;42.162;12.7642;4
00017;Roma Nomentana;Acquaviva;ACQUAVIVA;Roma;ROMA;RM;Lazio;42.162;12.7642;4
00018;Roma Nomentana;Cretone;CRETONE;Roma;ROMA;RM;Lazio;42.07015;12.7352;4
00018;Roma Nomentana;Palombara Sabina;PALOMBARA SABINA;Roma;ROMA;RM;Lazio;42.07015;12.7352;4
00019;Roma Nomentana;Arci;ARCI;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Empolitana;EMPOLITANA;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Pontelucano;PONTELUCANO;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Tivoli Terme;TIVOLI TERME;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Tivoli;TIVOLI;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Villa Adriana;VILLA ADRIANA;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00019;Roma Nomentana;Bivio San Polo;BIVIO SAN POLO;Roma;ROMA;RM;Lazio;41.9668;12.80237142857143;4
00020;Roma Aurelia;Altipiani Di Arcinazzo;ALTIPIANI DI ARCINAZZO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Cervara Di Roma;CERVARA DI ROMA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Agosta;AGOSTA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Madonna Della Pace;MADONNA DELLA PACE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Vivaro Romano;VIVARO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Marano Equo;MARANO EQUO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Ciciliano;CICILIANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Saracinesco;SARACINESCO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Percile;PERCILE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Canterano;CANTERANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Mandela;MANDELA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Sambuci;SAMBUCI;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Cerreto Laziale;CERRETO LAZIALE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Jenne;JENNE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Rocca Canterano;ROCCA CANTERANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Vallinfreda;VALLINFREDA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Pisoniano;PISONIANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Roccagiovine;ROCCAGIOVINE;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Riofreddo;RIOFREDDO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Arcinazzo Romano;ARCINAZZO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Camerata Nuova;CAMERATA NUOVA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Cineto Romano;CINETO ROMANO;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00020;Roma Aurelia;Vallepietra;VALLEPIETRA;Roma;ROMA;RM;Lazio;41.98497826086957;13.02178695652174;4
00021;Roma Aurelia;Affile;AFFILE;Roma;ROMA;RM;Lazio;41.8844;13.0985;4
00022;Roma Nomentana;Anticoli Corrado;ANTICOLI CORRADO;Roma;ROMA;RM;Lazio;42.008;12.9905;4
00023;Roma Nomentana;Arsoli;ARSOLI;Roma;ROMA;RM;Lazio;42.0416;13.0161;4
00024;Roma Nomentana;Castel Madama;CASTEL MADAMA;Roma;ROMA;RM;Lazio;41.9735;12.8678;4
00025;Roma Aurelia;Gerano;GERANO;Roma;ROMA;RM;Lazio;41.9347;12.9903;4
00026;Roma Nomentana;Licenza;LICENZA;Roma;ROMA;RM;Lazio;42.0776;12.8976;4
00026;Roma Nomentana;Civitella;CIVITELLA;Roma;ROMA;RM;Lazio;42.0776;12.8976;4
00027;Roma Nomentana;Roviano;ROVIANO;Roma;ROMA;RM;Lazio;42.0264;12.9939;4
00028;Roma Aurelia;Subiaco;SUBIACO;Roma;ROMA;RM;Lazio;41.9262;13.0891;4
00029;Roma Nomentana;Vicovaro;VICOVARO;Roma;ROMA;RM;Lazio;42.0192;12.9;4
00030;Roma Aurelia;Gorga;GORGA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;San Cesareo;SAN CESAREO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Labico;LABICO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Montelanico;MONTELANICO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Bellegra;BELLEGRA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Guadagnolo;GUADAGNOLO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Capranica Prenestina;CAPRANICA PRENESTINA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;San Vito Romano;SAN VITO ROMANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Roiate;ROIATE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Colonna;COLONNA;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Gavignano;GAVIGNANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Rocca Santo Stefano;ROCCA SANTO STEFANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Genazzano;GENAZZANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Castel San Pietro Romano;CASTEL SAN PIETRO ROMANO;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Colonna Stazione;COLONNA STAZIONE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00030;Roma Aurelia;Rocca Di Cave;ROCCA DI CAVE;Roma;ROMA;RM;Lazio;41.820425;12.9464875;4
00031;Roma Aurelia;Artena;ARTENA;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00031;Roma Aurelia;Colubro;COLUBRO;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00031;Roma Aurelia;Macere;MACERE;Roma;ROMA;RM;Lazio;41.7417;12.877433333333334;4
00032;Roma Aurelia;Carpineto Romano;CARPINETO ROMANO;Roma;ROMA;RM;Lazio;41.6047;13.0841;4
00033;Roma Aurelia;San Bartolomeo;SAN BARTOLOMEO;Roma;ROMA;RM;Lazio;41.81545;12.929;4
00033;Roma Aurelia;Cave;CAVE;Roma;ROMA;RM;Lazio;41.81545;12.929;4
00034;Roma Aurelia;Colleferro Scalo;COLLEFERRO SCALO;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00034;Roma Aurelia;Colleferro Stazione;COLLEFERRO STAZIONE;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00034;Roma Aurelia;Colleferro;COLLEFERRO;Roma;ROMA;RM;Lazio;41.7272;13.004799999999998;3
00035;Roma Aurelia;Olevano Romano;OLEVANO ROMANO;Roma;ROMA;RM;Lazio;41.8587;13.036;4
00036;Roma Aurelia;Carchitti;CARCHITTI;Roma;ROMA;RM;Lazio;41.8098;12.8557;4
00036;Roma Aurelia;Palestrina;PALESTRINA;Roma;ROMA;RM;Lazio;41.8098;12.8557;4
00037;Roma Aurelia;Segni;SEGNI;Roma;ROMA;RM;Lazio;41.6889;13.0193;4
00038;Roma Aurelia;Valmontone;VALMONTONE;Roma;ROMA;RM;Lazio;41.7732;12.9186;4
00039;Roma Aurelia;Valle Martella;VALLE MARTELLA;Roma;ROMA;RM;Lazio;41.85995;12.7811;4
00039;Roma Aurelia;Zagarolo;ZAGAROLO;Roma;ROMA;RM;Lazio;41.85995;12.7811;4
00040;Roma Aurelia;Marina Di Ardea;MARINA DI ARDEA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Tor San Lorenzo;TOR SAN LORENZO;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Ardea;ARDEA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Frattocchie;FRATTOCCHIE;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Rocca Di Papa;ROCCA DI PAPA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Ponte Sulla Moletta;PONTE SULLA MOLETTA;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00040;Roma Aurelia;Santa Maria Delle Mole;SANTA MARIA DELLE MOLE;Roma;ROMA;RM;Lazio;41.67108571428572;12.589085714285714;4
00041;Roma Aurelia;Cecchina Stazione;CECCHINA STAZIONE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Roma Aurelia;Cecchina;CECCHINA;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Roma Aurelia;Albano Laziale;ALBANO LAZIALE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Roma Aurelia;Pavona;PAVONA;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00041;Roma Aurelia;Pavona Stazione;PAVONA STAZIONE;Roma;ROMA;RM;Lazio;41.71854;12.6288;3
00042;Roma Aurelia;Lido Dei Pini;LIDO DEI PINI;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Roma Aurelia;Anzio;ANZIO;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Roma Aurelia;Lavinio Lido Di Enea;LAVINIO LIDO DI ENEA;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00042;Roma Aurelia;Colonia Di Anzio;COLONIA DI ANZIO;Roma;ROMA;RM;Lazio;41.4946;12.6057;4
00043;Roma Aurelia;Ciampino Aeroporto;CIAMPINO AEROPORTO;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00043;Roma Aurelia;Casabianca;CASABIANCA;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00043;Roma Aurelia;Ciampino;CIAMPINO;Roma;ROMA;RM;Lazio;41.8006;12.6016;3
00044;Roma Aurelia;Frascati;FRASCATI;Roma;ROMA;RM;Lazio;41.8091;12.6794;4
00044;Roma Aurelia;Vermicino;VERMICINO;Roma;ROMA;RM;Lazio;41.8091;12.6794;4
00045;Roma Aurelia;Pedica;PEDICA;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00045;Roma Aurelia;Landi;LANDI;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00045;Roma Aurelia;Genzano Di Roma;GENZANO DI ROMA;Roma;ROMA;RM;Lazio;41.66296666666667;12.706733333333332;4
00046;Roma Aurelia;Poggio Tulliano;POGGIO TULLIANO;Roma;ROMA;RM;Lazio;41.7866;12.6714;3
00046;Roma Aurelia;Grottaferrata;GROTTAFERRATA;Roma;ROMA;RM;Lazio;41.7866;12.6714;3
00047;Roma Aurelia;Marino;MARINO;Roma;ROMA;RM;Lazio;41.7698;12.6592;4
00048;Roma Aurelia;Nettuno;NETTUNO;Roma;ROMA;RM;Lazio;41.4579;12.6639;4
00049;Roma Aurelia;Velletri;VELLETRI;Roma;ROMA;RM;Lazio;41.6857;12.7775;4
00050;Roma Aurelia;Testa Di Lepre Di Sopra;TESTA DI LEPRE DI SOPRA;Roma;ROMA;RM;Lazio;41.9623;12.2851;4
00051;Roma Aurelia;La Bianca;LA BIANCA;Roma;ROMA;RM;Lazio;42.15265;11.9043;4
00051;Roma Aurelia;Allumiere;ALLUMIERE;Roma;ROMA;RM;Lazio;42.15265;11.9043;4
00052;Roma Aurelia;Ceri;CERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Cerveteri;CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Marina Di Cerveteri;MARINA DI CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Borgo San Martino Di Cerveteri;BORGO SAN MARTINO DI CERVETERI;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Cerenova;CERENOVA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Stazione Di Furbara;STAZIONE DI FURBARA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00052;Roma Aurelia;Furbara Cerenova;FURBARA CERENOVA;Roma;ROMA;RM;Lazio;41.98831428571429;12.0988;4
00053;Roma Aurelia;Aurelia Di Civitavecchia;AURELIA DI CIVITAVECCHIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00053;Roma Aurelia;Civitavecchia;CIVITAVECCHIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00053;Roma Aurelia;Aurelia;AURELIA;Roma;ROMA;RM;Lazio;42.12383333333333;11.7903;4
00054;Roma Aurelia;Fregene;FREGENE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Maccarese;MACCARESE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Testa Di Lepre;TESTA DI LEPRE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Isola Sacra;ISOLA SACRA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Ara Nova;ARA NOVA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Focene;FOCENE;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Fiumicino Aeroporto;FIUMICINO AEROPORTO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Torrimpietra;TORRIMPIETRA;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Fiumicino;FIUMICINO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00054;Roma Aurelia;Passo Oscuro;PASSO OSCURO;Roma;ROMA;RM;Lazio;41.84932;12.2239;4
00055;Roma Aurelia;Ladispoli;LADISPOLI;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00055;Roma Aurelia;Marina San Nicola;MARINA SAN NICOLA;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00055;Roma Aurelia;Palo;PALO;Roma;ROMA;RM;Lazio;41.93833333333333;12.0984;4
00057;Roma Aurelia;Pantano Di Grano;PANTANO DI GRANO;Roma;ROMA;RM;Lazio;41.8833;12.3333;3
00057;Roma Aurelia;Malagrotta;MALAGROTTA;Roma;ROMA;RM;Lazio;41.8833;12.3333;3
00058;Roma Aurelia;Santa Severa;SANTA SEVERA;Roma;ROMA;RM;Lazio;42.0292;11.9013;4
00058;Roma Aurelia;Santa Marinella;SANTA MARINELLA;Roma;ROMA;RM;Lazio;42.0292;11.9013;4
00059;Roma Aurelia;Tolfa;TOLFA;Roma;ROMA;RM;Lazio;42.08655;11.9525;4
00059;Roma Aurelia;Santa Severa Nord;SANTA SEVERA NORD;Roma;ROMA;RM;Lazio;42.08655;11.9525;4
00060;Roma Nomentana;Ponte Storto;PONTE STORTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Monte Caminetto;MONTE CAMINETTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Belvedere;BELVEDERE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Nazzano;NAZZANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Terme Di Stiglian;TERME DI STIGLIAN;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Bellavista;BELLAVISTA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Bagni Di Stigliano;BAGNI DI STIGLIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Riano;RIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Sacrofano;SACROFANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Le Rughe;LE RUGHE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Canale Monterano;CANALE MONTERANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Ponzano Romano;PONZANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Montevirginio;MONTEVIRGINIO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Formello;FORMELLO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Civitella San Paolo;CIVITELLA SAN PAOLO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Sant'Oreste;SANT ORESTE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Torrita Tiberina;TORRITA TIBERINA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Castelnuovo Di Porto;CASTELNUOVO DI PORTO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Filacciano;FILACCIANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Terrazze;TERRAZZE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Girardi;GIRARDI;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Mazzano Romano;MAZZANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Bivio Di Capanelle;BIVIO DI CAPANELLE;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Magliano Romano;MAGLIANO ROMANO;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00060;Roma Nomentana;Capena;CAPENA;Roma;ROMA;RM;Lazio;42.144788;12.437308;3
00061;Roma Nomentana;Anguillara Sabazia;ANGUILLARA SABAZIA;Roma;ROMA;RM;Lazio;42.0792;12.2837;4
00062;Roma Nomentana;Bracciano;BRACCIANO;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Roma Nomentana;Castel Giuliano;CASTEL GIULIANO;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Roma Nomentana;Rinascente;RINASCENTE;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00062;Roma Nomentana;Vigna Di Valle;VIGNA DI VALLE;Roma;ROMA;RM;Lazio;42.0814;12.17755;4
00063;Roma Nomentana;Campagnano Di Roma;CAMPAGNANO DI ROMA;Roma;ROMA;RM;Lazio;42.1357;12.3736;4
00065;Roma Nomentana;Feronia;FERONIA;Roma;ROMA;RM;Lazio;42.1554;12.5947;3
00065;Roma Nomentana;Fiano Romano;FIANO ROMANO;Roma;ROMA;RM;Lazio;42.1554;12.5947;3
00066;Roma Nomentana;Quadroni;QUADRONI;Roma;ROMA;RM;Lazio;42.13165;12.12105;4
00066;Roma Nomentana;Manziana;MANZIANA;Roma;ROMA;RM;Lazio;42.13165;12.12105;4
00067;Roma Nomentana;Morlupo;MORLUPO;Roma;ROMA;RM;Lazio;42.15;12.5031;4
00068;Roma Nomentana;Rignano Flaminio;RIGNANO FLAMINIO;Roma;ROMA;RM;Lazio;42.2055;12.4807;4
00069;Roma Nomentana;Trevignano Romano;TREVIGNANO ROMANO;Roma;ROMA;RM;Lazio;42.16345;12.2189;4
00069;Roma Nomentana;Vicarello;VICARELLO;Roma;ROMA;RM;Lazio;42.16345;12.2189;4
00071;Roma Aurelia;Torvaianica;TORVAIANICA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Roma Aurelia;Pratica Di Mare;PRATICA DI MARE;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Roma Aurelia;Pomezia;POMEZIA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00071;Roma Aurelia;Santa Palomba;SANTA PALOMBA;Roma;ROMA;RM;Lazio;41.664475;12.5036;4
00072;Roma Aurelia;Ariccia;ARICCIA;Roma;ROMA;RM;Lazio;41.71865;12.6695;4
00072;Roma Aurelia;Galloro;GALLORO;Roma;ROMA;RM;Lazio;41.71865;12.6695;4
00073;Roma Aurelia;Castel Gandolfo;CASTEL GANDOLFO;Roma;ROMA;RM;Lazio;41.7488;12.6497;4
00073;Roma Aurelia;Laghetto Di Castel Gandolfo;LAGHETTO DI CASTEL GANDOLFO;Roma;ROMA;RM;Lazio;41.7488;12.6497;4
00074;Roma Aurelia;Nemi;NEMI;Roma;ROMA;RM;Lazio;41.7218;12.7181;4
00075;Roma Aurelia;Lanuvio;LANUVIO;Roma;ROMA;RM;Lazio;41.673;12.694;4
00075;Roma Aurelia;Pascolare;PASCOLARE;Roma;ROMA;RM;Lazio;41.673;12.694;4
00076;Roma Aurelia;Lariano;LARIANO;Roma;ROMA;RM;Lazio;41.7185;12.8287;4
00077;Roma Aurelia;Laghetto Di Montecompatri;LAGHETTO DI MONTECOMPATRI;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00077;Roma Aurelia;Molara;MOLARA;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00077;Roma Aurelia;Montecompatri;MONTECOMPATRI;Roma;ROMA;RM;Lazio;41.82816666666667;12.733399999999998;3
00078;Roma Aurelia;Monte Porzio Catone;MONTE PORZIO CATONE;Roma;ROMA;RM;Lazio;41.814350000000005;12.70105;4
00078;Roma Aurelia;Armetta;ARMETTA;Roma;ROMA;RM;Lazio;41.814350000000005;12.70105;4
00079;Roma Aurelia;Colle Di Fuori;COLLE DI FUORI;Roma;ROMA;RM;Lazio;41.7834;12.7863;4
00079;Roma Aurelia;Rocca Priora;ROCCA PRIORA;Roma;ROMA;RM;Lazio;41.7834;12.7863;4
00118;Roma Aurelia;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00119;Roma Aurelia;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00119;Roma Aurelia;Ostia Antica;OSTIA ANTICA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
00120;Roma Aurelia;Roma;ROMA;Roma;ROMA;RM;Lazio;41.8919;12.5113;4
