cap;branch
56028;Livorno
56029;Livorno
56030;Livorno
56031;Livorno
56032;Livorno
56033;Livorno
56034;Livorno
56035;Livorno
56036;Livorno
56037;Livorno
56038;Livorno
56040;Livorno
56041;Livorno
56042;Livorno
56043;Livorno
56045;Livorno
56046;Livorno
56048;Livorno
56100;Livorno
56121;Livorno
56122;Livorno
56123;Livorno
56124;Livorno
56125;Livorno
56126;Livorno
56127;Livorno
56128;Livorno
57010;Livorno
57011;Livorno
57012;Livorno
57013;Livorno
57014;Livorno
57016;Livorno
57017;Livorno
57018;Livorno
57020;Livorno
57021;Livorno
57022;Livorno
57023;Livorno
57024;Livorno
57025;Livorno
57027;Livorno
57028;Livorno
57030;Livorno
57031;Livorno
57032;Livorno
57033;Livorno
57034;Livorno
57036;Livorno
57037;Livorno
57038;Livorno
57039;Livorno
57100;Livorno
57121;Livorno
57122;Livorno
57123;Livorno
57124;Livorno
57125;Livorno
57126;Livorno
57127;Livorno
57128;Livorno
58010;Livorno
58011;Livorno
58012;Livorno
58014;Livorno
58015;Livorno
58017;Livorno
58019;Livorno
58020;Livorno
58022;Livorno
58023;Livorno
58024;Livorno
58025;Livorno
58026;Livorno
58031;Livorno
58033;Livorno
58034;Livorno
58036;Livorno
58037;Livorno
58038;Livorno
58042;Livorno
58043;Livorno
58044;Livorno
58045;Livorno
58051;Livorno
58053;Livorno
58054;Livorno
58055;Livorno
58100;Livorno
59013;Firenze
59015;Firenze
59016;Firenze
59021;Firenze
59024;Firenze
59025;Firenze
59026;Firenze
59028;Firenze
59100;Firenze
60010;Rimini
60011;Rimini
60012;Rimini
60013;Rimini
60015;Rimini
60018;Rimini
60019;Rimini
60020;Rimini
60021;Rimini
60022;Rimini
60024;Rimini
60025;Rimini
60026;Rimini
60027;Rimini
60030;Rimini
60031;Rimini
60033;Rimini
60034;Rimini
60035;Rimini
60036;Rimini
60037;Rimini
60038;Rimini
60039;Rimini
60040;Rimini
60041;Rimini
60043;Rimini
60044;Rimini
60048;Rimini
60100;Rimini
60121;Rimini
60122;Rimini
60123;Rimini
60124;Rimini
60125;Rimini
60126;Rimini
60127;Rimini
60128;Rimini
60129;Rimini
60130;Rimini
60131;Rimini
61010;Rimini
61011;Rimini
61012;Rimini
61013;Rimini
61014;Rimini
61020;Rimini
61021;Rimini
61022;Rimini
61023;Rimini
61024;Rimini
61025;Rimini
61026;Rimini
61028;Rimini
61029;Rimini
61030;Rimini
61032;Rimini
61033;Rimini
61034;Rimini
61036;Rimini
61037;Rimini
61038;Rimini
61039;Rimini
61040;Rimini
61041;Rimini
61042;Rimini
61043;Rimini
61044;Rimini
61045;Rimini
61046;Rimini
61047;Rimini
61048;Rimini
61049;Rimini
61100;Rimini
61121;Rimini
61122;Rimini
62010;Rimini
62011;Rimini
62012;Rimini
62014;Rimini
62015;Rimini
62017;Rimini
62018;Rimini
62019;Rimini
62020;Rimini
62021;Rimini
62022;Rimini
62024;Rimini
62025;Rimini
62026;Rimini
62027;Rimini
62028;Rimini
62029;Rimini
62031;Rimini
62032;Rimini
62034;Rimini
62035;Rimini
62036;Rimini
62038;Rimini
62039;Rimini
62100;Rimini
63012;Rimini
63013;Rimini
63016;Rimini
63017;Rimini
63029;Rimini
63039;Rimini
63043;Rimini
63044;Rimini
63061;Rimini
63062;Rimini
63063;Rimini
63065;Rimini
63067;Rimini
63068;Rimini
63069;Rimini
63071;Rimini
63072;Rimini
63073;Rimini
63075;Rimini
63076;Rimini
63077;Rimini
63078;Rimini
63079;Rimini
63081;Rimini
63082;Rimini
63083;Rimini
63084;Rimini
63085;Rimini
63086;Rimini
63087;Rimini
63088;Rimini
63091;Rimini
63092;Rimini
63093;Rimini
63094;Rimini
63095;Rimini
63100;Rimini
63811;Rimini
63812;Rimini
63813;Rimini
63814;Rimini
63815;Rimini
63816;Rimini
63821;Rimini
63823;Rimini
63825;Rimini
63826;Rimini
63828;Rimini
63831;Rimini
63832;Rimini
63833;Rimini
63834;Rimini
63835;Rimini
63836;Rimini
63837;Rimini
63839;Rimini
63841;Rimini
63842;Rimini
63843;Rimini
63844;Rimini
63845;Rimini
63846;Rimini
63847;Rimini
63848;Rimini
63851;Rimini
63852;Rimini
63853;Rimini
63854;Rimini
63855;Rimini
63856;Rimini
63857;Rimini
63900;Rimini
64010;Roma Nomentana
64011;Roma Nomentana
64012;Roma Nomentana
64013;Roma Nomentana
64014;Roma Nomentana
64015;Roma Nomentana
64016;Roma Nomentana
64018;Roma Nomentana
64020;Roma Nomentana
64021;Roma Nomentana
64023;Roma Nomentana
64024;Roma Nomentana
64025;Roma Nomentana
64026;Roma Nomentana
64027;Roma Nomentana
64028;Roma Nomentana
64030;Roma Nomentana
64031;Roma Nomentana
64032;Roma Nomentana
64033;Roma Nomentana
64034;Roma Nomentana
64035;Roma Nomentana
64036;Roma Nomentana
64037;Roma Nomentana
64039;Roma Nomentana
64040;Roma Nomentana
64041;Roma Nomentana
64042;Roma Nomentana
64043;Roma Nomentana
64044;Roma Nomentana
64045;Roma Nomentana
64046;Roma Nomentana
64047;Roma Nomentana
64049;Roma Nomentana
64100;Roma Nomentana
65010;Roma Nomentana
65011;Roma Nomentana
65012;Roma Nomentana
65013;Roma Nomentana
65014;Roma Nomentana
65015;Roma Nomentana
65017;Roma Nomentana
65019;Roma Nomentana
65020;Roma Nomentana
65022;Roma Nomentana
65023;Roma Nomentana
65024;Roma Nomentana
65025;Roma Nomentana
65026;Roma Nomentana
65027;Roma Nomentana
65028;Roma Nomentana
65029;Roma Nomentana
65100;Roma Nomentana
65121;Roma Nomentana
65122;Roma Nomentana
65123;Roma Nomentana
65124;Roma Nomentana
65125;Roma Nomentana
65126;Roma Nomentana
65127;Roma Nomentana
65128;Roma Nomentana
65129;Roma Nomentana
66010;Roma Nomentana
66011;Roma Nomentana
66012;Roma Nomentana
66014;Roma Nomentana
66015;Roma Nomentana
66016;Roma Nomentana
66017;Roma Nomentana
66018;Roma Nomentana
66019;Roma Nomentana
66020;Roma Nomentana
66021;Roma Nomentana
66022;Roma Nomentana
66023;Roma Nomentana
66026;Roma Nomentana
66030;Roma Nomentana
66031;Roma Nomentana
66032;Roma Nomentana
66033;Roma Nomentana
66034;Roma Nomentana
66036;Roma Nomentana
66037;Roma Nomentana
66038;Roma Nomentana
66040;Roma Nomentana
66041;Roma Nomentana
66042;Roma Nomentana
66043;Roma Nomentana
66044;Roma Nomentana
66045;Roma Nomentana
66046;Roma Nomentana
66047;Roma Nomentana
66050;Roma Nomentana
66051;Roma Nomentana
66052;Roma Nomentana
66054;Roma Nomentana
66100;Roma Nomentana
67010;Roma Nomentana
67012;Roma Nomentana
67013;Roma Nomentana
67014;Roma Nomentana
67015;Roma Nomentana
67017;Roma Nomentana
67019;Roma Nomentana
67020;Roma Nomentana
67021;Roma Nomentana
67022;Roma Nomentana
67023;Roma Nomentana
67024;Roma Nomentana
67025;Roma Nomentana
67026;Roma Nomentana
67027;Roma Nomentana
67028;Roma Nomentana
67029;Roma Nomentana
67030;Roma Nomentana
67031;Roma Nomentana
67032;Roma Nomentana
67033;Roma Nomentana
67034;Roma Nomentana
67035;Roma Nomentana
67036;Roma Nomentana
67037;Roma Nomentana
67038;Roma Nomentana
67039;Roma Nomentana
67040;Roma Nomentana
67041;Roma Nomentana
67043;Roma Nomentana
67044;Roma Nomentana
67045;Roma Nomentana
67046;Roma Nomentana
67047;Roma Nomentana
67048;Roma Nomentana
67049;Roma Nomentana
67050;Roma Nomentana
67051;Roma Nomentana
67052;Roma Nomentana
67053;Roma Nomentana
67054;Roma Nomentana
67055;Roma Nomentana
67056;Roma Nomentana
67057;Roma Nomentana
67058;Roma Nomentana
67059;Roma Nomentana
67060;Roma Nomentana
67061;Roma Nomentana
67062;Roma Nomentana
67063;Roma Nomentana
67064;Roma Nomentana
67066;Roma Nomentana
67067;Roma Nomentana
67068;Roma Nomentana
67069;Roma Nomentana
67100;Roma Nomentana
70010;Bari
70011;Bari
70013;Bari
70014;Bari
70015;Bari
70016;Bari
70017;Bari
70018;Bari
70019;Bari
70020;Bari
70021;Bari
70022;Bari
70023;Bari
70024;Bari
70025;Bari
70026;Bari
70027;Bari
70028;Bari
70029;Bari
70032;Bari
70033;Bari
70037;Bari
70038;Bari
70042;Bari
70043;Bari
70044;Bari
70051;Bari
70052;Bari
70054;Bari
70056;Bari
70057;Bari
70100;Bari
70121;Bari
70122;Bari
70123;Bari
70124;Bari
70125;Bari
70126;Bari
70127;Bari
70128;Bari
70129;Bari
70130;Bari
70131;Bari
70132;Bari
71010;Bari
71011;Bari
71012;Bari
71013;Bari
71014;Bari
71015;Bari
71016;Bari
71017;Bari
71018;Bari
71019;Bari
71020;Bari
71021;Bari
71022;Bari
71023;Bari
71024;Bari
71025;Bari
71026;Bari
71027;Bari
71028;Bari
71029;Bari
71030;Bari
71031;Bari
71032;Bari
71033;Bari
71034;Bari
71035;Bari
71036;Bari
71037;Bari
71038;Bari
71039;Bari
71040;Bari
71041;Bari
71042;Bari
71043;Bari
71045;Bari
71047;Bari
71048;Bari
71051;Bari
71121;Bari
71122;Bari
72012;Bari
72013;Bari
72014;Bari
72015;Bari
72017;Bari
72018;Bari
72019;Bari
72020;Bari
72021;Bari
72022;Bari
72023;Bari
72024;Bari
72025;Bari
72026;Bari
72027;Bari
72028;Bari
72029;Bari
72100;Bari
73010;Bari
73011;Bari
73012;Bari
73013;Bari
73014;Bari
73015;Bari
73016;Bari
73017;Bari
73018;Bari
73019;Bari
73020;Bari
73021;Bari
73022;Bari
73023;Bari
73024;Bari
73025;Bari
73026;Bari
73027;Bari
73028;Bari
73029;Bari
73030;Bari
73031;Bari
73032;Bari
73033;Bari
73034;Bari
73035;Bari
73036;Bari
73037;Bari
73038;Bari
73039;Bari
73040;Bari
73041;Bari
73042;Bari
73043;Bari
73044;Bari
73045;Bari
73046;Bari
73047;Bari
73048;Bari
73049;Bari
73050;Bari
73051;Bari
73052;Bari
73053;Bari
73054;Bari
73055;Bari
73056;Bari
73057;Bari
73058;Bari
73059;Bari
73100;Bari
74010;Bari
74011;Bari
74012;Bari
74013;Bari
74014;Bari
74015;Bari
74016;Bari
74017;Bari
74018;Bari
74019;Bari
74020;Bari
74021;Bari
74022;Bari
74023;Bari
74024;Bari
74025;Bari
74026;Bari
74027;Bari
74028;Bari
74100;Bari
74121;Bari
74122;Bari
74123;Bari
75010;Bari
75011;Bari
75012;Bari
75013;Bari
75014;Bari
75015;Bari
75016;Bari
75017;Bari
75018;Bari
75019;Bari
75020;Bari
75021;Bari
75022;Bari
75023;Bari
75024;Bari
75025;Bari
75026;Bari
75027;Bari
75028;Bari
75029;Bari
75100;Bari
76011;Bari
76012;Bari
76013;Bari
76014;Bari
76015;Bari
76016;Bari
76017;Bari
76121;Bari
76123;Bari
76125;Bari
80010;Napoli
80011;Napoli
80012;Napoli
80013;Napoli
80014;Napoli
80016;Napoli
80017;Napoli
80018;Napoli
80019;Napoli
80020;Napoli
80021;Napoli
80022;Napoli
80023;Napoli
80024;Napoli
80025;Napoli
80026;Napoli
80027;Napoli
80028;Napoli
80029;Napoli
80030;Napoli
80031;Napoli
80032;Napoli
80033;Napoli
80034;Napoli
80035;Napoli
80036;Napoli
80038;Napoli
80039;Napoli
80040;Napoli
80041;Napoli
80042;Napoli
80044;Napoli
80045;Napoli
80046;Napoli
80047;Napoli
80048;Napoli
80049;Napoli
80050;Napoli
80051;Napoli
80053;Napoli
80054;Napoli
80055;Napoli
80056;Napoli
80057;Napoli
80058;Napoli
80059;Napoli
80061;Napoli
80062;Napoli
80063;Napoli
80065;Napoli
80067;Napoli
80069;Napoli
80070;Napoli
80071;Napoli
80072;Napoli
80073;Napoli
80074;Napoli
80075;Napoli
80076;Napoli
80077;Napoli
80078;Napoli
80079;Napoli
80081;Napoli
80100;Napoli
80121;Napoli
80122;Napoli
80123;Napoli
80124;Napoli
80125;Napoli
80126;Napoli
80127;Napoli
80128;Napoli
80129;Napoli
80130;Napoli
80131;Napoli
80132;Napoli
80133;Napoli
80134;Napoli
80135;Napoli
80136;Napoli
80137;Napoli
80138;Napoli
80139;Napoli
80140;Napoli
80141;Napoli
80142;Napoli
80143;Napoli
80144;Napoli
80145;Napoli
80146;Napoli
80147;Napoli
81010;Napoli
81011;Napoli
81012;Napoli
81013;Napoli
81014;Napoli
81016;Napoli
81017;Napoli
81020;Napoli
81021;Napoli
81022;Napoli
81023;Napoli
81024;Napoli
81025;Napoli
81027;Napoli
81028;Napoli
81030;Napoli
81031;Napoli
81032;Napoli
81033;Napoli
81034;Napoli
81035;Napoli
81036;Napoli
81037;Napoli
81038;Napoli
81039;Napoli
81040;Napoli
81041;Napoli
81042;Napoli
81043;Napoli
81044;Napoli
81046;Napoli
81047;Napoli
81049;Napoli
81050;Napoli
81051;Napoli
81052;Napoli
81053;Napoli
81054;Napoli
81055;Napoli
81056;Napoli
81057;Napoli
81058;Napoli
81059;Napoli
81100;Napoli
82010;Napoli
82011;Napoli
82013;Napoli
82014;Napoli
82015;Napoli
82016;Napoli
82017;Napoli
82018;Napoli
82019;Napoli
82020;Napoli
82021;Napoli
82022;Napoli
82023;Napoli
82024;Napoli
82025;Napoli
82026;Napoli
82027;Napoli
82028;Napoli
82029;Napoli
82030;Napoli
82031;Napoli
82032;Napoli
82033;Napoli
82034;Napoli
82036;Napoli
82037;Napoli
82038;Napoli
82100;Napoli
83010;Napoli
83011;Napoli
83012;Napoli
83013;Napoli
83014;Napoli
83015;Napoli
83016;Napoli
83017;Napoli
83018;Napoli
83020;Napoli
83021;Napoli
83022;Napoli
83023;Napoli
83024;Napoli
83025;Napoli
83026;Napoli
83027;Napoli
83028;Napoli
83029;Napoli
83030;Napoli
83031;Napoli
83032;Napoli
83034;Napoli
83035;Napoli
83036;Napoli
83037;Napoli
83038;Napoli
83039;Napoli
83040;Napoli
83041;Napoli
83042;Napoli
83043;Napoli
83044;Napoli
83045;Napoli
83046;Napoli
83047;Napoli
83048;Napoli
83049;Napoli
83050;Napoli
83051;Napoli
83052;Napoli
83053;Napoli
83054;Napoli
83055;Napoli
83056;Napoli
83057;Napoli
83058;Napoli
83059;Napoli
83100;Napoli
84010;SALERNO
84011;SALERNO
84012;SALERNO
84013;SALERNO
84014;SALERNO
84015;SALERNO
84016;SALERNO
84017;SALERNO
84018;SALERNO
84019;SALERNO
84020;SALERNO
84021;SALERNO
84022;SALERNO
84024;SALERNO
84025;SALERNO
84026;SALERNO
84027;SALERNO
84028;SALERNO
84029;SALERNO
84030;SALERNO
84031;SALERNO
84032;SALERNO
84033;SALERNO
84034;SALERNO
84035;SALERNO
84036;SALERNO
84037;SALERNO
84038;SALERNO
84039;SALERNO
84040;SALERNO
84042;SALERNO
84043;SALERNO
84044;SALERNO
84045;SALERNO
84046;SALERNO
84047;SALERNO
84048;SALERNO
84049;SALERNO
84050;SALERNO
84051;SALERNO
84052;SALERNO
84053;SALERNO
84055;SALERNO
84056;SALERNO
84057;SALERNO
84059;SALERNO
84060;SALERNO
84061;SALERNO
84062;SALERNO
84065;SALERNO
84066;SALERNO
84067;SALERNO
84068;SALERNO
84069;SALERNO
84070;SALERNO
84073;SALERNO
84074;SALERNO
84075;SALERNO
84076;SALERNO
84077;SALERNO
84078;SALERNO
84079;SALERNO
84080;SALERNO
84081;SALERNO
84082;SALERNO
84083;SALERNO
84084;SALERNO
84085;SALERNO
84086;SALERNO
84087;SALERNO
84088;SALERNO
84090;SALERNO
84091;SALERNO
84092;SALERNO
84095;SALERNO
84096;SALERNO
84098;SALERNO
84099;SALERNO
84100;SALERNO
84121;SALERNO
84122;SALERNO
84123;SALERNO
84124;SALERNO
84125;SALERNO
84126;SALERNO
84127;SALERNO
84128;SALERNO
84129;SALERNO
84130;SALERNO
84131;SALERNO
84132;SALERNO
84133;SALERNO
84134;SALERNO
84135;SALERNO
85010;SALERNO
85011;SALERNO
85012;SALERNO
85013;SALERNO
85014;SALERNO
85015;SALERNO
85016;SALERNO
85017;SALERNO
85018;SALERNO
85020;SALERNO
85021;SALERNO
85022;SALERNO
85023;SALERNO
85024;SALERNO
85025;SALERNO
85026;SALERNO
85027;SALERNO
85028;SALERNO
85029;SALERNO
85030;SALERNO
85031;SALERNO
85032;SALERNO
85033;SALERNO
85034;SALERNO
85035;SALERNO
85036;SALERNO
85037;SALERNO
85038;SALERNO
85039;SALERNO
85040;SALERNO
85042;SALERNO
85043;SALERNO
85044;SALERNO
85046;SALERNO
85047;SALERNO
85048;SALERNO
85049;SALERNO
85050;SALERNO
85051;SALERNO
85052;SALERNO
85053;SALERNO
85054;SALERNO
85055;SALERNO
85056;SALERNO
85057;SALERNO
85058;SALERNO
85059;SALERNO
85100;SALERNO
86010;Bari
86011;Bari
86012;Bari
86013;Bari
86014;Bari
86015;Bari
86016;Bari
86017;Bari
86018;Bari
86019;Bari
86020;Bari
86021;Bari
86022;Bari
86023;Bari
86024;Bari
86025;Bari
86026;Bari
86027;Bari
86028;Bari
86029;Bari
86030;Bari
86031;Bari
86032;Bari
86033;Bari
86034;Bari
86035;Bari
86036;Bari
86037;Bari
86038;Bari
86039;Bari
86040;Bari
86041;Bari
86042;Bari
86043;Bari
86044;Bari
86045;Bari
86046;Bari
86047;Bari
86048;Bari
86049;Bari
86070;Frosinone
86071;Frosinone
86072;Frosinone
86073;Frosinone
86074;Frosinone
86075;Frosinone
86077;Frosinone
86078;Frosinone
86079;Frosinone
86080;Frosinone
86081;Frosinone
86082;Frosinone
86083;Frosinone
86084;Frosinone
86085;Frosinone
86086;Frosinone
86087;Frosinone
86088;Frosinone
86089;Frosinone
86090;Frosinone
86091;Frosinone
86092;Frosinone
86093;Frosinone
86094;Frosinone
86095;Frosinone
86096;Frosinone
86097;Frosinone
86100;Bari
86170;Frosinone
87010;Cosenza
87011;Cosenza
87012;Cosenza
87013;Cosenza
87014;Cosenza
87015;Cosenza
87016;Cosenza
87017;Cosenza
87018;Cosenza
87019;Cosenza
87020;Cosenza
87021;Cosenza
87022;Cosenza
87023;Cosenza
87024;Cosenza
87026;Cosenza
87027;Cosenza
87028;Cosenza
87029;Cosenza
87030;Cosenza
87031;Cosenza
87032;Cosenza
87033;Cosenza
87034;Cosenza
87035;Cosenza
87036;Cosenza
87037;Cosenza
87038;Cosenza
87040;Cosenza
87041;Cosenza
87042;Cosenza
87043;Cosenza
87044;Cosenza
87045;Cosenza
87046;Cosenza
87047;Cosenza
87048;Cosenza
87050;Cosenza
87051;Cosenza
87053;Cosenza
87054;Cosenza
87055;Cosenza
87056;Cosenza
87057;Cosenza
87058;Cosenza
87059;Cosenza
87060;Cosenza
87061;Cosenza
87062;Cosenza
87064;Cosenza
87066;Cosenza
87067;Cosenza
87069;Cosenza
87070;Cosenza
87071;Cosenza
87072;Cosenza
87073;Cosenza
87074;Cosenza
87075;Cosenza
87076;Cosenza
87100;Cosenza
88020;Cosenza
88021;Cosenza
88022;Cosenza
88024;Cosenza
88025;Cosenza
88040;Cosenza
88041;Cosenza
88042;Cosenza
88044;Cosenza
88045;Cosenza
88046;Cosenza
88047;Cosenza
88049;Cosenza
88050;Cosenza
88051;Cosenza
88054;Cosenza
88055;Cosenza
88056;Cosenza
88060;Cosenza
88062;Cosenza
88064;Cosenza
88065;Cosenza
88067;Cosenza
88068;Cosenza
88069;Cosenza
88070;Cosenza
88100;Cosenza
88811;Cosenza
88812;Cosenza
88813;Cosenza
88814;Cosenza
88816;Cosenza
88817;Cosenza
88818;Cosenza
88819;Cosenza
88821;Cosenza
88822;Cosenza
88823;Cosenza
88824;Cosenza
88825;Cosenza
88831;Cosenza
88832;Cosenza
88833;Cosenza
88834;Cosenza
88835;Cosenza
88836;Cosenza
88837;Cosenza
88838;Cosenza
88841;Cosenza
88842;Cosenza
88900;Cosenza
89010;Cosenza
89011;Cosenza
89012;Cosenza
89013;Cosenza
89014;Cosenza
89015;Cosenza
89016;Cosenza
89017;Cosenza
89018;Cosenza
89020;Cosenza
89021;Cosenza
89022;Cosenza
89023;Cosenza
89024;Cosenza
89025;Cosenza
89026;Cosenza
89027;Cosenza
89028;Cosenza
89029;Cosenza
89030;Cosenza
89031;Cosenza
89032;Cosenza
89033;Cosenza
89034;Cosenza
89035;Cosenza
89036;Cosenza
89038;Cosenza
89039;Cosenza
89040;Cosenza
89041;Cosenza
89042;Cosenza
89043;Cosenza
89044;Cosenza
89045;Cosenza
89046;Cosenza
89047;Cosenza
89048;Cosenza
89049;Cosenza
89050;Cosenza
89052;Cosenza
89054;Cosenza
89056;Cosenza
89057;Cosenza
89058;Cosenza
89060;Cosenza
89063;Cosenza
89064;Cosenza
89065;Cosenza
89069;Cosenza
89079;Cosenza
89100;Cosenza
89121;Cosenza
89122;Cosenza
89123;Cosenza
89124;Cosenza
89125;Cosenza
89126;Cosenza
89127;Cosenza
89128;Cosenza
89129;Cosenza
89130;Cosenza
89131;Cosenza
89132;Cosenza
89133;Cosenza
89134;Cosenza
89135;Cosenza
89812;Cosenza
89813;Cosenza
89814;Cosenza
89815;Cosenza
89816;Cosenza
89817;Cosenza
89818;Cosenza
89819;Cosenza
89821;Cosenza
89822;Cosenza
89823;Cosenza
89824;Cosenza
89831;Cosenza
89832;Cosenza
89833;Cosenza
89834;Cosenza
89841;Cosenza
89842;Cosenza
89843;Cosenza
89844;Cosenza
89851;Cosenza
89852;Cosenza
89853;Cosenza
89861;Cosenza
89862;Cosenza
89863;Cosenza
89864;Cosenza
89866;Cosenza
89867;Cosenza
89868;Cosenza
89900;Cosenza
89938;Cosenza
90010;Catania
90011;Catania
90012;Catania
90013;Catania
90014;Catania
90015;Catania
90016;Catania
90017;Catania
90018;Catania
90019;Catania
90020;Catania
90021;Catania
90022;Catania
90023;Catania
90024;Catania
90025;Catania
90026;Catania
90027;Catania
90028;Catania
90029;Catania
90030;Catania
90031;Catania
90032;Catania
90033;Catania
90034;Catania
90035;Catania
90036;Catania
90037;Catania
90038;Catania
90039;Catania
90040;Catania
90041;Catania
90042;Catania
90043;Catania
90044;Catania
90045;Catania
90046;Catania
90047;Catania
90048;Catania
90049;Catania
90051;Catania
90121;Catania
90122;Catania
90123;Catania
90124;Catania
90125;Catania
90126;Catania
90127;Catania
90128;Catania
90129;Catania
90130;Catania
90131;Catania
90132;Catania
90133;Catania
90134;Catania
90135;Catania
90136;Catania
90137;Catania
90138;Catania
90139;Catania
90140;Catania
90141;Catania
90142;Catania
90143;Catania
90144;Catania
90145;Catania
90146;Catania
90147;Catania
90148;Catania
90149;Catania
90150;Catania
90151;Catania
91010;Catania
91011;Catania
91012;Catania
91013;Catania
91014;Catania
91015;Catania
91016;Catania
91017;Catania
91018;Catania
91019;Catania
91020;Catania
91021;Catania
91022;Catania
91023;Catania
91024;Catania
91025;Catania
91026;Catania
91027;Catania
91028;Catania
91029;Catania
91100;Catania
92010;Catania
92011;Catania
92012;Catania
92013;Catania
92014;Catania
92015;Catania
92016;Catania
92017;Catania
92018;Catania
92019;Catania
92020;Catania
92021;Catania
92022;Catania
92023;Catania
92024;Catania
92025;Catania
92026;Catania
92027;Catania
92028;Catania
92029;Catania
92031;Catania
92100;Catania
93010;Catania
93011;Catania
93012;Catania
93013;Catania
93014;Catania
93015;Catania
93016;Catania
93017;Catania
93018;Catania
93019;Catania
93100;Catania
94010;Catania
94011;Catania
94012;Catania
94013;Catania
94014;Catania
94015;Catania
94016;Catania
94017;Catania
94018;Catania
94019;Catania
94100;Catania
95010;Catania
95011;Catania
95012;Catania
95013;Catania
95014;Catania
95015;Catania
95016;Catania
95017;Catania
95018;Catania
95019;Catania
95020;Catania
95021;Catania
95022;Catania
95024;Catania
95025;Catania
95027;Catania
95028;Catania
95029;Catania
95030;Catania
95031;Catania
95032;Catania
95033;Catania
95034;Catania
95035;Catania
95036;Catania
95037;Catania
95038;Catania
95039;Catania
95040;Catania
95041;Catania
95042;Catania
95043;Catania
95044;Catania
95045;Catania
95046;Catania
95047;Catania
95048;Catania
95049;Catania
95100;Catania
95121;Catania
95122;Catania
95123;Catania
95124;Catania
95125;Catania
95126;Catania
95127;Catania
95128;Catania
95129;Catania
95130;Catania
95131;Catania
96010;Catania
96011;Catania
96012;Catania
96013;Catania
96014;Catania
96015;Catania
96016;Catania
96017;Catania
96018;Catania
96019;Catania
96100;Catania
97010;Catania
97011;Catania
97012;Catania
97013;Catania
97014;Catania
97015;Catania
97016;Catania
97017;Catania
97018;Catania
97019;Catania
97100;Catania
98020;Catania
98021;Catania
98022;Catania
98023;Catania
98025;Catania
98026;Catania
98027;Catania
98028;Catania
98029;Catania
98030;Catania
98031;Catania
98032;Catania
98033;Catania
98034;Catania
98035;Catania
98036;Catania
98037;Catania
98038;Catania
98039;Catania
98040;Catania
98041;Catania
98042;Catania
98043;Catania
98044;Catania
98045;Catania
98046;Catania
98047;Catania
98048;Catania
98049;Catania
98050;Catania
98051;Catania
98053;Catania
98054;Catania
98055;Catania
98056;Catania
98057;Catania
98058;Catania
98059;Catania
98060;Catania
98061;Catania
98062;Catania
98063;Catania
98064;Catania
98065;Catania
98066;Catania
98067;Catania
98068;Catania
98069;Catania
98070;Catania
98071;Catania
98072;Catania
98073;Catania
98074;Catania
98075;Catania
98076;Catania
98077;Catania
98078;Catania
98079;Catania
98121;Catania
98122;Catania
98123;Catania
98124;Catania
98125;Catania
98126;Catania
98127;Catania
98128;Catania
98129;Catania
98130;Catania
98131;Catania
98132;Catania
98133;Catania
98134;Catania
98135;Catania
98136;Catania
98137;Catania
98138;Catania
98139;Catania
98140;Catania
98141;Catania
98142;Catania
98143;Catania
98144;Catania
98145;Catania
98146;Catania
98147;Catania
98148;Catania
98149;Catania
98150;Catania
98151;Catania
98152;Catania
98153;Catania
98154;Catania
98155;Catania
98156;Catania
98157;Catania
98158;Catania
98159;Catania
98160;Catania
98161;Catania
98162;Catania
98163;Catania
98164;Catania
98165;Catania
98166;Catania
98167;Catania
98168;Catania
